transcript_BGM_M len_BGM_M n_var_BGM_M
TRINITY_DN11077_c0_g1_i7 445 12
TRINITY_DN11078_c0_g2_i9 853 30
TRINITY_DN1107_c1_g1_i3 763 2
TRINITY_DN11081_c0_g1_i2 2380 7
TRINITY_DN110864_c0_g1_i1 322 4
TRINITY_DN110872_c0_g1_i3 319 13
TRINITY_DN11087_c0_g1_i3 859 5
TRINITY_DN11088_c0_g1_i13 1678 2
TRINITY_DN110895_c0_g1_i1 391 13
TRINITY_DN11090_c0_g2_i3 4264 2
TRINITY_DN11091_c0_g1_i2 421 1
TRINITY_DN110933_c0_g1_i1 301 11
TRINITY_DN11093_c0_g2_i6 316 2
TRINITY_DN110945_c0_g1_i5 484 21
TRINITY_DN11095_c1_g2_i1 373 1
TRINITY_DN11097_c0_g1_i15 1996 1
TRINITY_DN11097_c0_g6_i1 388 9
TRINITY_DN1109_c0_g2_i2 1654 3
TRINITY_DN1109_c16_g1_i1 2236 4
TRINITY_DN1109_c6_g1_i1 1645 4
TRINITY_DN1109_c7_g1_i1 613 1
TRINITY_DN110_c0_g2_i8 1183 41
TRINITY_DN110_c10_g1_i6 625 13
TRINITY_DN110_c2_g2_i5 811 1
TRINITY_DN110_c3_g1_i8 7093 53
TRINITY_DN110_c4_g1_i1 5284 7
TRINITY_DN11100_c0_g1_i2 1018 14
TRINITY_DN111056_c0_g2_i3 430 8
TRINITY_DN1110_c0_g1_i14 1768 6
TRINITY_DN111133_c0_g2_i1 514 1
TRINITY_DN11117_c0_g1_i1 1588 2
TRINITY_DN1111_c0_g1_i15 2281 33
TRINITY_DN111210_c0_g1_i2 490 13
TRINITY_DN111235_c0_g1_i9 418 7
TRINITY_DN1112_c0_g2_i4 1348 33
TRINITY_DN1112_c2_g1_i11 4108 12
TRINITY_DN1112_c3_g1_i6 736 1
TRINITY_DN1112_c4_g1_i6 328 8
TRINITY_DN1112_c8_g1_i2 1210 5
TRINITY_DN111325_c0_g1_i2 490 4
TRINITY_DN111399_c0_g1_i1 322 12
TRINITY_DN11139_c0_g1_i7 1396 5
TRINITY_DN11139_c1_g1_i4 643 27
TRINITY_DN11143_c0_g1_i5 2374 1
TRINITY_DN11143_c0_g2_i3 2338 1
TRINITY_DN111470_c0_g1_i3 376 9
TRINITY_DN1114_c0_g2_i1 2245 8
TRINITY_DN11151_c0_g1_i2 1078 1
TRINITY_DN11152_c0_g2_i15 2869 12
TRINITY_DN11152_c0_g4_i2 3925 7
TRINITY_DN11154_c0_g1_i10 3829 50
TRINITY_DN1115_c0_g1_i9 3778 17
TRINITY_DN11160_c0_g1_i10 745 20
TRINITY_DN11162_c0_g2_i1 1273 2
TRINITY_DN11162_c0_g4_i1 892 15
TRINITY_DN11165_c0_g1_i6 655 2
TRINITY_DN11167_c0_g1_i5 2008 3
TRINITY_DN111689_c0_g2_i1 304 12
TRINITY_DN11169_c0_g2_i1 985 1
TRINITY_DN111709_c0_g1_i2 313 9
TRINITY_DN111717_c0_g1_i1 964 5
TRINITY_DN111724_c0_g1_i1 340 13
TRINITY_DN111731_c0_g1_i3 1861 7
TRINITY_DN111731_c0_g2_i2 1819 1
TRINITY_DN11176_c0_g1_i2 1573 35
TRINITY_DN11176_c2_g1_i6 433 9
TRINITY_DN11177_c0_g1_i1 589 20
TRINITY_DN111877_c0_g1_i5 706 15
TRINITY_DN11188_c0_g1_i1 757 30
TRINITY_DN1118_c3_g2_i2 1642 1
TRINITY_DN11192_c0_g1_i2 439 1
TRINITY_DN111944_c0_g1_i7 391 14
TRINITY_DN11194_c0_g1_i1 808 2
TRINITY_DN111971_c0_g2_i2 976 3
TRINITY_DN11197_c0_g1_i1 391 4
TRINITY_DN11199_c0_g1_i1 3607 13
TRINITY_DN111_c2_g3_i1 1228 34
TRINITY_DN111_c3_g1_i3 2257 36
TRINITY_DN111_c4_g1_i1 457 6
TRINITY_DN111_c5_g1_i1 1672 37
TRINITY_DN111_c8_g1_i1 322 1
TRINITY_DN11201_c0_g2_i1 679 1
TRINITY_DN112021_c0_g1_i1 574 1
TRINITY_DN11204_c0_g3_i11 2953 1
TRINITY_DN11205_c0_g1_i7 361 14
TRINITY_DN112099_c0_g1_i5 3829 90
TRINITY_DN1120_c0_g1_i3 2080 1
TRINITY_DN1120_c1_g2_i2 1588 12
TRINITY_DN11210_c0_g1_i11 4069 45
TRINITY_DN11211_c0_g1_i3 511 1
TRINITY_DN112169_c0_g1_i4 1576 1
TRINITY_DN112198_c0_g1_i6 1459 9
TRINITY_DN1121_c0_g1_i9 1111 5
TRINITY_DN112250_c0_g1_i1 697 1
TRINITY_DN112257_c0_g3_i1 1231 1
TRINITY_DN1122_c0_g2_i1 1363 11
TRINITY_DN1122_c1_g1_i3 925 25
TRINITY_DN11234_c3_g1_i2 1129 1
TRINITY_DN112419_c0_g1_i5 1018 1
TRINITY_DN112427_c0_g1_i3 484 6
TRINITY_DN112479_c0_g2_i1 718 1
TRINITY_DN1124_c0_g1_i3 649 2
TRINITY_DN11250_c0_g1_i2 604 11
TRINITY_DN112563_c0_g3_i4 1420 3
TRINITY_DN112580_c0_g1_i1 379 10
TRINITY_DN112580_c0_g2_i1 481 7
TRINITY_DN112580_c0_g3_i1 415 4
TRINITY_DN112598_c0_g1_i2 466 14
TRINITY_DN1125_c0_g1_i5 1804 4
TRINITY_DN1125_c1_g2_i4 2062 4
TRINITY_DN1125_c4_g1_i1 2605 14
TRINITY_DN1125_c9_g1_i1 628 18
TRINITY_DN112620_c0_g1_i1 343 10
TRINITY_DN112644_c0_g1_i1 502 11
TRINITY_DN112663_c0_g1_i5 589 23
TRINITY_DN112685_c0_g1_i1 454 2
TRINITY_DN1126_c0_g1_i6 2533 7
TRINITY_DN1126_c0_g2_i1 2278 6
TRINITY_DN11279_c0_g3_i4 478 3
TRINITY_DN1127_c0_g2_i1 2005 2
TRINITY_DN11283_c0_g1_i1 1630 4
TRINITY_DN11285_c1_g1_i3 1834 3
TRINITY_DN11285_c2_g1_i1 2449 89
TRINITY_DN11285_c2_g2_i2 1183 12
TRINITY_DN1128_c1_g1_i4 2479 4
TRINITY_DN11291_c0_g1_i3 721 19
TRINITY_DN1129_c0_g1_i3 4108 2
TRINITY_DN1129_c0_g2_i6 805 3
TRINITY_DN112_c0_g1_i2 1597 15
TRINITY_DN112_c0_g2_i3 9586 4
TRINITY_DN113071_c0_g1_i2 598 3
TRINITY_DN11309_c0_g1_i17 1687 3
TRINITY_DN1130_c2_g1_i1 910 2
TRINITY_DN113100_c0_g3_i5 1270 1
TRINITY_DN113103_c0_g1_i1 328 6
TRINITY_DN11312_c0_g1_i2 475 9
TRINITY_DN11315_c0_g1_i1 883 1
TRINITY_DN113197_c0_g1_i2 382 19
TRINITY_DN1131_c0_g2_i1 4555 9
TRINITY_DN1131_c1_g1_i9 2848 6
TRINITY_DN11322_c0_g3_i4 1621 4
TRINITY_DN11325_c0_g1_i3 826 1
TRINITY_DN11326_c0_g1_i5 1690 31
TRINITY_DN11329_c0_g1_i5 787 2
TRINITY_DN1132_c0_g1_i1 655 2
TRINITY_DN113317_c0_g1_i1 364 19
TRINITY_DN11331_c0_g1_i1 910 5
TRINITY_DN11331_c1_g1_i1 2086 6
TRINITY_DN11335_c0_g1_i20 1174 3
TRINITY_DN11335_c0_g2_i1 1330 16
TRINITY_DN113372_c1_g1_i1 379 11
TRINITY_DN113412_c0_g1_i7 541 7
TRINITY_DN113432_c0_g1_i1 358 3
TRINITY_DN11343_c0_g1_i2 775 4
TRINITY_DN113458_c0_g1_i1 433 1
TRINITY_DN11347_c1_g1_i6 808 1
TRINITY_DN113484_c1_g1_i1 298 12
TRINITY_DN1134_c1_g1_i4 4732 6
TRINITY_DN1134_c1_g2_i2 3244 5
TRINITY_DN11351_c0_g1_i4 301 1
TRINITY_DN113555_c1_g1_i3 667 7
TRINITY_DN11361_c0_g1_i1 673 1
TRINITY_DN113664_c0_g1_i4 898 39
TRINITY_DN113676_c0_g1_i5 340 5
TRINITY_DN113691_c0_g1_i2 475 7
TRINITY_DN1136_c0_g1_i4 4387 9
TRINITY_DN1136_c0_g2_i8 3754 8
TRINITY_DN11381_c0_g1_i2 514 20
TRINITY_DN11383_c0_g1_i3 7813 2
TRINITY_DN113869_c0_g1_i2 592 1
TRINITY_DN1138_c0_g1_i1 1234 2
TRINITY_DN1138_c6_g1_i1 2854 7
TRINITY_DN11393_c0_g1_i5 385 2
TRINITY_DN113988_c0_g1_i7 391 10
TRINITY_DN113_c0_g1_i2 700 5
TRINITY_DN114016_c1_g1_i3 469 4
TRINITY_DN114089_c0_g2_i1 1006 2
TRINITY_DN114094_c0_g1_i7 334 18
TRINITY_DN1140_c2_g1_i3 1195 10
TRINITY_DN11417_c0_g1_i1 736 19
TRINITY_DN11419_c0_g3_i1 4285 2
TRINITY_DN1141_c0_g1_i1 2404 24
TRINITY_DN1141_c13_g1_i1 1651 2
TRINITY_DN1141_c1_g1_i1 1129 1
TRINITY_DN1141_c2_g3_i1 304 3
TRINITY_DN114259_c0_g2_i1 547 2
TRINITY_DN11425_c3_g1_i2 694 1
TRINITY_DN1142_c0_g2_i3 3796 8
TRINITY_DN114318_c0_g1_i1 313 10
TRINITY_DN11432_c0_g1_i2 349 2
TRINITY_DN114396_c0_g1_i6 403 9
TRINITY_DN11439_c0_g1_i7 454 12
TRINITY_DN11443_c0_g1_i1 1441 1
TRINITY_DN114457_c1_g1_i2 436 15
TRINITY_DN114459_c0_g1_i1 337 13
TRINITY_DN11448_c0_g1_i12 3604 10
TRINITY_DN1144_c0_g1_i16 2143 122
TRINITY_DN1144_c1_g1_i1 451 12
TRINITY_DN11451_c1_g1_i4 901 2
TRINITY_DN11456_c0_g1_i5 1621 6
TRINITY_DN114572_c0_g1_i3 2026 1
TRINITY_DN1146_c1_g1_i9 3976 31
TRINITY_DN114822_c0_g2_i2 349 7
TRINITY_DN114822_c0_g4_i2 586 25
TRINITY_DN114856_c0_g1_i4 304 4
TRINITY_DN11488_c0_g1_i3 1903 27
TRINITY_DN11489_c1_g1_i5 649 1
TRINITY_DN1148_c0_g1_i8 355 3
TRINITY_DN11493_c0_g1_i8 3499 1
TRINITY_DN114960_c0_g2_i1 2041 1
TRINITY_DN114963_c2_g1_i3 421 20
TRINITY_DN114_c0_g2_i2 3931 4
TRINITY_DN114_c1_g1_i2 1357 14
TRINITY_DN11500_c0_g1_i2 2014 3
TRINITY_DN115037_c0_g1_i2 439 1
TRINITY_DN1150_c0_g1_i2 772 2
TRINITY_DN11511_c0_g2_i1 424 12
TRINITY_DN1151_c0_g1_i1 925 3
TRINITY_DN1151_c0_g2_i8 1339 7
TRINITY_DN115221_c0_g1_i1 361 7
TRINITY_DN115243_c0_g1_i4 2989 3
TRINITY_DN11525_c0_g1_i6 1222 9
TRINITY_DN11526_c0_g2_i7 1498 3
TRINITY_DN115288_c0_g1_i4 382 2
TRINITY_DN1152_c0_g1_i1 793 2
TRINITY_DN1152_c1_g1_i2 5035 8
TRINITY_DN115311_c0_g1_i5 364 2
TRINITY_DN115312_c0_g1_i1 304 13
TRINITY_DN11532_c1_g1_i6 1006 1
TRINITY_DN11533_c0_g1_i6 5236 81
TRINITY_DN11537_c1_g1_i8 1378 44
TRINITY_DN11537_c2_g1_i1 568 1
TRINITY_DN11538_c1_g1_i1 1207 51
TRINITY_DN11538_c1_g4_i1 1138 52
TRINITY_DN11539_c0_g1_i1 751 4
TRINITY_DN11540_c0_g1_i1 1096 57
TRINITY_DN115412_c0_g2_i5 331 15
TRINITY_DN11543_c0_g2_i8 550 10
TRINITY_DN11546_c1_g1_i6 4684 2
TRINITY_DN11547_c0_g1_i3 418 2
TRINITY_DN11548_c0_g1_i9 1702 88
TRINITY_DN11549_c0_g1_i1 481 2
TRINITY_DN11552_c0_g1_i2 1549 2
TRINITY_DN11559_c0_g1_i8 877 17
TRINITY_DN11559_c1_g1_i3 571 1
TRINITY_DN1155_c1_g2_i2 3877 2
TRINITY_DN1155_c3_g1_i8 1501 3
TRINITY_DN1155_c4_g1_i5 424 2
TRINITY_DN1155_c5_g1_i8 3127 3
TRINITY_DN1155_c7_g1_i5 1213 1
TRINITY_DN115644_c0_g2_i1 310 7
TRINITY_DN11569_c0_g1_i9 3742 45
TRINITY_DN11569_c1_g1_i3 379 4
TRINITY_DN1156_c0_g1_i5 1456 8
TRINITY_DN115828_c0_g1_i1 313 3
TRINITY_DN115835_c1_g1_i3 346 12
TRINITY_DN115835_c2_g1_i2 322 10
TRINITY_DN115840_c0_g1_i1 379 9
TRINITY_DN115859_c0_g1_i5 316 5
TRINITY_DN11585_c0_g2_i10 1051 38
TRINITY_DN115890_c0_g1_i2 391 22
TRINITY_DN115906_c0_g1_i2 412 19
TRINITY_DN11591_c1_g1_i3 541 3
TRINITY_DN11593_c0_g1_i9 628 9
TRINITY_DN11598_c0_g1_i7 403 11
TRINITY_DN11599_c0_g2_i2 658 1
TRINITY_DN11599_c1_g1_i17 1018 4
TRINITY_DN11599_c2_g1_i2 1111 4
TRINITY_DN115_c0_g1_i3 2323 11
TRINITY_DN115_c1_g1_i3 1864 2
TRINITY_DN115_c5_g1_i7 700 1
TRINITY_DN11600_c0_g2_i11 313 1
TRINITY_DN116024_c0_g1_i4 316 11
TRINITY_DN11602_c0_g1_i5 1252 5
TRINITY_DN11603_c0_g1_i1 310 5
TRINITY_DN116045_c0_g1_i1 343 11
TRINITY_DN1160_c0_g1_i19 2074 1
TRINITY_DN116141_c0_g1_i3 382 17
TRINITY_DN11619_c0_g1_i4 5266 5
TRINITY_DN1161_c1_g1_i1 706 2
TRINITY_DN1161_c1_g2_i3 697 1
TRINITY_DN1161_c1_g3_i1 727 1
TRINITY_DN1161_c2_g1_i1 1246 1
TRINITY_DN1161_c4_g1_i1 3223 9
TRINITY_DN116206_c0_g1_i3 301 7
TRINITY_DN116219_c0_g1_i1 340 14
TRINITY_DN11622_c1_g3_i1 2275 1
TRINITY_DN11625_c1_g1_i10 2068 3
TRINITY_DN1162_c0_g1_i14 2410 1
TRINITY_DN1162_c0_g2_i4 1789 1
TRINITY_DN1162_c0_g3_i1 2704 2
TRINITY_DN116311_c0_g1_i1 346 10
TRINITY_DN11636_c1_g2_i2 979 3
TRINITY_DN1163_c0_g1_i13 781 1
TRINITY_DN116402_c0_g1_i3 496 20
TRINITY_DN116415_c0_g1_i5 469 13
TRINITY_DN116423_c0_g2_i1 376 1
TRINITY_DN11649_c0_g1_i5 595 20
TRINITY_DN11650_c0_g1_i4 382 15
TRINITY_DN116532_c0_g2_i3 1030 2
TRINITY_DN116552_c0_g1_i4 433 2
TRINITY_DN11655_c0_g1_i10 763 26
TRINITY_DN116567_c0_g1_i1 1753 13
TRINITY_DN116645_c0_g1_i4 367 16
TRINITY_DN116680_c0_g1_i1 298 13
TRINITY_DN1166_c0_g2_i2 544 1
TRINITY_DN11673_c0_g1_i3 790 3
TRINITY_DN116751_c0_g1_i1 1255 3
TRINITY_DN116776_c0_g1_i4 337 11
TRINITY_DN116776_c1_g1_i3 385 8
TRINITY_DN11677_c0_g1_i1 418 1
TRINITY_DN11679_c0_g1_i19 3661 11
TRINITY_DN1167_c0_g1_i1 5680 8
TRINITY_DN1167_c1_g1_i7 1765 5
TRINITY_DN116836_c0_g1_i2 496 2
TRINITY_DN116840_c1_g1_i2 328 3
TRINITY_DN11685_c0_g1_i4 565 19
TRINITY_DN116861_c0_g1_i2 337 16
TRINITY_DN116883_c0_g1_i1 310 9
TRINITY_DN1168_c0_g2_i3 1870 7
TRINITY_DN116912_c0_g1_i2 376 1
TRINITY_DN116930_c0_g1_i4 298 10
TRINITY_DN11695_c0_g1_i8 3226 25
TRINITY_DN116961_c0_g1_i3 304 1
TRINITY_DN1169_c1_g1_i1 901 36
TRINITY_DN1169_c2_g1_i1 490 3
TRINITY_DN1170_c0_g1_i22 2845 10
TRINITY_DN11715_c0_g1_i1 1513 59
TRINITY_DN117175_c0_g1_i2 607 1
TRINITY_DN11719_c0_g1_i3 2386 1
TRINITY_DN1171_c1_g1_i2 3070 3
TRINITY_DN1171_c2_g1_i10 349 1
TRINITY_DN1171_c2_g2_i7 349 3
TRINITY_DN117206_c0_g2_i1 301 8
TRINITY_DN117224_c0_g1_i1 352 9
TRINITY_DN117284_c0_g1_i2 631 26
TRINITY_DN1172_c0_g1_i7 1510 7
TRINITY_DN117326_c0_g1_i1 337 8
TRINITY_DN117355_c0_g1_i1 778 5
TRINITY_DN11738_c0_g2_i4 931 1
TRINITY_DN11738_c0_g3_i2 1153 1
TRINITY_DN1173_c0_g1_i10 2470 1
TRINITY_DN11741_c0_g1_i1 3196 2
TRINITY_DN117424_c0_g1_i6 415 10
TRINITY_DN11742_c0_g1_i5 307 4
TRINITY_DN117439_c0_g1_i1 538 15
TRINITY_DN11744_c0_g1_i4 820 16
TRINITY_DN11746_c0_g1_i5 1300 2
TRINITY_DN11747_c0_g1_i7 1165 1
TRINITY_DN1174_c0_g3_i2 799 3
TRINITY_DN1174_c1_g4_i1 622 6
TRINITY_DN11752_c0_g1_i7 1891 55
TRINITY_DN117531_c1_g1_i1 790 2
TRINITY_DN11757_c0_g1_i9 1495 31
TRINITY_DN117583_c0_g1_i1 328 7
TRINITY_DN1175_c1_g1_i1 715 1
TRINITY_DN11761_c0_g2_i2 1864 11
TRINITY_DN11761_c1_g1_i5 5221 1
TRINITY_DN117635_c0_g1_i1 973 7
TRINITY_DN11764_c0_g1_i2 328 3
TRINITY_DN11764_c1_g1_i3 811 13
TRINITY_DN117681_c0_g1_i3 637 1
TRINITY_DN1176_c0_g1_i4 385 1
TRINITY_DN1176_c1_g1_i1 934 1
TRINITY_DN117743_c0_g1_i1 430 3
TRINITY_DN11774_c0_g1_i4 1255 5
TRINITY_DN11774_c1_g1_i3 397 2
TRINITY_DN11778_c0_g2_i1 1471 1
TRINITY_DN1177_c2_g1_i7 22417 7
TRINITY_DN1177_c3_g1_i3 652 1
TRINITY_DN1177_c4_g1_i7 898 15
TRINITY_DN1177_c7_g1_i1 1591 2
TRINITY_DN11780_c0_g1_i4 2503 1
TRINITY_DN117879_c0_g1_i2 433 13
TRINITY_DN117884_c0_g1_i5 349 7
TRINITY_DN117908_c0_g1_i7 619 2
TRINITY_DN11798_c0_g1_i9 796 1
TRINITY_DN1179_c1_g1_i6 1021 25
TRINITY_DN1179_c1_g3_i1 1657 2
TRINITY_DN117_c0_g3_i3 1477 5
TRINITY_DN117_c1_g1_i3 742 40
TRINITY_DN117_c2_g1_i2 1561 61
TRINITY_DN117_c4_g4_i2 598 10
TRINITY_DN117_c4_g5_i3 535 16
TRINITY_DN118017_c0_g2_i1 826 4
TRINITY_DN11803_c0_g1_i6 1174 4
TRINITY_DN118062_c0_g1_i1 415 5
TRINITY_DN118070_c0_g1_i1 1165 1
TRINITY_DN118129_c0_g1_i1 1363 4
TRINITY_DN11812_c0_g1_i6 460 10
TRINITY_DN118154_c0_g1_i1 343 9
TRINITY_DN11817_c0_g1_i4 553 24
TRINITY_DN11823_c0_g1_i7 919 15
TRINITY_DN11823_c0_g2_i3 1468 16
TRINITY_DN1182_c0_g1_i11 1912 9
TRINITY_DN1183_c0_g1_i12 4399 12
TRINITY_DN1183_c0_g2_i1 4918 12
TRINITY_DN1183_c1_g2_i2 1117 1
TRINITY_DN1183_c6_g1_i2 2137 12
TRINITY_DN1183_c7_g1_i1 1510 22
TRINITY_DN1183_c8_g1_i9 991 4
TRINITY_DN1183_c8_g2_i3 1009 3
TRINITY_DN118432_c1_g1_i1 739 9
TRINITY_DN11845_c0_g1_i3 481 3
TRINITY_DN11847_c1_g1_i14 430 16
TRINITY_DN11848_c0_g1_i1 1597 4
TRINITY_DN118494_c0_g1_i1 1060 1
TRINITY_DN1184_c0_g1_i2 931 4
TRINITY_DN1184_c1_g1_i3 1477 2
TRINITY_DN118521_c6_g1_i1 340 2
TRINITY_DN118564_c0_g1_i4 457 9
TRINITY_DN11857_c0_g1_i2 529 20
TRINITY_DN11859_c0_g2_i6 388 1
TRINITY_DN1185_c0_g2_i1 1501 30
TRINITY_DN1185_c18_g1_i5 952 17
TRINITY_DN1185_c1_g2_i1 601 23
TRINITY_DN1185_c23_g1_i1 1111 1
TRINITY_DN1185_c3_g1_i1 4336 11
TRINITY_DN1185_c3_g2_i1 1801 4
TRINITY_DN1185_c4_g1_i2 862 1
TRINITY_DN1185_c7_g1_i1 1570 14
TRINITY_DN1185_c8_g1_i2 1339 2
TRINITY_DN1185_c9_g1_i4 391 15
TRINITY_DN11866_c0_g1_i11 910 39
TRINITY_DN11870_c0_g1_i4 715 10
TRINITY_DN118731_c0_g2_i2 1321 1
TRINITY_DN118731_c0_g3_i1 793 3
TRINITY_DN11875_c0_g1_i2 1675 2
TRINITY_DN11876_c0_g1_i4 355 2
TRINITY_DN1187_c0_g1_i8 1378 2
TRINITY_DN1187_c0_g2_i2 1579 2
TRINITY_DN118846_c0_g2_i5 448 14
TRINITY_DN11884_c0_g1_i4 346 6
TRINITY_DN1188_c0_g1_i2 8272 33
TRINITY_DN11891_c0_g1_i6 7957 4
TRINITY_DN11892_c1_g1_i4 1612 23
TRINITY_DN1189_c0_g1_i1 1522 27
TRINITY_DN118_c0_g1_i2 949 1
TRINITY_DN119003_c0_g1_i6 367 12
TRINITY_DN119020_c0_g1_i3 301 16
TRINITY_DN119050_c0_g1_i1 325 2
TRINITY_DN119076_c0_g3_i7 1099 1
TRINITY_DN11907_c0_g1_i2 1054 2
TRINITY_DN11907_c1_g2_i1 421 2
TRINITY_DN11909_c0_g1_i6 715 1
TRINITY_DN119183_c0_g1_i1 2602 4
TRINITY_DN11925_c0_g1_i7 496 5
TRINITY_DN11928_c0_g1_i18 469 12
TRINITY_DN119299_c0_g1_i3 1000 3
TRINITY_DN119316_c0_g1_i7 325 12
TRINITY_DN119346_c0_g4_i2 322 6
TRINITY_DN11935_c0_g1_i4 316 10
TRINITY_DN119449_c0_g1_i6 307 1
TRINITY_DN11951_c0_g1_i2 2851 3
TRINITY_DN11952_c0_g1_i4 1171 3
TRINITY_DN119530_c0_g1_i7 367 15
TRINITY_DN119530_c1_g1_i4 430 18
TRINITY_DN11954_c0_g2_i1 1201 1
TRINITY_DN1195_c0_g2_i28 4342 3
TRINITY_DN1195_c1_g3_i1 814 4
TRINITY_DN119632_c0_g1_i1 439 1
TRINITY_DN119633_c0_g1_i2 367 2
TRINITY_DN11966_c0_g1_i2 715 1
TRINITY_DN11966_c0_g2_i5 790 6
TRINITY_DN11968_c0_g1_i6 1402 22
TRINITY_DN1196_c0_g1_i6 589 1
TRINITY_DN1196_c0_g3_i1 2644 2
TRINITY_DN1196_c1_g2_i7 2074 17
TRINITY_DN11972_c0_g2_i10 538 5
TRINITY_DN119785_c0_g1_i2 559 17
TRINITY_DN11978_c0_g1_i16 1504 10
TRINITY_DN119808_c0_g3_i2 1537 7
TRINITY_DN11984_c0_g1_i4 1132 28
TRINITY_DN11984_c1_g1_i8 847 15
TRINITY_DN119856_c0_g1_i5 313 17
TRINITY_DN11985_c0_g1_i5 967 24
TRINITY_DN11989_c1_g1_i8 853 15
TRINITY_DN1198_c1_g2_i8 3622 7
TRINITY_DN11991_c0_g1_i1 1615 67
TRINITY_DN11996_c0_g1_i12 1303 2
TRINITY_DN119_c1_g1_i8 373 5
TRINITY_DN11_c1_g1_i1 1939 2
TRINITY_DN11_c2_g1_i2 3772 2
TRINITY_DN12001_c0_g1_i14 1027 7
TRINITY_DN12003_c0_g1_i2 1399 4
TRINITY_DN12006_c0_g1_i5 862 4
TRINITY_DN120085_c0_g1_i1 1087 3
TRINITY_DN12010_c0_g1_i3 403 19
TRINITY_DN12015_c0_g3_i5 1669 1
TRINITY_DN120172_c0_g1_i5 1591 2
TRINITY_DN12017_c1_g1_i5 493 2
TRINITY_DN12018_c0_g4_i1 3220 3
TRINITY_DN120193_c0_g1_i4 364 16
TRINITY_DN120227_c0_g1_i1 334 11
TRINITY_DN12022_c0_g2_i6 475 2
TRINITY_DN120256_c0_g1_i1 529 2
TRINITY_DN120256_c0_g2_i1 391 8
TRINITY_DN120256_c0_g3_i4 472 1
TRINITY_DN12028_c1_g1_i10 532 13
TRINITY_DN1202_c0_g1_i7 1111 3
TRINITY_DN1202_c0_g2_i10 1876 6
TRINITY_DN12035_c0_g1_i4 340 12
TRINITY_DN1203_c0_g2_i5 472 2
TRINITY_DN12042_c0_g1_i10 814 1
TRINITY_DN120444_c0_g1_i1 361 6
TRINITY_DN120448_c0_g1_i1 568 6
TRINITY_DN120514_c0_g1_i5 367 13
TRINITY_DN120514_c0_g2_i1 334 9
TRINITY_DN12051_c0_g1_i9 334 7
TRINITY_DN120583_c0_g1_i2 337 11
TRINITY_DN1205_c0_g1_i11 1654 1
TRINITY_DN1205_c1_g2_i2 361 1
TRINITY_DN120648_c0_g1_i7 559 2
TRINITY_DN12064_c0_g1_i3 1219 1
TRINITY_DN120691_c0_g2_i2 982 1
TRINITY_DN12074_c0_g1_i2 1951 71
TRINITY_DN120784_c0_g2_i3 454 20
TRINITY_DN12078_c1_g1_i2 685 2
TRINITY_DN1207_c0_g1_i17 1303 7
TRINITY_DN120806_c0_g1_i5 316 14
TRINITY_DN12085_c0_g1_i5 748 21
TRINITY_DN120863_c0_g1_i3 400 2
TRINITY_DN1208_c5_g2_i4 1882 1
TRINITY_DN1208_c6_g1_i2 607 2
TRINITY_DN120920_c0_g1_i2 370 2
TRINITY_DN120988_c0_g1_i1 439 11
TRINITY_DN120_c0_g1_i1 3043 3
TRINITY_DN120_c2_g1_i19 4018 7
TRINITY_DN120_c3_g2_i1 1513 2
TRINITY_DN120_c5_g1_i1 1012 7
TRINITY_DN12102_c0_g1_i2 2305 1
TRINITY_DN1210_c1_g1_i1 5761 4
TRINITY_DN1210_c1_g2_i1 2590 4
TRINITY_DN12110_c0_g1_i1 403 1
TRINITY_DN12112_c0_g3_i4 1573 9
TRINITY_DN121192_c0_g1_i4 1720 12
TRINITY_DN1211_c2_g1_i6 1192 8
TRINITY_DN12121_c0_g1_i6 1759 1
TRINITY_DN121276_c0_g1_i2 463 1
TRINITY_DN121302_c3_g1_i4 340 14
TRINITY_DN1213_c2_g1_i1 1921 97
TRINITY_DN121405_c0_g1_i2 313 7
TRINITY_DN12142_c0_g1_i13 1159 5
TRINITY_DN121446_c0_g2_i1 346 4
TRINITY_DN12144_c0_g1_i7 562 20
TRINITY_DN121477_c0_g1_i4 466 15
TRINITY_DN1214_c0_g1_i1 3121 70
TRINITY_DN12154_c0_g1_i1 1063 6
TRINITY_DN12154_c0_g2_i4 871 1
TRINITY_DN121556_c0_g1_i1 376 12
TRINITY_DN12159_c0_g1_i6 337 13
TRINITY_DN1215_c0_g1_i5 364 4
TRINITY_DN121609_c0_g1_i8 427 17
TRINITY_DN12160_c0_g3_i1 667 1
TRINITY_DN121633_c0_g2_i1 322 1
TRINITY_DN12164_c2_g1_i1 3562 1
TRINITY_DN12166_c0_g1_i8 427 25
TRINITY_DN121688_c0_g1_i1 328 4
TRINITY_DN12169_c0_g1_i1 607 1
TRINITY_DN121729_c0_g1_i1 463 2
TRINITY_DN12176_c3_g1_i1 394 1
TRINITY_DN12177_c0_g1_i2 2548 3
TRINITY_DN12178_c7_g1_i3 2020 2
TRINITY_DN1217_c0_g1_i2 4912 18
TRINITY_DN1217_c0_g2_i3 1048 1
TRINITY_DN1217_c0_g3_i1 1024 1
TRINITY_DN1217_c8_g1_i1 568 4
TRINITY_DN121821_c0_g1_i2 310 15
TRINITY_DN121826_c0_g1_i7 334 14
TRINITY_DN121833_c0_g1_i2 1885 1
TRINITY_DN12183_c1_g2_i7 541 17
TRINITY_DN121842_c0_g1_i1 337 4
TRINITY_DN121846_c0_g1_i1 310 2
