transcript_BGM_F len_BGM_F n_var_BGM_F
TRINITY_DN11167_c0_g1_i5 2008 3
TRINITY_DN111689_c0_g2_i1 304 7
TRINITY_DN111709_c0_g1_i2 313 8
TRINITY_DN111717_c0_g1_i1 964 3
TRINITY_DN111724_c0_g1_i1 340 11
TRINITY_DN111765_c0_g1_i3 574 1
TRINITY_DN11176_c0_g1_i2 1573 22
TRINITY_DN11176_c2_g1_i6 433 7
TRINITY_DN11177_c0_g1_i1 589 17
TRINITY_DN11186_c0_g1_i12 1129 1
TRINITY_DN111877_c0_g1_i5 706 9
TRINITY_DN11188_c0_g1_i1 757 33
TRINITY_DN111894_c0_g2_i2 559 2
TRINITY_DN111944_c0_g1_i7 391 12
TRINITY_DN11194_c0_g1_i1 808 3
TRINITY_DN111971_c0_g2_i2 976 3
TRINITY_DN11197_c0_g1_i1 391 2
TRINITY_DN11199_c0_g1_i1 3607 13
TRINITY_DN111_c2_g3_i1 1228 28
TRINITY_DN111_c3_g1_i3 2257 38
TRINITY_DN111_c4_g1_i1 457 1
TRINITY_DN111_c5_g1_i1 1672 50
TRINITY_DN111_c8_g1_i1 322 1
TRINITY_DN11201_c0_g2_i1 679 2
TRINITY_DN112021_c0_g1_i1 574 1
TRINITY_DN11204_c0_g3_i11 2953 1
TRINITY_DN11205_c0_g1_i7 361 14
TRINITY_DN112099_c0_g1_i5 3829 48
TRINITY_DN1120_c0_g1_i3 2080 1
TRINITY_DN1120_c1_g2_i2 1588 15
TRINITY_DN11210_c0_g1_i11 4069 16
TRINITY_DN112198_c0_g1_i6 1459 5
TRINITY_DN1121_c0_g1_i9 1111 5
TRINITY_DN112211_c0_g1_i2 598 5
TRINITY_DN112250_c0_g1_i1 697 1
TRINITY_DN112257_c0_g2_i1 1180 2
TRINITY_DN1122_c0_g2_i1 1363 8
TRINITY_DN1122_c1_g1_i3 925 20
TRINITY_DN11234_c3_g1_i2 1129 1
TRINITY_DN112419_c0_g1_i5 1018 1
TRINITY_DN112427_c0_g1_i3 484 9
TRINITY_DN1124_c0_g1_i3 649 2
TRINITY_DN11250_c0_g1_i2 604 12
TRINITY_DN112580_c0_g1_i1 379 10
TRINITY_DN112580_c0_g2_i1 481 1
TRINITY_DN112580_c0_g3_i1 415 15
TRINITY_DN112598_c0_g1_i2 466 18
TRINITY_DN11259_c1_g3_i1 301 1
TRINITY_DN1125_c0_g1_i5 1804 3
TRINITY_DN1125_c1_g2_i4 2062 3
TRINITY_DN1125_c4_g1_i1 2605 13
TRINITY_DN1125_c9_g1_i1 628 18
TRINITY_DN112620_c0_g1_i1 343 12
TRINITY_DN112663_c0_g1_i5 589 20
TRINITY_DN1126_c0_g1_i6 2533 7
TRINITY_DN1126_c0_g2_i1 2278 5
TRINITY_DN112728_c0_g1_i3 499 1
TRINITY_DN11279_c0_g3_i4 478 14
TRINITY_DN1127_c0_g2_i1 2005 7
TRINITY_DN11283_c0_g1_i1 1630 5
TRINITY_DN11285_c1_g1_i3 1834 4
TRINITY_DN11285_c2_g1_i1 2449 24
TRINITY_DN11285_c2_g2_i2 1183 9
TRINITY_DN1128_c1_g1_i4 2479 12
TRINITY_DN11291_c0_g1_i3 721 26
TRINITY_DN1129_c0_g1_i3 4108 1
TRINITY_DN1129_c0_g2_i6 805 3
TRINITY_DN112_c0_g1_i2 1597 16
TRINITY_DN112_c0_g2_i3 9586 3
TRINITY_DN11302_c0_g1_i3 1348 1
TRINITY_DN113071_c0_g1_i2 598 5
TRINITY_DN11309_c0_g1_i17 1687 6
TRINITY_DN1130_c2_g1_i1 910 2
TRINITY_DN113100_c0_g3_i5 1270 3
TRINITY_DN113103_c0_g1_i1 328 7
TRINITY_DN11312_c0_g1_i2 475 5
TRINITY_DN11315_c0_g1_i1 883 1
TRINITY_DN113197_c0_g1_i2 382 17
TRINITY_DN1131_c0_g2_i1 4555 10
TRINITY_DN1131_c1_g1_i9 2848 4
TRINITY_DN11322_c0_g3_i4 1621 6
TRINITY_DN11326_c0_g1_i5 1690 27
TRINITY_DN11329_c0_g1_i5 787 12
TRINITY_DN1132_c0_g1_i1 655 2
TRINITY_DN11331_c0_g1_i1 910 6
TRINITY_DN11331_c1_g1_i1 2086 4
TRINITY_DN11335_c0_g1_i20 1174 3
TRINITY_DN11335_c0_g2_i1 1330 9
TRINITY_DN113370_c1_g1_i3 427 1
TRINITY_DN113372_c1_g1_i1 379 8
TRINITY_DN113412_c0_g1_i7 541 4
TRINITY_DN11343_c0_g1_i2 775 1
TRINITY_DN113458_c0_g1_i1 433 2
TRINITY_DN113484_c1_g1_i1 298 14
TRINITY_DN1134_c1_g1_i4 4732 8
TRINITY_DN1134_c1_g2_i2 3244 5
TRINITY_DN11351_c0_g1_i4 301 3
TRINITY_DN113555_c1_g1_i3 667 7
TRINITY_DN113664_c0_g1_i4 898 43
TRINITY_DN113676_c0_g1_i5 340 13
TRINITY_DN113691_c0_g1_i2 475 10
TRINITY_DN1136_c0_g1_i4 4387 8
TRINITY_DN11381_c0_g1_i2 514 17
TRINITY_DN11382_c2_g2_i6 3073 1
TRINITY_DN11383_c0_g1_i3 7813 2
TRINITY_DN1138_c0_g1_i1 1234 1
TRINITY_DN1138_c6_g1_i1 2854 9
TRINITY_DN11393_c0_g1_i5 385 1
TRINITY_DN113_c0_g1_i2 700 5
TRINITY_DN114089_c0_g2_i1 1006 2
TRINITY_DN114094_c0_g1_i7 334 12
TRINITY_DN1140_c2_g1_i3 1195 8
TRINITY_DN11417_c0_g1_i1 736 16
TRINITY_DN11419_c0_g3_i1 4285 1
TRINITY_DN1141_c0_g1_i1 2404 27
TRINITY_DN1141_c1_g1_i1 1129 1
TRINITY_DN114259_c0_g2_i1 547 2
TRINITY_DN1142_c0_g2_i3 3796 8
TRINITY_DN114318_c0_g1_i1 313 1
TRINITY_DN11432_c0_g1_i2 349 3
TRINITY_DN11435_c1_g3_i1 586 5
TRINITY_DN11438_c0_g1_i13 1081 1
TRINITY_DN114396_c0_g1_i6 403 5
TRINITY_DN11439_c0_g1_i7 454 11
TRINITY_DN11443_c0_g1_i1 1441 1
TRINITY_DN114457_c1_g1_i2 436 8
TRINITY_DN114459_c0_g1_i1 337 14
TRINITY_DN11448_c0_g1_i12 3604 7
TRINITY_DN1144_c0_g1_i16 2143 110
TRINITY_DN1144_c1_g1_i1 451 11
TRINITY_DN11456_c0_g1_i5 1621 4
TRINITY_DN114572_c0_g1_i3 2026 1
TRINITY_DN1146_c1_g1_i9 3976 35
TRINITY_DN11473_c0_g1_i8 949 11
TRINITY_DN114822_c0_g2_i2 349 7
TRINITY_DN114822_c0_g4_i2 586 24
TRINITY_DN114823_c0_g1_i1 301 2
TRINITY_DN114856_c0_g1_i4 304 1
TRINITY_DN11488_c0_g1_i3 1903 3
TRINITY_DN11489_c1_g1_i5 649 2
TRINITY_DN1148_c0_g1_i8 355 3
TRINITY_DN11493_c0_g1_i8 3499 1
TRINITY_DN114963_c2_g1_i3 421 22
TRINITY_DN114_c0_g2_i2 3931 4
TRINITY_DN114_c1_g1_i2 1357 14
TRINITY_DN11500_c0_g1_i2 2014 1
TRINITY_DN115037_c0_g1_i2 439 6
TRINITY_DN1150_c0_g1_i2 772 7
TRINITY_DN11511_c0_g2_i1 424 14
TRINITY_DN1151_c0_g1_i1 925 3
TRINITY_DN1151_c0_g2_i8 1339 1
TRINITY_DN115243_c0_g1_i4 2989 6
TRINITY_DN115254_c0_g1_i2 298 1
TRINITY_DN11525_c0_g1_i6 1222 11
TRINITY_DN115288_c0_g1_i4 382 3
TRINITY_DN11528_c0_g1_i1 343 2
TRINITY_DN1152_c0_g1_i1 793 2
TRINITY_DN1152_c1_g1_i2 5035 8
TRINITY_DN115311_c0_g1_i5 364 2
TRINITY_DN115312_c0_g1_i1 304 10
TRINITY_DN11532_c1_g1_i6 1006 1
TRINITY_DN11533_c0_g1_i6 5236 54
TRINITY_DN11537_c0_g2_i7 2059 1
TRINITY_DN11537_c1_g1_i8 1378 26
TRINITY_DN11538_c1_g1_i1 1207 38
TRINITY_DN11538_c1_g4_i1 1138 31
TRINITY_DN11539_c0_g1_i1 751 5
TRINITY_DN11540_c0_g1_i1 1096 56
TRINITY_DN115412_c0_g2_i5 331 15
TRINITY_DN11543_c0_g2_i8 550 11
TRINITY_DN11546_c1_g1_i6 4684 2
TRINITY_DN11547_c0_g1_i3 418 1
TRINITY_DN11548_c0_g1_i9 1702 79
TRINITY_DN11552_c0_g1_i2 1549 2
TRINITY_DN11559_c0_g1_i8 877 4
TRINITY_DN11559_c1_g1_i3 571 1
TRINITY_DN1155_c1_g2_i2 3877 2
TRINITY_DN1155_c2_g1_i4 1564 1
TRINITY_DN1155_c3_g1_i8 1501 3
TRINITY_DN1155_c4_g1_i5 424 2
TRINITY_DN1155_c5_g1_i8 3127 2
TRINITY_DN1155_c7_g1_i5 1213 2
TRINITY_DN11567_c0_g1_i7 2632 1
TRINITY_DN11569_c0_g1_i9 3742 39
TRINITY_DN1156_c0_g1_i5 1456 7
TRINITY_DN115828_c0_g1_i1 313 7
TRINITY_DN115835_c1_g1_i3 346 14
TRINITY_DN115835_c2_g1_i2 322 6
TRINITY_DN115840_c0_g1_i1 379 16
TRINITY_DN115859_c0_g1_i5 316 4
TRINITY_DN11585_c0_g2_i10 1051 38
TRINITY_DN115890_c0_g1_i2 391 21
TRINITY_DN115906_c0_g1_i2 412 19
TRINITY_DN11591_c1_g1_i3 541 3
TRINITY_DN11593_c0_g1_i9 628 9
TRINITY_DN11598_c0_g1_i7 403 9
TRINITY_DN11599_c0_g2_i2 658 1
TRINITY_DN11599_c1_g1_i17 1018 4
TRINITY_DN115_c0_g1_i3 2323 11
TRINITY_DN115_c1_g1_i3 1864 3
TRINITY_DN115_c5_g1_i7 700 1
TRINITY_DN11600_c0_g2_i11 313 1
TRINITY_DN116024_c0_g1_i4 316 6
TRINITY_DN11602_c0_g1_i5 1252 7
TRINITY_DN11603_c0_g1_i1 310 7
TRINITY_DN116045_c0_g1_i1 343 13
TRINITY_DN1160_c0_g1_i19 2074 8
TRINITY_DN116141_c0_g1_i3 382 18
TRINITY_DN11619_c0_g1_i4 5266 7
TRINITY_DN1161_c1_g1_i1 706 2
TRINITY_DN1161_c1_g2_i3 697 1
TRINITY_DN1161_c2_g1_i1 1246 1
TRINITY_DN1161_c4_g1_i1 3223 9
TRINITY_DN116206_c0_g1_i3 301 7
TRINITY_DN116219_c0_g1_i1 340 9
TRINITY_DN11622_c1_g3_i1 2275 1
TRINITY_DN11625_c1_g1_i10 2068 6
TRINITY_DN11626_c1_g2_i2 1843 2
TRINITY_DN1162_c0_g1_i14 2410 1
TRINITY_DN1162_c0_g2_i4 1789 7
TRINITY_DN11636_c1_g2_i2 979 1
TRINITY_DN1163_c0_g1_i13 781 1
TRINITY_DN116402_c0_g1_i3 496 17
TRINITY_DN116415_c0_g1_i5 469 14
TRINITY_DN11649_c0_g1_i5 595 15
TRINITY_DN1164_c0_g1_i1 4351 5
TRINITY_DN11650_c0_g1_i4 382 13
TRINITY_DN11655_c0_g1_i10 763 22
TRINITY_DN116567_c0_g1_i1 1753 12
TRINITY_DN116645_c0_g1_i4 367 13
TRINITY_DN116680_c0_g1_i1 298 13
TRINITY_DN11673_c0_g1_i3 790 3
TRINITY_DN116751_c0_g1_i1 1255 1
TRINITY_DN116776_c0_g1_i4 337 2
TRINITY_DN116776_c1_g1_i3 385 2
TRINITY_DN11677_c0_g1_i1 418 1
TRINITY_DN11679_c0_g1_i19 3661 5
TRINITY_DN1167_c0_g1_i1 5680 23
TRINITY_DN1167_c1_g1_i7 1765 4
TRINITY_DN11681_c0_g1_i2 595 1
TRINITY_DN116840_c1_g1_i2 328 3
TRINITY_DN11685_c0_g1_i4 565 17
TRINITY_DN116861_c0_g1_i2 337 12
TRINITY_DN116883_c0_g1_i1 310 5
TRINITY_DN1168_c0_g2_i3 1870 12
TRINITY_DN11690_c0_g1_i8 457 1
TRINITY_DN116930_c0_g1_i4 298 8
TRINITY_DN11695_c0_g1_i8 3226 3
TRINITY_DN1169_c1_g1_i1 901 39
TRINITY_DN1169_c2_g1_i1 490 3
TRINITY_DN1170_c0_g1_i22 2845 10
TRINITY_DN11715_c0_g1_i1 1513 59
TRINITY_DN117175_c0_g1_i2 607 1
TRINITY_DN11719_c0_g1_i3 2386 1
TRINITY_DN117206_c0_g2_i1 301 6
TRINITY_DN117224_c0_g1_i1 352 12
TRINITY_DN117284_c0_g1_i2 631 17
TRINITY_DN1172_c0_g1_i7 1510 5
TRINITY_DN117326_c0_g1_i1 337 4
TRINITY_DN117355_c0_g1_i1 778 4
TRINITY_DN1173_c0_g1_i10 2470 3
TRINITY_DN11741_c0_g1_i1 3196 5
TRINITY_DN117424_c0_g1_i6 415 5
TRINITY_DN117439_c0_g1_i1 538 14
TRINITY_DN11744_c0_g1_i4 820 14
TRINITY_DN11746_c0_g1_i5 1300 1
TRINITY_DN1174_c0_g3_i2 799 2
TRINITY_DN1174_c1_g4_i1 622 6
TRINITY_DN117529_c0_g1_i11 1372 3
TRINITY_DN11752_c0_g1_i7 1891 53
TRINITY_DN11757_c0_g1_i9 1495 26
TRINITY_DN117583_c0_g1_i1 328 6
TRINITY_DN1175_c1_g1_i1 715 1
TRINITY_DN11761_c0_g2_i2 1864 6
TRINITY_DN11761_c1_g1_i5 5221 1
TRINITY_DN117635_c0_g1_i1 973 7
TRINITY_DN11764_c0_g1_i2 328 2
TRINITY_DN11764_c1_g1_i3 811 8
TRINITY_DN117681_c0_g1_i3 637 1
TRINITY_DN1176_c0_g1_i4 385 1
TRINITY_DN1176_c1_g1_i1 934 2
TRINITY_DN117743_c0_g1_i1 430 2
TRINITY_DN11774_c0_g1_i4 1255 5
TRINITY_DN11774_c1_g1_i3 397 2
TRINITY_DN11778_c0_g2_i1 1471 1
TRINITY_DN1177_c2_g1_i7 22417 9
TRINITY_DN1177_c3_g1_i3 652 1
TRINITY_DN1177_c4_g1_i7 898 10
TRINITY_DN1177_c7_g1_i1 1591 2
TRINITY_DN11780_c0_g1_i4 2503 5
TRINITY_DN11786_c0_g3_i2 832 2
TRINITY_DN117879_c0_g1_i2 433 3
TRINITY_DN117884_c0_g1_i5 349 6
TRINITY_DN117908_c0_g1_i7 619 2
TRINITY_DN11798_c0_g1_i9 796 1
TRINITY_DN1179_c1_g1_i6 1021 15
TRINITY_DN1179_c1_g3_i1 1657 1
TRINITY_DN117_c0_g3_i3 1477 3
TRINITY_DN117_c1_g1_i3 742 42
TRINITY_DN117_c2_g1_i2 1561 71
TRINITY_DN117_c4_g4_i2 598 2
TRINITY_DN117_c4_g5_i3 535 23
TRINITY_DN118017_c0_g2_i1 826 3
TRINITY_DN11803_c0_g1_i6 1174 2
TRINITY_DN118062_c0_g1_i1 415 2
TRINITY_DN118071_c0_g2_i1 1171 1
TRINITY_DN118129_c0_g1_i1 1363 2
TRINITY_DN11812_c0_g1_i6 460 18
TRINITY_DN118154_c0_g1_i1 343 9
TRINITY_DN11817_c0_g1_i4 553 31
TRINITY_DN1181_c0_g1_i1 910 1
TRINITY_DN11823_c0_g1_i7 919 6
TRINITY_DN11823_c0_g2_i3 1468 15
TRINITY_DN1182_c0_g1_i11 1912 11
TRINITY_DN1183_c0_g1_i12 4399 6
TRINITY_DN1183_c0_g2_i1 4918 4
TRINITY_DN1183_c6_g1_i2 2137 12
TRINITY_DN1183_c7_g1_i1 1510 24
TRINITY_DN1183_c8_g2_i3 1009 4
TRINITY_DN118432_c1_g1_i1 739 3
TRINITY_DN11845_c0_g1_i3 481 3
TRINITY_DN11847_c1_g1_i14 430 19
TRINITY_DN11848_c0_g1_i1 1597 4
TRINITY_DN118494_c0_g1_i1 1060 1
TRINITY_DN1184_c0_g1_i2 931 1
TRINITY_DN1184_c1_g1_i3 1477 1
TRINITY_DN118521_c6_g1_i1 340 2
TRINITY_DN118564_c0_g1_i4 457 11
TRINITY_DN11857_c0_g1_i2 529 26
TRINITY_DN11859_c0_g2_i6 388 1
TRINITY_DN1185_c0_g2_i1 1501 24
TRINITY_DN1185_c18_g1_i5 952 26
TRINITY_DN1185_c1_g2_i1 601 23
TRINITY_DN1185_c23_g1_i1 1111 1
TRINITY_DN1185_c3_g1_i1 4336 11
TRINITY_DN1185_c3_g2_i1 1801 4
TRINITY_DN1185_c4_g1_i2 862 1
TRINITY_DN1185_c7_g1_i1 1570 18
TRINITY_DN1185_c8_g1_i2 1339 2
TRINITY_DN1185_c9_g1_i4 391 14
TRINITY_DN118613_c0_g1_i3 598 3
TRINITY_DN11866_c0_g1_i11 910 25
TRINITY_DN11870_c0_g1_i4 715 5
TRINITY_DN118731_c0_g2_i2 1321 5
TRINITY_DN11875_c0_g1_i2 1675 2
TRINITY_DN11876_c0_g1_i4 355 3
TRINITY_DN11876_c0_g2_i1 433 1
TRINITY_DN1187_c0_g2_i2 1579 2
TRINITY_DN118846_c0_g2_i5 448 15
TRINITY_DN11884_c0_g1_i4 346 4
TRINITY_DN1188_c0_g1_i2 8272 30
TRINITY_DN11891_c0_g1_i6 7957 3
TRINITY_DN11892_c1_g1_i4 1612 35
TRINITY_DN1189_c0_g1_i1 1522 23
TRINITY_DN118_c0_g1_i2 949 1
TRINITY_DN119003_c0_g1_i6 367 8
TRINITY_DN119020_c0_g1_i3 301 11
TRINITY_DN11907_c0_g1_i2 1054 1
TRINITY_DN11907_c1_g1_i5 1798 2
TRINITY_DN11907_c1_g2_i1 421 2
TRINITY_DN11909_c0_g1_i6 715 2
TRINITY_DN11911_c0_g1_i1 763 1
TRINITY_DN119183_c0_g1_i1 2602 2
TRINITY_DN11925_c0_g1_i7 496 7
TRINITY_DN11928_c0_g1_i18 469 6
TRINITY_DN119299_c0_g1_i3 1000 3
TRINITY_DN119302_c0_g1_i1 364 2
TRINITY_DN119316_c0_g1_i7 325 9
TRINITY_DN119346_c0_g4_i2 322 4
TRINITY_DN11935_c0_g1_i4 316 11
TRINITY_DN119449_c0_g1_i6 307 3
TRINITY_DN11952_c0_g1_i4 1171 3
TRINITY_DN119530_c0_g1_i7 367 15
TRINITY_DN119530_c1_g1_i4 430 14
TRINITY_DN11954_c0_g2_i1 1201 1
TRINITY_DN1195_c0_g2_i28 4342 2
TRINITY_DN1195_c1_g3_i1 814 9
TRINITY_DN11966_c0_g2_i5 790 5
TRINITY_DN11968_c0_g1_i6 1402 14
TRINITY_DN1196_c0_g3_i1 2644 2
TRINITY_DN1196_c1_g2_i7 2074 25
TRINITY_DN11972_c0_g2_i10 538 2
TRINITY_DN119785_c0_g1_i2 559 13
TRINITY_DN11978_c0_g1_i16 1504 6
TRINITY_DN119808_c0_g3_i2 1537 9
TRINITY_DN11984_c0_g1_i4 1132 27
TRINITY_DN11984_c1_g1_i8 847 15
TRINITY_DN119856_c0_g1_i5 313 12
TRINITY_DN11985_c0_g1_i5 967 23
TRINITY_DN11987_c0_g1_i2 1450 5
TRINITY_DN11989_c1_g1_i8 853 17
TRINITY_DN1198_c1_g2_i8 3622 13
TRINITY_DN11991_c0_g1_i1 1615 37
TRINITY_DN11996_c0_g1_i12 1303 1
TRINITY_DN119_c1_g1_i8 373 10
TRINITY_DN11_c1_g1_i1 1939 2
TRINITY_DN11_c2_g1_i2 3772 1
TRINITY_DN11_c4_g2_i1 859 1
TRINITY_DN12001_c0_g1_i14 1027 5
TRINITY_DN12003_c0_g1_i2 1399 3
TRINITY_DN120085_c0_g1_i1 1087 1
TRINITY_DN12008_c3_g3_i1 2803 3
TRINITY_DN12010_c0_g1_i3 403 16
TRINITY_DN120172_c0_g1_i5 1591 1
TRINITY_DN12018_c0_g4_i1 3220 2
TRINITY_DN120193_c0_g1_i4 364 18
TRINITY_DN120227_c0_g1_i1 334 9
TRINITY_DN12022_c0_g2_i6 475 1
TRINITY_DN120256_c0_g1_i1 529 21
TRINITY_DN120256_c0_g2_i1 391 26
TRINITY_DN120256_c0_g3_i4 472 6
TRINITY_DN12028_c1_g1_i10 532 9
TRINITY_DN1202_c0_g1_i7 1111 1
TRINITY_DN12035_c0_g1_i4 340 10
TRINITY_DN1203_c0_g2_i5 472 5
TRINITY_DN12042_c0_g1_i10 814 1
TRINITY_DN120444_c0_g1_i1 361 12
TRINITY_DN120448_c0_g1_i1 568 8
TRINITY_DN120514_c0_g1_i5 367 13
TRINITY_DN120514_c0_g2_i1 334 10
TRINITY_DN12052_c1_g3_i4 841 1
TRINITY_DN120583_c0_g1_i2 337 6
TRINITY_DN1205_c1_g2_i2 361 1
TRINITY_DN120648_c0_g1_i7 559 3
TRINITY_DN12074_c0_g1_i2 1951 65
TRINITY_DN12077_c0_g1_i1 331 1
TRINITY_DN120784_c0_g1_i1 424 1
TRINITY_DN120784_c0_g2_i3 454 17
TRINITY_DN12078_c1_g1_i2 685 1
TRINITY_DN1207_c0_g1_i17 1303 6
TRINITY_DN120806_c0_g1_i5 316 17
TRINITY_DN12085_c0_g1_i5 748 19
TRINITY_DN120863_c0_g1_i3 400 1
TRINITY_DN1208_c4_g1_i11 1165 1
TRINITY_DN1208_c5_g2_i4 1882 1
TRINITY_DN1208_c6_g1_i2 607 2
TRINITY_DN120920_c0_g1_i2 370 3
TRINITY_DN120927_c2_g1_i1 1270 3
TRINITY_DN120963_c0_g1_i1 352 2
TRINITY_DN120988_c0_g1_i1 439 3
TRINITY_DN120_c0_g1_i1 3043 3
TRINITY_DN120_c2_g1_i19 4018 10
TRINITY_DN120_c3_g2_i1 1513 2
TRINITY_DN120_c5_g1_i1 1012 7
TRINITY_DN12102_c0_g1_i2 2305 5
TRINITY_DN1210_c1_g1_i1 5761 7
TRINITY_DN1210_c1_g2_i1 2590 5
TRINITY_DN12112_c0_g3_i4 1573 10
TRINITY_DN1211_c2_g1_i6 1192 7
TRINITY_DN12121_c0_g1_i6 1759 1
TRINITY_DN121276_c0_g1_i2 463 1
TRINITY_DN121302_c3_g1_i4 340 13
TRINITY_DN12132_c0_g1_i1 334 2
TRINITY_DN1213_c2_g1_i1 1921 99
TRINITY_DN121405_c0_g1_i2 313 7
TRINITY_DN12142_c0_g1_i13 1159 8
TRINITY_DN121446_c0_g2_i1 346 3
TRINITY_DN12144_c0_g1_i7 562 19
TRINITY_DN121477_c0_g1_i4 466 20
TRINITY_DN1214_c0_g1_i1 3121 77
TRINITY_DN12154_c0_g1_i1 1063 4
TRINITY_DN12154_c0_g2_i4 871 3
TRINITY_DN121556_c0_g1_i1 376 12
TRINITY_DN12159_c0_g1_i6 337 10
TRINITY_DN121609_c0_g1_i8 427 21
TRINITY_DN12160_c0_g3_i1 667 1
TRINITY_DN12164_c2_g1_i1 3562 1
TRINITY_DN12166_c0_g1_i8 427 22
TRINITY_DN12169_c0_g1_i1 607 1
TRINITY_DN12176_c3_g1_i1 394 1
TRINITY_DN12177_c0_g1_i2 2548 1
TRINITY_DN1217_c0_g1_i2 4912 19
TRINITY_DN1217_c0_g2_i3 1048 2
TRINITY_DN1217_c0_g3_i1 1024 1
TRINITY_DN1217_c8_g1_i1 568 4
TRINITY_DN121821_c0_g1_i2 310 13
TRINITY_DN121826_c0_g1_i7 334 13
TRINITY_DN12183_c1_g2_i7 541 16
TRINITY_DN121842_c0_g1_i1 337 3
TRINITY_DN121846_c0_g1_i1 310 5
TRINITY_DN12185_c0_g1_i3 1756 58
TRINITY_DN12185_c0_g2_i1 3733 28
TRINITY_DN12194_c1_g1_i6 2686 29
TRINITY_DN12195_c0_g1_i5 961 1
TRINITY_DN121975_c0_g1_i2 649 34
TRINITY_DN121992_c0_g3_i1 313 10
TRINITY_DN121_c0_g1_i3 898 16
TRINITY_DN121_c0_g2_i1 1639 91
TRINITY_DN121_c9_g1_i4 880 9
TRINITY_DN12201_c1_g1_i1 571 1
TRINITY_DN122043_c0_g2_i1 424 1
TRINITY_DN12206_c0_g1_i1 1840 17
TRINITY_DN122126_c0_g1_i2 370 7
TRINITY_DN1221_c0_g1_i6 1693 4
TRINITY_DN1221_c0_g2_i1 691 5
TRINITY_DN12225_c0_g1_i1 313 12
TRINITY_DN12226_c0_g1_i2 709 3
TRINITY_DN12228_c0_g1_i10 325 6
TRINITY_DN1222_c1_g1_i5 1765 1
TRINITY_DN1222_c21_g1_i4 475 3
TRINITY_DN1222_c2_g2_i2 1192 13
TRINITY_DN1222_c3_g1_i4 631 7
TRINITY_DN12236_c7_g1_i1 2224 1
TRINITY_DN1223_c2_g1_i2 331 7
TRINITY_DN122436_c0_g1_i1 367 14
TRINITY_DN12247_c0_g1_i4 979 39
TRINITY_DN1224_c0_g1_i14 751 2
TRINITY_DN12250_c0_g1_i3 433 15
TRINITY_DN122542_c0_g1_i1 316 5
TRINITY_DN122579_c1_g1_i5 337 18
TRINITY_DN12257_c0_g3_i1 361 13
TRINITY_DN1225_c0_g1_i31 1189 25
TRINITY_DN1225_c0_g2_i1 1978 18
TRINITY_DN1226_c13_g1_i1 832 1
TRINITY_DN1226_c42_g1_i1 934 1
TRINITY_DN1226_c4_g1_i1 661 2
TRINITY_DN12272_c0_g1_i5 544 21
TRINITY_DN122732_c0_g1_i1 313 9
TRINITY_DN122744_c0_g1_i1 346 12
TRINITY_DN1227_c3_g1_i14 1861 5
TRINITY_DN12282_c0_g1_i5 796 1
TRINITY_DN122860_c0_g1_i19 817 6
TRINITY_DN12287_c0_g5_i1 2086 2
TRINITY_DN122893_c0_g1_i3 493 20
TRINITY_DN12294_c0_g1_i8 436 23
TRINITY_DN1229_c0_g1_i7 19984 14
TRINITY_DN1229_c1_g2_i7 2029 3
TRINITY_DN122_c0_g1_i7 1291 6
TRINITY_DN12301_c0_g1_i3 706 14
TRINITY_DN123041_c0_g1_i1 448 6
TRINITY_DN12308_c0_g1_i8 586 15
TRINITY_DN12309_c0_g1_i5 877 23
TRINITY_DN1230_c67_g1_i1 2872 1
TRINITY_DN123116_c0_g1_i1 328 4
TRINITY_DN123177_c0_g1_i6 1330 1
TRINITY_DN12323_c1_g2_i5 724 2
TRINITY_DN123265_c0_g1_i4 343 3
TRINITY_DN12330_c0_g1_i4 619 4
TRINITY_DN1233_c0_g3_i1 1792 3
TRINITY_DN12347_c0_g1_i2 2065 15
TRINITY_DN12353_c0_g2_i1 1270 2
TRINITY_DN12354_c0_g1_i11 12670 38
TRINITY_DN1235_c0_g1_i9 1876 17
TRINITY_DN1235_c1_g1_i4 466 12
TRINITY_DN123624_c0_g1_i1 415 19
TRINITY_DN12364_c0_g1_i10 1651 12
TRINITY_DN123683_c0_g1_i8 799 26
TRINITY_DN1236_c0_g1_i5 1708 67
TRINITY_DN12370_c0_g1_i1 334 13
TRINITY_DN12379_c0_g1_i1 5287 1
TRINITY_DN12380_c1_g1_i1 1864 4
TRINITY_DN123899_c0_g1_i1 463 1
TRINITY_DN1238_c0_g1_i7 1423 72
TRINITY_DN12391_c0_g1_i5 649 13
TRINITY_DN12391_c0_g2_i1 622 13
TRINITY_DN123920_c0_g1_i3 325 5
TRINITY_DN1239_c0_g1_i6 316 10
TRINITY_DN12400_c0_g1_i3 871 39
TRINITY_DN124021_c0_g1_i1 313 6
TRINITY_DN12409_c1_g1_i5 1279 18
TRINITY_DN1240_c0_g1_i1 2179 1
TRINITY_DN124175_c0_g2_i1 322 3
TRINITY_DN124177_c0_g1_i5 409 16
TRINITY_DN12417_c1_g1_i6 1867 1
TRINITY_DN12418_c1_g1_i3 520 9
TRINITY_DN12418_c1_g2_i1 370 5
TRINITY_DN12419_c1_g1_i7 1153 10
TRINITY_DN12419_c2_g1_i1 1273 1
TRINITY_DN12425_c0_g1_i2 4456 12
TRINITY_DN12426_c0_g2_i10 1180 18
TRINITY_DN124279_c0_g1_i4 424 1
TRINITY_DN124284_c0_g1_i1 406 4
TRINITY_DN12433_c0_g1_i4 1108 1
