transcript_BRO_F len_BRO_F n_var_BRO_F
TRINITY_DN12222_c0_g5_i1 403 0
TRINITY_DN12229_c1_g1_i3 754 4
TRINITY_DN1222_c0_g1_i5 1321 58
TRINITY_DN1222_c0_g2_i2 712 0
TRINITY_DN12231_c0_g1_i5 358 18
TRINITY_DN12232_c0_g4_i2 367 0
TRINITY_DN12235_c0_g1_i7 334 16
TRINITY_DN1223_c0_g1_i5 748 10
TRINITY_DN1223_c0_g2_i8 748 16
TRINITY_DN12243_c0_g1_i1 2632 124
TRINITY_DN1224_c0_g1_i1 661 2
TRINITY_DN122555_c0_g1_i1 658 0
TRINITY_DN1226_c1_g1_i1 436 3
TRINITY_DN122707_c0_g1_i2 559 0
TRINITY_DN122749_c0_g1_i2 769 34
TRINITY_DN122822_c0_g1_i1 841 0
TRINITY_DN122828_c0_g1_i4 430 0
TRINITY_DN1228_c1_g1_i2 418 0
TRINITY_DN122918_c0_g1_i2 358 0
TRINITY_DN12293_c0_g1_i5 328 5
TRINITY_DN12294_c0_g1_i2 1156 0
TRINITY_DN1229_c0_g2_i6 1981 76
TRINITY_DN1229_c1_g1_i8 1033 24
TRINITY_DN123013_c0_g1_i7 301 3
TRINITY_DN12305_c0_g1_i5 646 17
TRINITY_DN123068_c0_g1_i2 556 0
TRINITY_DN1230_c0_g1_i3 2203 0
TRINITY_DN1230_c0_g2_i1 811 0
TRINITY_DN123101_c0_g2_i4 1219 0
TRINITY_DN12317_c0_g1_i5 634 14
TRINITY_DN123188_c0_g1_i10 439 19
TRINITY_DN12319_c0_g1_i2 310 8
TRINITY_DN12331_c0_g1_i2 397 13
TRINITY_DN1233_c0_g1_i3 460 1
TRINITY_DN12350_c0_g1_i11 544 1
TRINITY_DN12353_c0_g1_i7 367 0
TRINITY_DN123589_c0_g1_i1 691 28
TRINITY_DN123602_c0_g1_i3 334 5
TRINITY_DN123696_c0_g1_i4 331 19
TRINITY_DN12369_c0_g1_i10 550 4
TRINITY_DN12381_c0_g2_i1 781 0
TRINITY_DN1238_c1_g1_i3 607 1
TRINITY_DN12392_c0_g1_i1 457 19
TRINITY_DN12399_c0_g1_i4 391 13
TRINITY_DN123_c1_g2_i3 3496 2
TRINITY_DN12422_c0_g1_i7 1537 45
TRINITY_DN12433_c0_g3_i1 928 1
TRINITY_DN12435_c0_g2_i1 634 0
TRINITY_DN1243_c0_g1_i6 748 5
TRINITY_DN124430_c0_g2_i3 328 11
TRINITY_DN1244_c0_g1_i8 2611 73
TRINITY_DN124507_c0_g2_i1 406 6
TRINITY_DN12457_c0_g1_i4 412 5
TRINITY_DN124663_c0_g2_i2 409 22
TRINITY_DN12466_c0_g1_i6 439 16
TRINITY_DN12466_c1_g1_i1 325 0
TRINITY_DN124684_c0_g1_i7 409 21
TRINITY_DN124706_c0_g1_i1 331 0
TRINITY_DN12479_c0_g1_i2 421 29
TRINITY_DN12485_c0_g1_i1 556 2
TRINITY_DN12487_c0_g1_i3 520 17
TRINITY_DN124892_c0_g2_i1 1024 0
TRINITY_DN124_c0_g2_i5 637 1
TRINITY_DN124_c0_g3_i2 1582 6
TRINITY_DN125064_c1_g1_i1 505 0
TRINITY_DN125069_c0_g1_i3 1180 0
TRINITY_DN12508_c0_g1_i1 469 20
TRINITY_DN1250_c0_g2_i3 4261 2
TRINITY_DN12512_c0_g1_i8 721 19
TRINITY_DN125294_c0_g1_i4 310 0
TRINITY_DN12531_c0_g1_i6 370 2
TRINITY_DN125405_c0_g1_i2 856 0
TRINITY_DN12546_c0_g1_i1 349 0
TRINITY_DN12549_c1_g1_i4 1993 66
TRINITY_DN12551_c0_g1_i9 2686 4
TRINITY_DN12554_c0_g1_i6 469 3
TRINITY_DN12558_c0_g2_i1 1174 19
TRINITY_DN12563_c1_g1_i2 1120 0
TRINITY_DN12566_c0_g1_i8 730 10
TRINITY_DN1256_c0_g1_i5 1927 7
TRINITY_DN1256_c0_g3_i1 1558 3
TRINITY_DN12577_c0_g1_i1 1159 23
TRINITY_DN1257_c4_g1_i1 1888 0
TRINITY_DN1258_c0_g1_i1 457 9
TRINITY_DN125_c0_g1_i1 808 25
TRINITY_DN125_c0_g2_i3 745 8
TRINITY_DN12602_c1_g2_i2 1183 31
TRINITY_DN12612_c0_g1_i10 1282 0
TRINITY_DN12614_c0_g2_i1 439 16
TRINITY_DN12630_c2_g4_i4 334 0
TRINITY_DN126501_c0_g1_i5 415 0
TRINITY_DN12652_c0_g2_i2 889 0
TRINITY_DN12652_c0_g3_i1 607 0
TRINITY_DN126534_c0_g1_i3 634 0
TRINITY_DN126534_c0_g2_i2 520 5
TRINITY_DN126534_c0_g3_i1 1297 1
TRINITY_DN1265_c0_g1_i6 925 0
TRINITY_DN1267_c0_g1_i12 2077 6
TRINITY_DN126839_c0_g1_i4 340 10
TRINITY_DN1268_c1_g2_i3 2695 1
TRINITY_DN126921_c2_g1_i3 385 0
TRINITY_DN12698_c0_g1_i4 319 1
TRINITY_DN1269_c0_g1_i5 358 6
TRINITY_DN127050_c0_g1_i6 1036 0
TRINITY_DN127169_c0_g1_i3 370 13
TRINITY_DN12724_c0_g1_i8 352 5
TRINITY_DN1272_c0_g1_i1 2950 2
TRINITY_DN1272_c5_g1_i1 757 1
TRINITY_DN12744_c0_g1_i18 2401 69
TRINITY_DN127512_c0_g3_i1 469 0
TRINITY_DN1275_c0_g1_i1 415 3
TRINITY_DN12760_c0_g1_i8 862 1
TRINITY_DN12763_c0_g1_i3 337 0
TRINITY_DN12772_c1_g1_i4 772 1
TRINITY_DN12778_c0_g1_i2 1183 0
TRINITY_DN127796_c0_g1_i1 334 1
TRINITY_DN12783_c0_g1_i6 352 2
TRINITY_DN127841_c0_g2_i2 409 0
TRINITY_DN1278_c0_g1_i1 487 0
TRINITY_DN1280_c0_g1_i4 628 13
TRINITY_DN12810_c0_g1_i3 523 8
TRINITY_DN12827_c0_g1_i2 475 9
TRINITY_DN12837_c0_g3_i1 325 0
TRINITY_DN1283_c0_g1_i5 373 3
TRINITY_DN12847_c0_g3_i1 349 0
TRINITY_DN128586_c0_g1_i1 301 0
TRINITY_DN128644_c0_g1_i5 304 0
TRINITY_DN12865_c0_g2_i4 685 16
TRINITY_DN1287_c0_g3_i1 2008 38
TRINITY_DN128893_c0_g2_i1 313 0
TRINITY_DN1288_c0_g1_i10 1153 32
TRINITY_DN12892_c0_g1_i13 1768 13
TRINITY_DN12906_c0_g4_i2 319 0
TRINITY_DN12908_c0_g1_i3 475 0
TRINITY_DN12938_c0_g1_i1 1180 1
TRINITY_DN1294_c1_g1_i1 625 6
TRINITY_DN1294_c1_g3_i2 733 9
TRINITY_DN12955_c2_g1_i1 310 2
TRINITY_DN12962_c0_g1_i2 1225 0
TRINITY_DN12962_c3_g1_i1 388 0
TRINITY_DN1296_c0_g3_i1 1645 0
TRINITY_DN129767_c0_g1_i5 436 0
TRINITY_DN12978_c0_g1_i6 865 40
TRINITY_DN12979_c0_g1_i7 1072 39
TRINITY_DN129893_c0_g1_i1 316 5
TRINITY_DN129931_c0_g1_i1 409 10
TRINITY_DN12998_c0_g1_i3 775 0
TRINITY_DN12_c0_g1_i6 3505 97
TRINITY_DN12_c2_g1_i3 658 23
TRINITY_DN13008_c0_g1_i8 412 0
TRINITY_DN130114_c1_g1_i1 625 0
TRINITY_DN13017_c1_g2_i4 1183 0
TRINITY_DN1301_c0_g1_i7 571 7
TRINITY_DN1302_c0_g1_i6 1711 4
TRINITY_DN1302_c1_g1_i7 1312 1
TRINITY_DN1303_c0_g2_i1 1009 49
TRINITY_DN13040_c0_g1_i1 331 12
TRINITY_DN13044_c0_g2_i3 1264 1
TRINITY_DN1305_c0_g1_i8 511 18
TRINITY_DN13069_c0_g1_i1 1207 0
TRINITY_DN13083_c0_g3_i1 388 5
TRINITY_DN13098_c0_g1_i1 559 4
TRINITY_DN130_c0_g1_i6 1054 21
TRINITY_DN130_c0_g2_i3 877 1
TRINITY_DN1310_c1_g1_i5 931 0
TRINITY_DN1310_c1_g2_i1 346 0
TRINITY_DN13126_c0_g1_i3 520 1
TRINITY_DN13135_c0_g1_i4 382 0
TRINITY_DN1313_c0_g2_i10 739 0
TRINITY_DN131452_c0_g1_i6 304 8
TRINITY_DN13154_c0_g1_i11 580 0
TRINITY_DN1315_c1_g1_i5 658 15
TRINITY_DN13177_c0_g2_i10 5119 0
TRINITY_DN1317_c0_g1_i3 850 0
TRINITY_DN132102_c0_g1_i5 301 9
TRINITY_DN13212_c0_g1_i12 343 0
TRINITY_DN13217_c0_g1_i1 1420 21
TRINITY_DN132187_c0_g1_i2 364 0
TRINITY_DN1321_c0_g3_i10 430 3
TRINITY_DN1321_c0_g5_i1 1102 3
TRINITY_DN1321_c2_g1_i3 853 22
TRINITY_DN132418_c0_g1_i1 472 15
TRINITY_DN132423_c0_g1_i3 358 1
TRINITY_DN132453_c1_g1_i5 313 0
TRINITY_DN13246_c0_g1_i2 472 11
TRINITY_DN13247_c0_g1_i12 1606 0
TRINITY_DN13247_c0_g2_i1 2380 0
TRINITY_DN1324_c0_g1_i1 397 0
TRINITY_DN1325_c0_g1_i6 9958 6
TRINITY_DN13264_c0_g1_i1 889 0
TRINITY_DN13266_c0_g1_i9 1273 2
TRINITY_DN132690_c0_g1_i4 373 0
TRINITY_DN13270_c0_g1_i9 409 8
TRINITY_DN1328_c0_g1_i11 418 6
TRINITY_DN132972_c0_g1_i2 418 19
TRINITY_DN13297_c0_g1_i2 421 5
TRINITY_DN132_c0_g1_i11 1228 1
TRINITY_DN1330_c0_g1_i13 772 0
TRINITY_DN13313_c0_g1_i3 883 0
TRINITY_DN1331_c0_g1_i8 682 11
TRINITY_DN13321_c0_g1_i5 697 24
TRINITY_DN13328_c0_g2_i2 721 0
TRINITY_DN1332_c4_g1_i3 1195 4
TRINITY_DN13334_c0_g1_i3 301 11
TRINITY_DN1333_c1_g1_i2 673 0
TRINITY_DN13340_c0_g2_i1 418 7
TRINITY_DN1334_c0_g1_i2 1495 0
TRINITY_DN1335_c1_g1_i2 544 1
TRINITY_DN13361_c0_g1_i2 2410 0
TRINITY_DN133789_c0_g1_i4 334 0
TRINITY_DN13383_c0_g1_i16 541 28
TRINITY_DN133943_c0_g1_i5 574 2
TRINITY_DN13395_c1_g1_i14 2257 15
TRINITY_DN1339_c0_g1_i3 1216 0
TRINITY_DN13400_c0_g1_i5 619 7
TRINITY_DN13401_c1_g1_i6 1447 0
TRINITY_DN134102_c0_g1_i2 385 14
TRINITY_DN13411_c0_g1_i3 940 10
TRINITY_DN13414_c0_g1_i16 2257 1
TRINITY_DN134157_c0_g1_i2 529 1
TRINITY_DN134216_c1_g1_i1 361 0
TRINITY_DN13421_c0_g1_i2 313 0
TRINITY_DN13422_c0_g1_i12 1753 7
TRINITY_DN1342_c0_g1_i7 763 28
TRINITY_DN13430_c3_g2_i1 442 1
TRINITY_DN13435_c0_g1_i4 1366 0
TRINITY_DN13444_c0_g1_i22 1798 0
TRINITY_DN1344_c0_g1_i15 2122 68
TRINITY_DN1344_c1_g1_i2 1057 0
TRINITY_DN134633_c0_g2_i3 1222 0
TRINITY_DN134687_c0_g1_i2 367 0
TRINITY_DN1346_c0_g1_i1 412 11
TRINITY_DN134704_c0_g1_i4 511 0
TRINITY_DN13473_c0_g1_i4 4309 15
TRINITY_DN13474_c0_g2_i1 340 12
TRINITY_DN13479_c0_g1_i9 493 0
TRINITY_DN13484_c0_g1_i12 691 14
TRINITY_DN13487_c0_g1_i1 862 0
TRINITY_DN134894_c0_g1_i1 2398 0
TRINITY_DN1348_c0_g1_i2 517 0
TRINITY_DN13491_c0_g1_i14 4039 1
TRINITY_DN134_c1_g1_i4 10480 0
TRINITY_DN135024_c0_g1_i1 721 0
TRINITY_DN13509_c1_g1_i6 316 0
TRINITY_DN135104_c0_g2_i1 301 7
TRINITY_DN135105_c0_g1_i1 547 0
TRINITY_DN135112_c0_g1_i1 664 12
TRINITY_DN135333_c0_g1_i2 373 2
TRINITY_DN135345_c0_g1_i2 463 0
TRINITY_DN13545_c0_g1_i2 400 11
TRINITY_DN13554_c0_g1_i2 361 14
TRINITY_DN13556_c0_g1_i12 2014 0
TRINITY_DN13576_c0_g1_i2 2005 1
TRINITY_DN13579_c0_g1_i7 754 30
TRINITY_DN1357_c0_g1_i2 1714 16
TRINITY_DN135_c0_g1_i6 3037 26
TRINITY_DN13605_c0_g1_i3 775 7
TRINITY_DN136072_c0_g1_i1 1147 15
TRINITY_DN13617_c0_g1_i7 1447 0
TRINITY_DN13629_c0_g1_i5 556 4
TRINITY_DN13636_c0_g1_i3 1480 3
TRINITY_DN1363_c0_g2_i3 3616 1
TRINITY_DN13650_c0_g1_i6 1303 31
TRINITY_DN13654_c0_g1_i4 1267 4
TRINITY_DN13658_c0_g1_i2 589 4
TRINITY_DN1365_c0_g1_i1 817 3
TRINITY_DN1365_c0_g3_i4 1135 13
TRINITY_DN1365_c0_g4_i1 976 7
TRINITY_DN1365_c1_g4_i1 403 8
TRINITY_DN1365_c2_g1_i13 424 18
TRINITY_DN13672_c0_g1_i3 682 22
TRINITY_DN136864_c0_g1_i1 307 1
TRINITY_DN136867_c0_g1_i7 316 0
TRINITY_DN1369_c1_g1_i3 19672 45
TRINITY_DN137029_c0_g1_i2 319 15
TRINITY_DN137062_c0_g1_i1 337 7
TRINITY_DN13706_c0_g3_i1 1315 0
TRINITY_DN13708_c0_g1_i1 394 0
TRINITY_DN1370_c1_g1_i13 457 0
TRINITY_DN1370_c2_g1_i3 877 1
TRINITY_DN137148_c0_g1_i2 1606 3
TRINITY_DN137213_c0_g1_i2 361 0
TRINITY_DN13728_c0_g1_i4 439 0
TRINITY_DN137324_c0_g1_i4 448 12
TRINITY_DN137375_c4_g1_i9 367 11
TRINITY_DN137388_c0_g2_i1 472 0
TRINITY_DN1373_c0_g1_i4 970 0
TRINITY_DN13742_c1_g1_i3 463 0
TRINITY_DN1374_c0_g2_i1 322 0
TRINITY_DN1374_c0_g3_i2 868 1
TRINITY_DN1374_c1_g1_i3 907 0
TRINITY_DN137528_c0_g1_i1 451 5
TRINITY_DN13754_c0_g1_i4 349 0
TRINITY_DN137576_c0_g1_i5 319 8
TRINITY_DN13757_c0_g1_i5 1321 12
TRINITY_DN13757_c0_g3_i3 487 5
TRINITY_DN1375_c0_g3_i6 712 0
TRINITY_DN1375_c0_g5_i4 1111 2
TRINITY_DN1375_c0_g9_i1 1123 6
TRINITY_DN137604_c0_g1_i3 406 0
TRINITY_DN137622_c0_g1_i1 466 0
TRINITY_DN137622_c0_g2_i3 406 0
TRINITY_DN13762_c0_g1_i6 1855 0
TRINITY_DN13768_c0_g1_i2 1210 28
TRINITY_DN13768_c1_g1_i4 1681 0
TRINITY_DN137690_c0_g1_i1 355 12
TRINITY_DN1376_c1_g1_i7 664 0
TRINITY_DN13771_c0_g1_i9 802 0
TRINITY_DN13773_c0_g1_i6 355 13
TRINITY_DN137751_c0_g1_i1 385 4
TRINITY_DN1378_c0_g2_i2 1504 30
TRINITY_DN137_c0_g1_i6 1102 5
TRINITY_DN1381_c0_g1_i2 3586 63
TRINITY_DN13820_c0_g1_i12 952 41
TRINITY_DN138267_c0_g1_i2 712 0
TRINITY_DN138267_c0_g2_i2 379 0
TRINITY_DN13827_c1_g2_i1 340 0
TRINITY_DN138311_c0_g1_i11 685 22
TRINITY_DN138327_c0_g1_i1 886 0
TRINITY_DN138327_c0_g2_i1 955 0
TRINITY_DN138346_c0_g1_i1 346 13
TRINITY_DN138473_c0_g1_i1 337 0
TRINITY_DN13859_c0_g1_i8 463 23
TRINITY_DN138642_c0_g1_i1 517 0
TRINITY_DN13871_c0_g1_i9 1702 0
TRINITY_DN138725_c0_g1_i5 421 24
TRINITY_DN138773_c0_g1_i4 703 9
TRINITY_DN138774_c0_g1_i1 358 0
TRINITY_DN13886_c0_g1_i3 1618 6
TRINITY_DN13889_c0_g1_i1 790 37
TRINITY_DN1388_c2_g1_i4 1894 31
TRINITY_DN13899_c0_g1_i5 1165 0
TRINITY_DN138_c0_g1_i2 1435 0
TRINITY_DN13905_c0_g1_i3 1171 7
TRINITY_DN13909_c0_g1_i2 553 12
TRINITY_DN139221_c0_g2_i1 307 0
TRINITY_DN13922_c0_g1_i5 529 10
TRINITY_DN13922_c0_g2_i3 1507 2
TRINITY_DN13932_c0_g2_i1 748 27
TRINITY_DN139420_c0_g1_i1 469 8
TRINITY_DN1394_c0_g1_i4 1402 10
TRINITY_DN13950_c0_g1_i1 1798 1
TRINITY_DN139576_c0_g1_i3 391 10
TRINITY_DN1395_c2_g1_i2 2176 0
TRINITY_DN1397_c0_g1_i1 472 3
TRINITY_DN1397_c0_g3_i14 4705 1
TRINITY_DN13992_c0_g1_i5 721 0
TRINITY_DN139969_c0_g1_i2 607 0
TRINITY_DN139994_c0_g1_i6 709 1
TRINITY_DN13999_c0_g3_i1 307 1
TRINITY_DN1399_c0_g1_i2 511 7
TRINITY_DN139_c1_g1_i6 3271 2
TRINITY_DN14005_c0_g1_i3 667 21
TRINITY_DN140076_c0_g1_i1 391 0
TRINITY_DN14010_c0_g1_i4 2464 0
TRINITY_DN14020_c1_g1_i2 1141 0
TRINITY_DN14028_c0_g3_i3 2530 0
TRINITY_DN14029_c0_g1_i4 379 16
TRINITY_DN1403_c0_g1_i10 1369 39
TRINITY_DN1404_c0_g1_i1 694 8
TRINITY_DN140523_c0_g1_i1 322 0
TRINITY_DN14059_c0_g1_i11 670 12
TRINITY_DN14059_c0_g2_i28 658 19
TRINITY_DN14064_c0_g2_i10 5011 2
TRINITY_DN14072_c0_g1_i6 376 11
TRINITY_DN14080_c0_g2_i1 2035 0
TRINITY_DN140813_c0_g2_i2 1669 0
TRINITY_DN14088_c1_g1_i1 997 0
TRINITY_DN14091_c0_g1_i1 619 4
TRINITY_DN140_c0_g2_i5 448 0
TRINITY_DN14109_c0_g4_i5 1030 0
TRINITY_DN141313_c0_g1_i4 463 15
TRINITY_DN141637_c0_g1_i1 379 19
TRINITY_DN141661_c0_g1_i2 364 12
TRINITY_DN1416_c0_g1_i4 1201 17
TRINITY_DN14176_c0_g1_i10 460 11
TRINITY_DN1417_c0_g1_i32 20428 0
TRINITY_DN1418_c3_g1_i1 1201 0
TRINITY_DN141910_c0_g1_i4 943 25
TRINITY_DN141_c0_g2_i2 910 36
TRINITY_DN14201_c0_g3_i1 574 2
TRINITY_DN14207_c0_g1_i6 394 6
TRINITY_DN14209_c0_g1_i4 469 11
TRINITY_DN14231_c0_g1_i4 985 0
TRINITY_DN14239_c0_g4_i1 3808 1
TRINITY_DN1423_c0_g1_i5 460 0
TRINITY_DN14241_c0_g1_i6 730 0
TRINITY_DN1425_c0_g1_i2 3079 3
TRINITY_DN14264_c0_g1_i3 421 0
TRINITY_DN14275_c0_g2_i1 376 0
TRINITY_DN1427_c0_g1_i3 628 16
TRINITY_DN14289_c0_g1_i4 697 0
TRINITY_DN1428_c0_g1_i9 652 7
TRINITY_DN14294_c0_g1_i1 313 17
TRINITY_DN142975_c0_g1_i1 370 8
TRINITY_DN14302_c2_g1_i1 568 11
TRINITY_DN14306_c1_g1_i1 694 1
TRINITY_DN14312_c1_g1_i9 391 11
TRINITY_DN1431_c0_g2_i2 544 12
TRINITY_DN14332_c0_g1_i9 802 31
TRINITY_DN14361_c0_g1_i2 490 8
TRINITY_DN14361_c0_g2_i4 1609 15
TRINITY_DN14368_c0_g1_i1 1870 69
TRINITY_DN1436_c0_g1_i11 961 0
TRINITY_DN1436_c0_g3_i1 907 5
TRINITY_DN143744_c0_g1_i1 391 0
TRINITY_DN14388_c0_g1_i1 1105 0
TRINITY_DN14388_c0_g2_i3 3142 0
TRINITY_DN14389_c0_g1_i1 2677 1
TRINITY_DN143_c0_g1_i8 595 7
TRINITY_DN143_c1_g1_i1 619 11
TRINITY_DN1440_c0_g2_i12 481 2
TRINITY_DN14419_c0_g1_i4 433 8
TRINITY_DN1444_c0_g1_i3 328 14
TRINITY_DN14454_c0_g1_i1 424 2
TRINITY_DN144581_c0_g1_i1 301 2
TRINITY_DN1445_c0_g3_i1 1021 21
TRINITY_DN14462_c0_g1_i1 466 5
TRINITY_DN1446_c0_g2_i4 652 0
TRINITY_DN14470_c0_g1_i3 730 1
TRINITY_DN1447_c0_g1_i3 1543 30
TRINITY_DN144854_c0_g1_i1 2467 0
TRINITY_DN14497_c0_g1_i5 2848 69
TRINITY_DN144_c0_g2_i8 2443 0
TRINITY_DN14523_c0_g2_i3 673 19
TRINITY_DN1452_c1_g1_i3 1051 2
TRINITY_DN14536_c0_g2_i2 310 15
TRINITY_DN145494_c0_g1_i4 553 27
TRINITY_DN14560_c0_g1_i1 415 17
TRINITY_DN14562_c0_g1_i8 394 2
TRINITY_DN145651_c0_g1_i8 361 7
TRINITY_DN1456_c1_g1_i9 1648 44
TRINITY_DN14570_c0_g1_i1 361 8
TRINITY_DN145742_c0_g2_i2 466 0
TRINITY_DN14589_c0_g1_i14 1054 28
TRINITY_DN14595_c0_g2_i1 427 0
TRINITY_DN1459_c2_g1_i4 2158 0
TRINITY_DN145_c0_g1_i5 2119 4
TRINITY_DN145_c0_g2_i1 2134 2
TRINITY_DN14609_c0_g1_i14 547 14
TRINITY_DN1462_c0_g1_i2 817 23
TRINITY_DN1462_c2_g1_i2 652 12
TRINITY_DN14631_c1_g1_i1 1069 0
TRINITY_DN14634_c0_g1_i1 1816 6
TRINITY_DN14634_c1_g1_i5 1696 16
TRINITY_DN14634_c3_g1_i1 496 0
TRINITY_DN14640_c0_g1_i6 883 40
TRINITY_DN14640_c1_g1_i7 529 13
TRINITY_DN14642_c0_g1_i4 418 0
TRINITY_DN1464_c0_g1_i6 3061 0
TRINITY_DN14669_c0_g1_i2 412 10
TRINITY_DN1466_c0_g4_i2 3214 0
TRINITY_DN1468_c0_g1_i5 496 3
TRINITY_DN1469_c1_g1_i1 1150 21
TRINITY_DN1469_c4_g1_i1 640 10
TRINITY_DN14701_c0_g1_i2 451 0
TRINITY_DN14712_c0_g1_i9 457 0
TRINITY_DN147139_c0_g2_i3 550 3
TRINITY_DN14722_c0_g1_i6 1228 0
TRINITY_DN14728_c0_g1_i19 640 7
TRINITY_DN147408_c1_g1_i1 355 10
TRINITY_DN14740_c0_g1_i5 367 11
TRINITY_DN1475_c1_g1_i2 2266 2
TRINITY_DN1476_c0_g1_i2 2080 0
TRINITY_DN14776_c0_g1_i10 1762 24
TRINITY_DN14784_c0_g1_i2 772 0
TRINITY_DN147864_c0_g1_i1 343 0
TRINITY_DN1478_c0_g2_i1 1057 41
TRINITY_DN14790_c0_g1_i5 421 0
TRINITY_DN14799_c0_g1_i5 1723 55
TRINITY_DN147_c0_g4_i3 3352 1
TRINITY_DN147_c0_g6_i1 463 12
TRINITY_DN147_c3_g1_i4 1546 3
TRINITY_DN14800_c0_g1_i3 361 5
TRINITY_DN1480_c1_g1_i1 3616 116
TRINITY_DN14810_c1_g1_i3 343 15
TRINITY_DN148165_c0_g1_i1 562 2
TRINITY_DN1481_c0_g1_i5 787 15
TRINITY_DN1483_c0_g1_i8 301 0
TRINITY_DN1486_c0_g1_i9 1618 1
TRINITY_DN1487_c0_g1_i4 4990 20
TRINITY_DN148812_c0_g1_i2 307 8
TRINITY_DN148830_c0_g1_i3 361 12
TRINITY_DN1488_c0_g1_i4 871 26
TRINITY_DN14892_c0_g1_i12 2140 19
TRINITY_DN1489_c0_g1_i3 553 1
TRINITY_DN1489_c0_g2_i3 508 16
TRINITY_DN14901_c0_g1_i3 400 0
TRINITY_DN14906_c0_g1_i2 454 5
TRINITY_DN1490_c0_g1_i6 2179 64
TRINITY_DN14918_c0_g1_i1 550 9
TRINITY_DN14920_c0_g1_i1 316 0
TRINITY_DN14920_c1_g1_i1 367 0
TRINITY_DN14926_c0_g1_i1 1357 0
TRINITY_DN14926_c1_g2_i2 2221 0
TRINITY_DN14927_c0_g1_i3 1006 8
TRINITY_DN14930_c0_g1_i3 1237 2
TRINITY_DN14936_c0_g1_i6 346 1
TRINITY_DN149543_c0_g1_i4 352 13
TRINITY_DN1495_c0_g1_i7 352 7
TRINITY_DN1495_c0_g2_i5 529 15
TRINITY_DN149600_c0_g1_i1 313 0
TRINITY_DN14962_c1_g1_i5 2362 5
TRINITY_DN14971_c0_g1_i7 1090 0
TRINITY_DN14971_c0_g3_i3 382 0
TRINITY_DN14972_c0_g1_i2 1495 6
TRINITY_DN14972_c0_g2_i1 2437 0
TRINITY_DN1497_c0_g1_i6 658 22
TRINITY_DN1498_c0_g1_i3 433 6
TRINITY_DN1499_c1_g1_i3 1873 17
TRINITY_DN14_c1_g1_i6 1057 18
TRINITY_DN14_c3_g1_i11 2182 73
TRINITY_DN14_c4_g1_i1 2686 0
TRINITY_DN15000_c0_g1_i3 385 8
TRINITY_DN15001_c0_g1_i2 454 0
TRINITY_DN15004_c1_g1_i1 400 1
TRINITY_DN15004_c1_g3_i1 400 1
TRINITY_DN15017_c0_g1_i1 403 3
TRINITY_DN15017_c0_g2_i1 610 3
TRINITY_DN15018_c0_g1_i5 685 0
TRINITY_DN1501_c0_g1_i8 1537 40
TRINITY_DN1502_c1_g1_i7 358 14
TRINITY_DN15031_c0_g1_i7 736 0
TRINITY_DN1503_c0_g1_i10 3592 0
TRINITY_DN150439_c0_g1_i2 1003 0
TRINITY_DN15048_c0_g1_i2 355 0
TRINITY_DN15052_c0_g1_i1 502 9
TRINITY_DN15053_c0_g3_i1 496 2
TRINITY_DN15057_c1_g1_i14 2611 0
TRINITY_DN15061_c0_g1_i4 418 15
TRINITY_DN15067_c0_g2_i2 502 2
TRINITY_DN1507_c0_g1_i5 2080 2
TRINITY_DN150820_c0_g2_i3 373 8
TRINITY_DN15087_c0_g1_i1 331 0
TRINITY_DN1508_c0_g1_i3 1189 0
TRINITY_DN1509_c0_g1_i5 796 34
TRINITY_DN1509_c3_g1_i3 700 25
TRINITY_DN15101_c0_g3_i12 670 0
TRINITY_DN1511_c0_g1_i1 748 9
TRINITY_DN1511_c0_g3_i2 748 3
TRINITY_DN151210_c0_g1_i3 433 0
TRINITY_DN151221_c0_g1_i3 1072 0
TRINITY_DN15128_c0_g4_i1 415 0
TRINITY_DN15136_c0_g2_i1 7264 0
TRINITY_DN1513_c0_g1_i10 817 25
TRINITY_DN1513_c1_g1_i9 670 18
TRINITY_DN1513_c2_g2_i1 424 19
TRINITY_DN1513_c3_g1_i10 826 19
TRINITY_DN15143_c0_g1_i5 2008 59
TRINITY_DN15144_c0_g1_i11 610 6
TRINITY_DN15145_c0_g1_i4 1093 0
TRINITY_DN15152_c0_g1_i7 319 0
TRINITY_DN1516_c0_g1_i7 3169 26
TRINITY_DN15182_c1_g1_i2 640 1
TRINITY_DN1519_c2_g1_i6 409 0
TRINITY_DN151_c1_g1_i5 1909 1
TRINITY_DN1520_c0_g2_i14 601 3
TRINITY_DN15227_c0_g1_i3 679 15
TRINITY_DN15228_c0_g1_i4 640 22
TRINITY_DN152434_c0_g1_i1 460 28
TRINITY_DN15245_c0_g1_i1 436 4
TRINITY_DN15252_c0_g1_i11 640 34
TRINITY_DN1525_c0_g2_i2 1267 0
TRINITY_DN1527_c0_g1_i9 1012 36
TRINITY_DN1528_c2_g1_i7 11941 0
TRINITY_DN153588_c0_g2_i2 358 3
TRINITY_DN1535_c0_g1_i6 1756 47
TRINITY_DN1535_c3_g1_i9 493 9
TRINITY_DN1535_c4_g1_i10 355 7
TRINITY_DN1536_c0_g1_i4 4087 25
TRINITY_DN15390_c0_g1_i8 514 9
TRINITY_DN15407_c0_g1_i4 973 1
TRINITY_DN1540_c0_g1_i2 1546 0
TRINITY_DN15412_c0_g1_i2 625 3
TRINITY_DN15421_c0_g1_i4 367 0
