OG BRO-BGM BAT-BGM BAT-BRO
OG0006471 1.35 1.24 1.62
OG0006472 23.51 0.54 24.43
OG0006473 6.45 4.22 4.99
OG0006474 4.09 0.83 2.52
OG0006475 10.41 2.95 4.08
OG0006476 4.07 2.40 4.22
OG0006477 11.71 2.46 11.01
OG0006478 6.41 1.67 10.61
OG0006479 2.63 0.83 2.63
OG0006480 6.71 2.22 7.59
OG0006481 1.56 0.52 1.56
OG0006482 0.34 -0.00 0.34
OG0006483 3.83 0.90 3.35
OG0006484 2.79 0.98 3.04
OG0006485 2.15 1.09 1.70
OG0006486 6.89 1.37 7.83
OG0006487 14.85 4.58 2.26
OG0006488 2.67 1.26 3.18
OG0006489 2.66 1.82 3.17
OG0006490 4.10 1.02 4.25
OG0006491 2.56 1.27 2.78
OG0006492 2.06 0.71 1.86
OG0006493 3.09 6.56 6.54
OG0006494 2.15 1.07 2.65
OG0006495 4.79 4.16 7.39
OG0006496 3.69 2.52 3.24
OG0006497 3.52 1.19 3.64
OG0006498 2.72 0.33 3.06
OG0006499 5.20 2.79 5.80
OG0006500 5.90 2.63 4.74
OG0006501 17.03 14.68 1.86
OG0006502 6.80 3.41 6.80
OG0006503 6.86 1.99 6.06
OG0006504 3.25 2.50 4.82
OG0006505 5.55 3.70 6.53
OG0006506 2.06 0.64 1.67
OG0006507 3.94 0.98 3.94
OG0006508 3.73 2.41 3.82
OG0006509 1.88 1.05 2.05
OG0006510 5.23 2.63 3.48
OG0006511 2.34 1.44 2.45
OG0006512 2.22 -0.00 2.48
OG0006513 1.93 0.84 1.80
OG0006514 2.19 1.34 2.62
OG0006515 1.11 1.01 1.15
OG0006516 10.75 4.07 11.28
OG0006517 2.90 1.42 3.22
OG0006518 2.36 1.96 3.09
OG0006520 1.30 1.49 1.49
OG0006521 7.84 2.24 8.50
OG0006522 4.69 3.40 5.79
OG0006523 5.75 2.86 5.60
OG0006524 3.65 2.15 3.45
OG0006525 2.11 1.49 2.37
OG0006526 4.48 3.12 3.13
OG0006527 0.91 81.08 79.36
OG0006528 6.68 12.78 10.73
OG0006529 4.57 2.82 4.12
OG0006530 4.20 9.43 4.53
OG0006531 2.93 3.32 4.87
OG0006532 4.94 23.46 25.90
OG0006533 4.48 7.74 4.48
OG0006534 2.53 1.68 1.46
OG0006536 5.92 4.73 2.88
OG0006537 19.66 16.47 2.92
OG0006538 1.89 0.77 1.65
OG0006539 5.21 1.29 4.98
OG0006540 1.79 1.79 1.34
OG0006541 3.12 10.21 11.84
OG0006542 2.81 11.92 6.45
OG0006544 3.79 1.33 3.71
OG0006545 3.45 1.14 3.23
OG0006547 9.98 1.15 9.98
OG0006548 2.90 1.05 3.05
OG0006549 3.40 2.25 3.50
OG0006550 4.30 4.03 1.42
OG0006551 2.43 1.56 2.71
OG0006552 30.88 29.42 26.71
OG0006553 8.19 38.37 50.34
OG0006554 9.96 4.34 8.42
OG0006555 12.24 12.80 13.39
OG0006556 8.15 6.60 3.93
OG0006557 2.73 1.30 2.92
OG0006558 3.81 112.81 5.17
OG0006559 7.50 2.30 8.04
OG0006560 6.58 5.22 2.56
OG0006561 6.54 3.40 6.43
OG0006562 5.63 3.80 5.63
OG0006563 1.44 1.22 1.68
OG0006564 1.22 1.21 2.15
OG0006565 4.18 1.91 4.57
OG0006566 6.13 3.88 2.94
OG0006567 4.28 1.85 5.60
OG0006568 2.30 1.72 2.45
OG0006569 6.53 1.42 4.72
OG0006571 1.24 0.78 0.91
OG0006572 2.74 1.87 3.48
OG0006573 9.50 1.89 9.80
OG0006574 1.63 1.16 2.34
OG0006575 2.29 1.52 2.91
OG0006576 2.43 1.31 2.08
OG0006577 4.88 2.67 5.45
OG0006578 3.66 2.85 4.35
OG0006579 0.40 -0.00 0.22
OG0006580 0.93 0.34 0.59
OG0006581 0.23 0.46 0.70
OG0006582 7.78 2.78 7.78
OG0006583 2.93 3.33 3.91
OG0006584 2.74 1.65 2.54
OG0006585 11.89 1.50 11.09
OG0006586 5.76 1.30 5.86
OG0006587 1.72 0.91 1.82
OG0006588 9.12 3.36 8.38
OG0006589 4.20 0.32 2.23
OG0006590 1.51 1.11 1.65
OG0006591 12.16 10.77 2.87
OG0006592 0.72 0.72 0.72
OG0006593 6.35 4.34 3.32
OG0006594 2.15 1.31 1.65
OG0006595 2.77 1.51 3.54
OG0006596 6.53 2.31 6.96
OG0006597 6.24 3.24 6.54
OG0006598 10.24 5.26 10.25
OG0006599 8.87 8.60 3.39
OG0006600 6.66 2.31 6.92
OG0006601 48.76 96.63 106.35
OG0006602 12.63 3.49 2.93
OG0006603 2.03 2.26 2.03
OG0006604 3.80 1.99 2.35
OG0006605 2.88 1.07 2.92
OG0006606 1.01 0.88 1.13
OG0006607 6.21 3.05 5.06
OG0006608 2.20 1.52 2.45
OG0006609 13.53 11.06 2.63
OG0006610 15.54 4.29 19.49
OG0006611 4.29 1.66 4.64
OG0006612 2.63 1.36 2.33
OG0006613 8.31 1.41 7.06
OG0006614 1.70 0.85 1.90
OG0006615 1.42 0.78 3.04
OG0006616 3.47 1.80 2.53
OG0006617 1.92 0.69 1.74
OG0006618 1.93 0.81 2.16
OG0006619 3.96 2.21 4.22
OG0006620 3.41 1.32 3.88
OG0006621 12.16 1.12 3.17
OG0006622 5.67 1.85 4.85
OG0006623 3.96 2.43 6.43
OG0006624 8.09 6.71 2.99
OG0006625 2.67 1.26 2.93
OG0006626 6.16 2.60 5.86
OG0006627 2.91 2.26 3.59
OG0006628 2.14 1.74 2.24
OG0006629 4.64 1.08 3.41
OG0006631 2.02 1.75 2.81
OG0006632 7.02 6.52 1.09
OG0006633 5.99 5.57 9.36
OG0006634 2.23 0.74 2.23
OG0006635 1.99 1.54 3.25
OG0006636 5.22 3.48 3.76
OG0006637 1.53 0.39 1.66
OG0006638 8.25 4.98 7.44
OG0006639 4.33 3.87 1.76
OG0006640 5.60 3.77 5.09
OG0006641 2.08 1.01 1.81
OG0006642 1.90 1.23 2.04
OG0006643 5.14 4.30 2.05
OG0006644 9.26 9.76 3.76
OG0006646 47.89 2.97 51.90
OG0006647 1.60 0.95 0.95
OG0006649 1.88 0.80 1.60
OG0006650 4.02 1.09 3.81
OG0006651 3.90 1.57 4.03
OG0006652 3.73 3.06 3.98
OG0006653 1.36 2.65 3.31
OG0006654 2.54 1.25 2.32
OG0006655 3.73 2.87 2.88
OG0006656 2.67 1.26 2.48
OG0006657 4.36 3.38 2.87
OG0006658 4.54 2.35 4.51
OG0006659 2.68 0.61 3.42
OG0006660 43.10 32.95 1.14
OG0006661 2.74 1.18 2.83
OG0006662 1.60 0.66 1.88
OG0006663 3.54 2.23 7.55
OG0006664 3.66 1.47 3.49
OG0006665 8.73 6.75 4.69
OG0006666 3.49 1.51 1.61
OG0006667 2.55 0.73 2.55
OG0006668 2.03 0.94 2.03
OG0006669 2.58 1.44 2.09
OG0006670 3.91 3.21 5.19
OG0006671 31.55 156.21 2.32
OG0006672 22.56 6.39 33.60
OG0006673 7.43 1.73 6.03
OG0006674 5.79 4.19 5.03
OG0006675 3.74 20.30 5.13
OG0006676 1.62 1.05 1.15
OG0006677 1.16 0.72 1.44
OG0006678 2.93 1.28 3.33
OG0006679 1.65 1.83 2.02
OG0006680 67.83 1.53 68.61
OG0006681 3.71 1.68 4.12
OG0006682 3.77 1.84 3.56
OG0006683 12.71 0.77 1.66
OG0006684 4.21 2.08 3.90
OG0006685 2.42 2.80 3.95
OG0006686 5.70 1.50 6.61
OG0006687 6.00 3.53 5.95
OG0006688 9.60 3.43 8.74
OG0006689 9.81 0.55 10.14
OG0006690 5.37 4.13 5.25
OG0006691 6.44 2.53 8.96
OG0006692 20.14 13.77 7.39
OG0006693 0.62 0.31 0.62
OG0006694 3.21 2.92 3.69
OG0006695 2.87 0.90 3.40
OG0006696 4.25 3.00 4.28
OG0006697 1.00 0.75 1.84
OG0006698 16.93 8.58 9.46
OG0006699 2.17 0.72 2.76
OG0006700 5.58 4.97 3.03
OG0006701 2.01 2.90 3.37
OG0006702 6.88 3.83 3.79
OG0006703 2.48 1.58 2.77
OG0006704 7.83 -0.00 7.83
OG0006705 2.11 1.65 2.69
OG0006706 4.92 1.42 4.92
OG0006707 3.11 0.81 3.54
OG0006708 3.70 1.35 3.85
OG0006709 1.17 0.58 0.58
OG0006710 5.38 1.98 5.10
OG0006711 3.77 1.72 4.05
OG0006712 5.04 5.23 6.54
OG0006713 3.55 1.31 3.55
OG0006714 11.81 6.03 9.50
OG0006715 2.57 1.56 3.03
OG0006716 5.19 0.70 5.45
OG0006717 1.21 0.77 1.12
OG0006718 2.74 0.80 2.82
OG0006719 1.44 0.82 1.28
OG0006720 3.58 1.21 3.79
OG0006721 2.15 1.24 2.51
OG0006722 2.65 1.77 2.65
OG0006723 3.63 2.87 3.03
OG0006724 2.41 1.35 1.25
OG0006725 3.52 1.05 3.30
OG0006726 2.56 0.50 2.83
OG0006727 5.19 2.99 5.48
OG0006728 57.53 56.92 2.16
OG0006729 2.38 1.41 2.01
OG0006730 2.56 7.95 8.66
OG0006731 7.14 8.47 8.67
OG0006732 2.14 1.35 2.03
OG0006733 2.96 2.39 3.54
OG0006734 3.74 0.83 2.33
OG0006735 1.08 1.91 3.02
OG0006736 3.86 1.57 4.27
OG0006737 1.66 0.46 0.46
OG0006739 2.79 1.23 2.92
OG0006740 1.20 0.42 1.04
OG0006741 1.56 1.22 1.56
OG0006742 3.77 2.64 4.44
OG0006743 5.37 0.98 5.71
OG0006744 4.34 2.35 5.36
OG0006745 27.99 3.71 110.68
OG0006746 4.17 12.03 10.27
OG0006747 1.71 1.13 2.02
OG0006748 0.84 1.40 1.12
OG0006749 3.87 1.21 3.84
OG0006750 23.60 28.78 3.46
OG0006751 5.20 1.77 4.31
OG0006752 5.54 3.82 3.48
OG0006753 6.00 0.73 5.90
OG0006754 3.02 0.74 3.02
OG0006756 1.36 1.70 1.84
OG0006757 3.49 2.13 4.04
OG0006758 7.96 4.58 5.72
OG0006759 4.76 3.25 4.53
OG0006760 2.46 1.55 2.74
OG0006761 8.01 0.85 8.01
OG0006762 3.03 35.84 53.08
OG0006763 2.57 0.90 2.70
OG0006764 6.71 5.67 2.78
OG0006765 1.98 0.52 2.09
OG0006766 14.28 2.14 14.03
OG0006767 3.98 1.17 3.73
OG0006768 6.72 5.86 3.06
OG0006769 5.46 2.31 5.85
OG0006770 2.73 1.36 2.95
OG0006771 89.48 1.35 90.47
OG0006772 1.46 1.00 1.55
OG0006773 32.06 109.19 19.16
OG0006774 7.36 1.06 7.45
OG0006775 15.97 3.89 8.37
OG0006776 0.58 0.41 0.46
OG0006777 1.31 0.62 1.44
OG0006778 2.85 1.22 3.55
OG0006779 2.00 1.33 1.61
OG0006780 2.67 1.02 2.49
OG0006781 5.83 129.32 61.01
OG0006782 2.11 0.65 2.13
OG0006783 4.18 1.41 4.28
OG0006784 1.99 1.70 1.62
OG0006785 9.35 5.71 3.51
OG0006786 2.88 6.81 5.26
OG0006787 4.00 2.63 3.44
OG0006788 1.33 0.44 1.48
OG0006789 1.00 0.89 0.84
OG0006790 66.67 62.14 80.38
OG0006791 4.24 3.80 5.16
OG0006792 1.98 0.98 2.12
OG0006793 3.53 2.16 4.23
OG0006794 3.68 2.40 4.11
OG0006795 3.31 0.84 3.03
OG0006796 13.00 1.45 1.45
OG0006797 5.60 3.19 5.90
OG0006798 8.99 2.61 8.53
OG0006799 2.48 1.02 2.71
OG0006800 2.62 1.04 2.64
OG0006801 2.67 0.82 1.84
OG0006802 5.46 1.95 5.03
OG0006803 4.61 2.66 4.12
OG0006804 1.20 0.20 1.40
OG0006805 1.72 1.49 2.07
OG0006806 39.71 23.26 1.83
OG0006807 2.46 2.93 5.70
OG0006808 30.70 1.79 30.13
OG0006809 1.58 1.49 2.10
OG0006810 2.34 1.09 1.78
OG0006811 3.30 3.05 3.24
OG0006812 2.99 0.95 2.33
OG0006813 1.47 1.08 1.62
OG0006814 5.01 180.43 175.15
OG0006816 3.75 6.34 8.24
OG0006817 6.98 6.56 1.62
OG0006818 1.52 7.13 4.78
OG0006819 2.80 3.12 4.08
OG0006820 16.01 8.17 3.59
OG0006821 6.10 1.27 6.34
OG0006822 1.48 1.14 1.60
OG0006824 3.17 2.67 3.67
OG0006825 4.26 1.74 3.69
OG0006826 2.98 1.23 2.65
OG0006827 2.81 2.36 2.64
OG0006828 2.54 0.86 2.54
OG0006830 3.62 1.90 3.77
OG0006831 6.51 3.33 6.51
OG0006832 3.35 1.04 4.19
OG0006833 2.26 0.98 2.82
OG0006834 1.36 0.90 1.62
OG0006835 3.66 2.50 3.66
OG0006836 3.19 2.40 2.70
OG0006837 6.94 3.39 4.75
OG0006838 2.60 1.19 2.60
OG0006839 5.15 1.38 5.34
OG0006840 6.72 2.12 8.52
OG0006841 3.69 1.66 3.73
OG0006842 7.50 2.70 7.53
OG0006843 8.95 2.12 8.49
OG0006844 3.59 1.40 3.33
OG0006845 4.15 2.05 4.87
OG0006846 2.33 1.01 2.63
OG0006847 13.37 1.69 11.49
OG0006848 6.62 3.16 8.48
OG0006849 8.21 11.23 3.80
OG0006851 7.40 1.40 7.40
OG0006852 1.76 2.02 2.02
OG0006853 5.38 2.75 6.59
OG0006854 3.22 1.79 3.03
OG0006855 13.03 2.53 13.64
OG0006856 17.41 4.69 22.62
OG0006857 2.50 2.33 4.00
OG0006858 10.55 5.07 7.73
OG0006859 1.69 0.92 1.90
OG0006860 3.77 3.05 4.34
OG0006861 0.88 0.78 0.79
OG0006862 5.86 1.61 6.32
OG0006863 2.26 1.46 2.83
OG0006864 2.62 2.09 1.91
OG0006865 3.67 2.09 3.94
OG0006866 26.21 3.37 25.31
OG0006867 3.25 1.17 3.57
OG0006868 4.75 4.68 2.03
OG0006869 2.41 2.03 3.16
OG0006870 2.28 0.66 3.04
OG0006871 4.80 3.74 4.98
OG0006872 3.44 8.31 5.18
OG0006873 3.84 2.02 4.33
OG0006874 3.74 0.84 3.45
OG0006875 2.14 1.58 2.50
OG0006876 5.12 1.95 5.25
OG0006877 1.62 0.56 1.37
OG0006878 2.35 1.35 2.35
OG0006880 5.53 2.26 5.13
OG0006881 2.07 1.02 2.06
OG0006882 3.74 1.86 4.62
OG0006883 1.44 0.52 1.97
OG0006884 1.93 1.17 1.93
OG0006885 3.45 14.58 14.04
OG0006886 5.32 1.63 4.82
OG0006887 1.50 0.92 2.07
OG0006889 5.12 2.83 5.31
OG0006890 6.85 2.40 7.45
OG0006892 12.25 4.95 7.95
OG0006893 63.55 1.95 63.55
OG0006894 6.44 5.47 2.53
OG0006895 9.98 1.78 10.16
OG0006896 2.27 2.55 2.90
OG0006897 4.26 2.02 5.98
OG0006898 4.48 4.25 5.44
OG0006899 2.31 0.19 2.11
OG0006900 3.13 1.65 3.48
OG0006901 2.51 1.51 2.58
OG0006902 2.16 0.75 1.69
OG0006903 1.75 0.94 1.82
OG0006904 2.76 1.67 2.49
OG0006905 3.69 2.53 3.79
OG0006906 3.56 2.18 3.78
OG0006907 7.27 0.90 7.48
OG0006908 7.26 3.78 6.58
OG0006909 11.51 18.42 30.87
OG0006910 1.78 1.50 1.33
OG0006911 1.79 0.59 1.59
OG0006912 4.73 0.54 4.73
OG0006913 1.18 0.66 1.78
OG0006915 1.12 1.42 2.40
OG0006916 5.43 2.38 3.03
OG0006917 2.98 2.34 3.28
OG0006918 3.80 1.66 4.00
OG0006919 7.04 2.13 6.94
OG0006920 13.79 12.81 13.45
OG0006921 3.09 1.01 3.09
OG0006922 2.33 2.33 3.77
OG0006923 2.76 1.76 3.57
OG0006924 1.36 1.54 1.05
OG0006925 5.31 0.82 4.43
OG0006926 6.57 2.37 5.83
OG0006927 2.27 5.93 1.89
OG0006928 15.24 11.47 3.30
OG0006929 3.13 1.30 2.44
OG0006930 2.90 1.71 3.55
OG0006931 4.17 2.60 4.26
OG0006932 4.74 2.30 4.91
OG0006933 6.47 2.39 6.01
OG0006934 7.18 5.62 11.89
OG0006935 6.44 11.95 4.79
OG0006936 8.05 66.59 69.76
OG0006937 1.94 0.79 2.07
OG0006938 3.32 1.44 3.32
OG0006939 4.29 1.63 4.29
OG0006940 4.51 2.24 4.62
OG0006941 3.66 1.56 3.37
OG0006942 14.41 14.77 19.98
OG0006943 5.83 5.83 8.54
OG0006944 0.37 0.62 0.39
OG0006945 2.43 0.60 2.43
OG0006946 4.04 2.38 3.93
OG0006947 4.14 0.66 3.98
OG0006948 3.17 1.41 3.06
OG0006949 6.85 0.90 6.85
OG0006950 2.21 1.10 1.37
OG0006951 4.17 2.80 4.21
OG0006952 13.77 3.78 10.81
OG0006953 6.20 3.24 5.65
OG0006955 2.48 1.25 2.65
OG0006956 21.97 16.22 79.94
OG0006957 4.62 2.66 2.81
OG0006958 3.12 4.70 2.83
OG0006959 2.18 0.87 2.05
OG0006960 5.24 1.57 5.69
OG0006961 7.55 3.92 8.24
OG0006962 1.49 2.24 1.04
OG0006963 2.18 1.18 2.33
OG0006964 2.68 1.14 3.38
OG0006966 2.87 1.55 3.41
OG0006967 2.00 1.55 2.23
OG0006968 2.71 1.22 3.02
OG0006969 1.58 1.37 1.47
OG0006971 8.27 1.51 9.40
OG0006972 4.71 1.91 3.52
OG0006973 3.24 1.10 2.91
OG0006974 5.46 3.07 7.09
OG0006975 9.56 2.22 2.22
OG0006976 10.10 9.22 3.43
OG0006977 3.69 2.46 2.22
OG0006978 4.39 2.54 6.40
OG0006979 2.78 1.38 3.07
OG0006980 1.53 0.12 1.75
OG0006981 3.39 1.81 3.37
OG0006982 1.94 1.08 2.05
OG0006984 1.72 25.77 22.27
OG0006985 0.86 8.83 7.92
OG0006986 16.93 18.25 9.62
OG0006987 4.27 1.07 4.58
OG0006988 2.19 1.27 2.32
OG0006989 5.85 0.31 6.18
OG0006990 6.80 4.70 4.45
OG0006991 18.44 5.57 3.47
OG0006992 3.14 1.14 3.14
OG0006993 6.26 4.39 6.65
OG0006994 2.21 1.85 3.23
OG0006995 15.95 2.53 11.97
OG0006996 4.09 4.23 4.74
OG0006997 3.40 1.15 3.37
OG0006998 4.62 2.53 5.14
OG0006999 3.88 3.88 5.96
OG0007000 0.53 0.39 0.53
OG0007001 2.83 1.28 3.19
OG0007002 3.95 2.17 4.65
OG0007003 8.51 3.93 8.76
OG0007004 2.75 2.42 3.71
OG0007005 1.41 1.06 1.55
OG0007006 2.99 1.25 3.60
OG0007007 2.23 1.13 2.49
OG0007008 9.55 8.73 3.51
OG0007009 0.97 0.73 1.46
OG0007010 3.54 1.85 2.90
OG0007011 7.69 3.61 6.46
OG0007012 7.81 1.82 8.57
OG0007013 1.04 1.27 0.88
OG0007014 2.16 0.83 2.34
OG0007015 0.86 0.78 0.86
OG0007016 2.32 1.54 2.39
OG0007018 99.00 84.40 124.99
OG0007019 12.92 -0.00 12.92
OG0007020 3.68 3.41 1.82
OG0007021 2.91 1.29 2.34
OG0007022 3.77 0.42 4.45
OG0007023 1.25 0.53 1.43
OG0007024 1.92 1.05 1.75
OG0007025 33.16 140.44 21.79
OG0007026 5.32 0.98 5.56
OG0007027 1.62 0.72 1.16
OG0007028 2.03 1.66 2.26
OG0007029 5.52 1.19 4.75
OG0007030 29.08 4.26 29.50
OG0007031 10.84 6.11 5.10
OG0007032 2.23 2.42 3.13
OG0007033 2.87 0.97 2.75
OG0007034 1.53 0.93 2.31
OG0007035 2.61 4.12 5.70
OG0007036 1.73 0.91 1.62
OG0007037 2.12 1.08 2.14
OG0007038 4.72 1.02 4.40
OG0007040 57.30 58.34 5.08
OG0007041 4.84 9.53 12.93
OG0007043 1.37 1.04 1.37
OG0007044 2.69 1.45 2.22
OG0007045 4.54 3.94 6.51
OG0007046 2.83 2.31 3.42
OG0007047 1.75 1.11 1.67
OG0007048 2.15 1.46 2.01
OG0007050 20.71 14.28 4.01
OG0007051 10.23 8.07 8.17
OG0007052 6.07 2.81 7.06
OG0007053 2.75 3.27 4.03
OG0007054 1.25 1.50 2.32
OG0007055 0.94 0.94 1.90
OG0007056 2.87 1.94 2.94
OG0007057 77.14 75.24 7.64
OG0007058 21.64 1.50 22.42
OG0007059 3.06 1.72 2.88
OG0007061 3.18 2.67 3.10
OG0007062 4.65 3.63 4.45
OG0007063 5.46 1.44 5.84
OG0007064 5.63 3.54 4.26
OG0007065 1.40 0.84 1.40
OG0007066 1.92 0.85 1.71
OG0007067 3.28 1.59 3.52
OG0007068 2.52 1.05 2.86
OG0007069 5.84 4.31 5.69
OG0007070 1.81 0.90 2.27
OG0007071 4.60 8.72 10.86
OG0007072 3.80 3.02 2.33
OG0007073 2.86 1.30 2.55
OG0007074 1.43 0.68 1.26
OG0007075 6.83 4.86 4.23
OG0007076 3.24 1.41 2.99
OG0007077 1.98 1.78 2.98
OG0007078 2.14 1.86 2.51
OG0007079 1.35 4.78 5.51
OG0007080 3.76 2.49 4.63
OG0007081 2.80 1.14 2.73
OG0007083 2.28 1.19 2.61
OG0007084 5.03 0.83 5.14
OG0007085 5.22 7.07 1.53
OG0007086 6.79 3.56 8.02
OG0007087 2.40 0.85 2.04
OG0007088 2.08 1.26 2.27
OG0007089 3.46 1.12 3.50
OG0007090 7.05 3.15 4.68
OG0007091 3.21 1.83 3.56
OG0007092 2.20 1.78 2.20
OG0007093 2.34 0.93 2.82
OG0007094 5.75 3.11 6.63
OG0007095 1.48 1.04 1.93
OG0007096 3.66 2.02 3.05
OG0007097 11.62 4.56 11.62
OG0007098 12.24 44.59 4.16
OG0007099 6.03 2.91 6.71
OG0007100 7.94 1.67 7.72
OG0007101 5.50 1.43 6.26
OG0007102 1.79 1.43 2.61
OG0007103 1.55 1.05 1.16
OG0007104 1.78 0.99 1.70
OG0007105 0.74 0.33 0.74
OG0007106 2.63 2.30 3.41
OG0007107 3.74 2.60 3.42
OG0007108 3.97 1.44 4.48
OG0007109 4.21 3.86 2.03
OG0007110 6.57 3.50 6.27
OG0007111 5.41 1.15 5.31
OG0007112 7.80 3.24 7.80
OG0007113 9.24 2.76 3.96
OG0007114 4.66 1.96 4.84
OG0007115 11.17 7.04 15.80
OG0007116 1.83 0.63 1.59
OG0007117 5.07 3.00 3.25
OG0007118 32.95 1.35 33.72
OG0007119 2.99 10.36 12.63
OG0007120 2.54 3.47 6.98
OG0007121 2.93 1.22 2.73
OG0007122 3.01 0.67 3.58
OG0007123 13.45 9.25 7.41
OG0007124 2.66 1.32 3.03
OG0007125 3.71 1.08 4.43
OG0007126 11.32 2.00 9.99
OG0007127 4.20 87.08 46.38
OG0007128 2.22 1.30 1.99
OG0007129 2.94 2.94 4.32
OG0007130 1.58 1.10 1.86
OG0007131 6.07 2.86 6.03
OG0007132 11.18 7.60 9.11
OG0007133 2.94 1.17 3.28
OG0007134 5.17 2.18 5.31
OG0007135 3.07 0.69 2.79
OG0007136 5.04 1.52 4.57
OG0007137 13.80 15.00 7.46
OG0007139 2.40 1.13 2.61
OG0007140 8.13 4.62 6.03
OG0007141 1.71 0.97 2.37
OG0007142 2.95 1.41 3.44
OG0007143 3.30 1.46 2.96
OG0007144 0.84 0.76 0.99
OG0007145 2.22 1.53 2.04
OG0007146 8.59 1.06 9.29
OG0007147 4.82 2.11 5.19
OG0007148 6.54 2.54 4.41
OG0007149 3.96 3.84 4.73
OG0007150 2.30 1.43 2.70
OG0007151 3.45 1.88 4.00
OG0007152 2.88 1.32 2.74
OG0007153 30.21 32.23 9.53
OG0007154 8.70 3.82 9.11
OG0007155 1.61 0.48 1.12
OG0007156 2.74 3.73 4.29
OG0007157 3.13 0.93 3.40
OG0007158 4.52 2.07 4.16
OG0007159 5.71 7.34 10.12
OG0007160 2.19 1.51 2.48
OG0007161 5.31 2.37 6.62
OG0007162 1.43 0.88 1.26
OG0007163 1.30 1.18 2.50
OG0007164 6.35 3.37 5.77
OG0007165 4.17 1.26 4.29
OG0007166 4.87 0.98 3.80
OG0007167 1.95 1.29 1.29
OG0007168 13.07 15.96 15.96
OG0007169 4.93 1.90 4.32
OG0007170 1.77 0.88 2.37
OG0007171 1.89 1.64 2.44
OG0007172 5.66 0.95 5.33
OG0007173 120.71 6.83 3.63
OG0007174 0.89 0.93 0.84
OG0007175 4.13 10.82 2.31
OG0007176 4.78 1.50 5.24
OG0007177 3.37 1.33 3.57
OG0007178 1.06 0.84 1.06
OG0007179 1.97 3.95 2.26
OG0007180 66.82 63.76 3.53
OG0007181 3.93 6.47 8.20
OG0007182 6.32 2.05 6.32
OG0007183 23.07 7.85 13.82
OG0007184 2.80 1.71 2.50
OG0007185 1.64 0.61 1.64
OG0007186 7.63 3.24 8.60
OG0007187 13.66 12.20 13.52
OG0007188 2.56 0.96 2.25
OG0007189 3.02 2.46 2.74
OG0007190 3.09 1.05 3.87
OG0007191 0.13 0.19 0.32
OG0007192 2.57 1.86 2.65
OG0007193 4.58 1.44 4.37
OG0007194 1.94 1.09 1.64
OG0007195 4.21 4.21 1.73
OG0007196 2.11 1.29 1.62
OG0007197 3.43 4.92 7.17
OG0007198 2.03 1.85 1.91
OG0007199 6.53 5.16 4.95
OG0007200 6.61 2.05 4.42
OG0007202 3.74 1.05 3.66
OG0007203 4.90 2.37 3.72
OG0007204 2.81 1.90 2.93
OG0007205 3.13 1.44 2.92
OG0007206 3.35 1.65 6.16
OG0007207 2.14 1.19 2.11
OG0007208 0.94 0.94 0.94
OG0007209 2.09 0.69 2.26
OG0007210 14.35 10.66 10.35
OG0007211 4.35 35.11 31.81
OG0007212 4.80 2.40 4.36
OG0007213 2.10 1.35 2.35
OG0007214 2.82 1.40 2.95
OG0007215 2.88 2.19 2.72
OG0007216 8.83 10.01 12.67
OG0007218 117.22 111.74 6.58
OG0007219 5.30 4.79 1.82
OG0007220 1.80 0.96 1.93
OG0007221 2.59 1.02 3.67
OG0007222 2.33 2.79 2.53
OG0007223 5.77 3.27 2.04
OG0007224 9.29 4.60 9.84
OG0007225 4.58 4.62 5.56
OG0007226 59.56 50.05 79.96
OG0007227 0.81 0.81 0.81
OG0007228 4.42 2.05 4.42
OG0007229 3.06 3.87 4.53
OG0007230 11.94 10.48 1.18
OG0007231 0.98 2.33 2.10
OG0007232 1.32 0.99 1.02
OG0007233 6.10 3.56 7.10
OG0007234 2.71 0.73 2.56
OG0007235 9.79 1.79 10.14
OG0007236 2.86 1.44 2.99
OG0007237 1.49 0.89 0.89
OG0007238 13.31 3.41 12.61
OG0007239 6.61 1.53 2.69
OG0007240 4.32 2.61 4.81
OG0007241 4.50 1.54 4.25
OG0007242 3.35 1.96 3.57
OG0007243 2.91 1.67 3.06
OG0007244 13.20 12.67 1.31
OG0007245 1.58 0.85 1.46
OG0007246 8.35 4.98 8.64
OG0007247 2.73 1.59 2.37
OG0007248 2.17 1.29 3.03
OG0007249 2.16 1.29 5.66
OG0007250 6.52 4.09 8.57
OG0007251 2.81 0.96 3.38
OG0007252 26.54 0.85 18.40
OG0007253 4.87 2.44 4.52
OG0007255 4.50 4.36 4.31
OG0007256 2.86 1.54 2.85
OG0007257 1.47 1.47 1.47
OG0007258 3.29 0.81 2.39
OG0007259 2.33 1.51 2.09
OG0007260 1.50 0.30 1.77
OG0007261 1.35 0.98 1.35
OG0007262 1.53 0.65 1.75
OG0007263 4.38 3.30 3.79
OG0007264 4.27 2.31 4.03
OG0007265 4.49 2.50 4.72
OG0007266 13.13 3.37 13.83
OG0007267 7.55 5.93 8.73
OG0007268 8.22 19.84 70.83
OG0007269 2.29 1.24 3.27
OG0007270 32.36 32.22 8.09
OG0007271 4.58 3.46 5.04
OG0007272 7.88 5.49 4.79
OG0007273 48.74 49.33 8.76
OG0007274 4.95 1.70 5.24
OG0007276 9.51 10.05 12.55
OG0007277 6.66 6.54 4.46
OG0007278 1.76 1.06 1.90
OG0007279 3.41 1.12 2.77
