OG BGM_model BGM_dNdS BGM_t BGM_dN BGM_dS BAT_model BAT_dNdS BAT_t BAT_dN BAT_dS BRO_model BRO_dNdS BRO_t BRO_dN BRO_dS
OG0003076 general 0.2127 0.012 0.0022 0.0103 general 0.2127 0.013 0.0023 0.0106 general 0.2127 0.027 0.0047 0.0223
OG0003077 general 0.1962 0.005 0.0008 0.0040 general 0.1962 0.011 0.0019 0.0099 general 0.1962 0.033 0.0056 0.0285
OG0003078 general 0.0692 0.002 0.0002 0.0023 general 0.0692 0.008 0.0008 0.0109 general 0.0692 0.000 0.0000 0.0000
OG0003080 general 0.0833 0.085 0.0114 0.1364 general 0.0833 0.000 0.0000 0.0000 general 0.0833 0.032 0.0042 0.0507
OG0003081 general 0.1335 0.018 0.0032 0.0238 general 0.1335 0.015 0.0026 0.0194 general 0.1335 0.111 0.0192 0.1435
OG0003082 alternative 0.1347 0.092 0.0124 0.0920 alternative 0.8138 0.160 0.0505 0.0621 alternative 8.9004 0.000 0.0000 0.0000
OG0003083 alternative 0.2504 0.047 0.0098 0.0391 alternative 0.2112 0.007 0.0014 0.0066 alternative 0.0299 0.100 0.0044 0.1469
OG0003084 general 0.1796 0.015 0.0022 0.0121 general 0.1796 0.010 0.0015 0.0082 general 0.1796 0.021 0.0030 0.0167
OG0003086 general 0.1117 0.016 0.0020 0.0175 general 0.1117 0.016 0.0020 0.0176 general 0.1117 0.015 0.0019 0.0169
OG0003087 general 0.0379 0.007 0.0005 0.0125 general 0.0379 0.008 0.0006 0.0154 general 0.0379 0.022 0.0015 0.0406
OG0003088 general 0.0852 0.016 0.0016 0.0183 general 0.0852 0.015 0.0014 0.0169 general 0.0852 0.047 0.0045 0.0532
OG0003089 general 0.1799 0.004 0.0008 0.0043 general 0.1799 0.007 0.0014 0.0079 general 0.1799 0.024 0.0051 0.0285
OG0003091 general 0.2040 0.007 0.0011 0.0055 general 0.2040 0.008 0.0014 0.0068 general 0.2040 0.002 0.0004 0.0020
OG0003092 alternative 0.1816 0.006 0.0009 0.0049 alternative 0.5790 0.049 0.0138 0.0239 alternative 0.0975 0.007 0.0008 0.0077
OG0003093 general 0.2553 0.012 0.0022 0.0087 general 0.2553 0.004 0.0007 0.0026 general 0.2553 0.000 0.0000 0.0000
OG0003094 general 0.1058 0.004 0.0005 0.0052 general 0.1058 0.028 0.0036 0.0341 general 0.1058 0.010 0.0013 0.0126
OG0003096 alternative 0.1058 0.003 0.0005 0.0047 alternative 0.0001 0.006 0.0000 0.0149 alternative 0.0405 0.037 0.0028 0.0689
OG0003097 general 0.2157 0.000 0.0000 0.0000 general 0.2157 0.214 0.0398 0.1845 general 0.2157 0.074 0.0138 0.0640
OG0003098 alternative 0.0653 0.009 0.0006 0.0096 alternative 0.6645 0.011 0.0032 0.0048 alternative 0.0933 0.016 0.0015 0.0158
OG0003099 general 0.1485 0.007 0.0014 0.0094 general 0.1485 0.011 0.0020 0.0137 general 0.1485 0.031 0.0058 0.0393
OG0003100 general 0.2384 0.002 0.0003 0.0014 general 0.2384 0.035 0.0060 0.0250 general 0.2384 0.009 0.0015 0.0065
OG0003101 general 0.0487 0.005 0.0003 0.0061 general 0.0487 0.008 0.0004 0.0088 general 0.0487 0.011 0.0006 0.0129
OG0003103 general 0.0747 0.010 0.0009 0.0121 general 0.0747 0.024 0.0021 0.0280 general 0.0747 0.034 0.0029 0.0394
OG0003105 general 0.0464 0.011 0.0008 0.0163 general 0.0464 0.017 0.0011 0.0247 general 0.0464 0.032 0.0022 0.0477
OG0003108 alternative 0.6512 0.037 0.0109 0.0167 alternative 0.0552 0.007 0.0004 0.0078 alternative 999.0000 0.000 0.0001 0.0000
OG0003109 general 0.0056 0.007 0.0001 0.0109 general 0.0056 0.005 0.0000 0.0075 general 0.0056 0.012 0.0001 0.0182
OG0003111 general 0.2449 0.014 0.0026 0.0104 general 0.2449 0.015 0.0027 0.0111 general 0.2449 0.000 0.0000 0.0000
OG0003112 general 0.2137 0.011 0.0020 0.0092 general 0.2137 0.009 0.0015 0.0071 general 0.2137 0.027 0.0047 0.0220
OG0003113 general 0.0394 0.004 0.0003 0.0089 general 0.0394 0.003 0.0003 0.0072 general 0.0394 0.012 0.0011 0.0283
OG0003114 general 0.1161 0.000 0.0000 0.0000 general 0.1161 0.012 0.0013 0.0112 general 0.1161 0.049 0.0055 0.0474
OG0003117 alternative 0.1950 0.007 0.0013 0.0065 alternative 0.0001 0.004 0.0000 0.0065 alternative 999.0000 0.005 0.0021 0.0000
OG0003119 general 0.2727 0.014 0.0028 0.0102 general 0.2727 0.003 0.0007 0.0025 general 0.2727 0.013 0.0026 0.0097
OG0003120 alternative 0.3838 0.181 0.0471 0.1227 alternative 0.0903 0.024 0.0029 0.0316 alternative 0.1348 0.045 0.0071 0.0525
OG0003121 general 0.5414 0.040 0.0110 0.0203 general 0.5414 0.027 0.0074 0.0136 general 0.5414 0.000 0.0000 0.0000
OG0003122 alternative 1.9479 0.008 0.0030 0.0015 alternative 0.5159 0.118 0.0321 0.0621 alternative 0.4892 0.028 0.0075 0.0152
OG0003127 alternative 0.0980 0.015 0.0020 0.0199 alternative 0.0157 0.007 0.0002 0.0137 alternative 0.1810 0.049 0.0092 0.0510
OG0003129 general 0.1076 0.005 0.0006 0.0051 general 0.1076 0.010 0.0011 0.0098 general 0.1076 0.077 0.0083 0.0768
OG0003130 alternative 0.0257 0.010 0.0004 0.0152 alternative 1.2713 0.005 0.0016 0.0012 alternative 0.3052 0.208 0.0476 0.1559
OG0003131 alternative 0.5566 0.006 0.0016 0.0030 alternative 0.6164 0.046 0.0131 0.0213 alternative 0.0614 0.037 0.0024 0.0395
OG0003132 general 0.2356 0.002 0.0004 0.0018 general 0.2356 0.014 0.0025 0.0107 general 0.2356 0.010 0.0019 0.0080
OG0003133 general 0.1956 0.025 0.0050 0.0254 general 0.1956 0.008 0.0016 0.0080 general 0.1956 0.010 0.0019 0.0098
OG0003136 general 0.2380 0.006 0.0011 0.0045 general 0.2380 0.008 0.0015 0.0061 general 0.2380 0.038 0.0066 0.0279
OG0003137 alternative 0.0001 0.002 0.0000 0.0023 alternative 0.0001 0.006 0.0000 0.0077 alternative 0.3471 0.171 0.0383 0.1102
OG0003138 general 0.1099 0.009 0.0011 0.0101 general 0.1099 0.014 0.0018 0.0161 general 0.1099 0.024 0.0031 0.0282
OG0003139 general 0.1556 0.023 0.0039 0.0251 general 0.1556 0.049 0.0084 0.0542 general 0.1556 0.051 0.0087 0.0560
OG0003140 alternative 0.0001 0.004 0.0000 0.0157 alternative 0.0308 0.007 0.0006 0.0210 alternative 1.9885 0.000 0.0000 0.0000
OG0003141 alternative 0.0001 0.003 0.0000 0.0046 alternative 0.0001 0.002 0.0000 0.0029 alternative 1.0415 0.157 0.0529 0.0508
OG0003142 general 0.0571 0.012 0.0009 0.0155 general 0.0571 0.017 0.0012 0.0208 general 0.0571 0.024 0.0017 0.0303
OG0003144 general 0.0916 0.011 0.0017 0.0189 general 0.0916 0.011 0.0018 0.0197 general 0.0916 0.030 0.0048 0.0527
OG0003145 general 0.2734 0.002 0.0004 0.0013 general 0.2734 0.007 0.0014 0.0052 general 0.2734 0.011 0.0022 0.0079
OG0003146 general 0.2036 0.057 0.0098 0.0484 general 0.2036 0.012 0.0022 0.0106 general 0.2036 0.128 0.0222 0.1088
OG0003148 general 0.0479 0.002 0.0002 0.0042 general 0.0479 0.000 0.0000 0.0000 general 0.0479 0.009 0.0008 0.0166
OG0003151 general 0.1626 0.011 0.0020 0.0123 general 0.1626 0.018 0.0033 0.0200 general 0.1626 0.063 0.0115 0.0707
OG0003152 alternative 0.3261 0.013 0.0030 0.0092 alternative 999.0000 0.006 0.0025 0.0000 alternative 0.1054 0.030 0.0036 0.0338
OG0003153 general 0.2140 0.015 0.0024 0.0112 general 0.2140 0.012 0.0020 0.0091 general 0.2140 0.019 0.0031 0.0146
OG0003154 general 0.0681 0.005 0.0006 0.0093 general 0.0681 0.011 0.0013 0.0185 general 0.0681 0.156 0.0184 0.2696
OG0003156 general 0.1755 0.010 0.0015 0.0085 general 0.1755 0.006 0.0008 0.0048 general 0.1755 0.018 0.0027 0.0154
OG0003157 general 0.1537 0.000 0.0000 0.0000 general 0.1537 1.689 0.3469 2.2574 general 0.1537 0.035 0.0071 0.0465
OG0003159 general 0.1293 0.008 0.0013 0.0102 general 0.1293 0.019 0.0031 0.0239 general 0.1293 0.008 0.0012 0.0095
OG0003160 alternative 0.0301 0.009 0.0006 0.0204 alternative 0.1087 0.030 0.0049 0.0453 alternative 0.0590 0.026 0.0028 0.0482
OG0003161 general 0.4442 0.005 0.0013 0.0029 general 0.4442 0.007 0.0017 0.0039 general 0.4442 0.014 0.0034 0.0077
OG0003162 general 0.1548 0.014 0.0022 0.0142 general 0.1548 0.019 0.0031 0.0198 general 0.1548 0.220 0.0358 0.2310
OG0003163 general 0.2365 0.014 0.0025 0.0107 general 0.2365 0.030 0.0055 0.0233 general 0.2365 0.050 0.0091 0.0386
OG0003165 general 0.0351 0.010 0.0007 0.0192 general 0.0351 0.009 0.0006 0.0183 general 0.0351 0.028 0.0020 0.0556
OG0003166 general 0.0680 0.004 0.0003 0.0038 general 0.0680 0.006 0.0004 0.0061 general 0.0680 0.019 0.0013 0.0185
OG0003169 general 0.0696 0.015 0.0011 0.0159 general 0.0696 0.015 0.0010 0.0150 general 0.0696 0.061 0.0044 0.0630
OG0003170 general 0.0089 0.008 0.0001 0.0123 general 0.0089 0.006 0.0001 0.0086 general 0.0089 0.000 0.0000 0.0000
OG0003172 general 0.0803 0.011 0.0010 0.0129 general 0.0803 0.015 0.0014 0.0171 general 0.0803 0.029 0.0027 0.0334
OG0003174 alternative 0.7616 0.040 0.0123 0.0162 alternative 1.8013 0.000 0.0000 0.0000 alternative 0.0414 0.010 0.0005 0.0120
OG0003175 general 0.0510 0.005 0.0004 0.0072 general 0.0510 0.012 0.0008 0.0161 general 0.0510 0.021 0.0015 0.0287
OG0003176 alternative 0.2989 0.029 0.0059 0.0199 alternative 0.6152 0.017 0.0048 0.0079 alternative 0.1220 0.091 0.0103 0.0842
OG0003177 general 0.1996 0.015 0.0028 0.0140 general 0.1996 0.135 0.0254 0.1271 general 0.1996 0.021 0.0039 0.0194
OG0003178 general 0.1424 0.013 0.0022 0.0152 general 0.1424 0.015 0.0024 0.0169 general 0.1424 0.001 0.0002 0.0017
OG0003179 general 0.1395 0.018 0.0032 0.0229 general 0.1395 0.019 0.0033 0.0234 general 0.1395 0.000 0.0000 0.0000
OG0003180 general 0.3553 0.009 0.0020 0.0056 general 0.3553 0.006 0.0015 0.0042 general 0.3553 0.036 0.0083 0.0235
OG0003182 general 0.1073 0.006 0.0006 0.0059 general 0.1073 0.006 0.0006 0.0059 general 0.1073 0.034 0.0034 0.0321
OG0003183 general 0.0610 0.007 0.0005 0.0082 general 0.0610 0.009 0.0006 0.0099 general 0.0610 0.008 0.0005 0.0089
OG0003184 general 0.2368 0.014 0.0029 0.0124 general 0.2368 0.006 0.0013 0.0055 general 0.2368 0.006 0.0011 0.0048
OG0003185 general 0.0474 0.007 0.0006 0.0122 general 0.0474 0.004 0.0003 0.0066 general 0.0474 0.037 0.0029 0.0616
OG0003186 alternative 0.1827 0.008 0.0014 0.0075 alternative 0.2721 0.008 0.0017 0.0063 alternative 0.0001 0.003 0.0000 0.0043
OG0003187 general 0.0728 0.002 0.0002 0.0026 general 0.0728 0.014 0.0012 0.0167 general 0.0728 0.000 0.0000 0.0000
OG0003188 general 0.0336 0.010 0.0005 0.0149 general 0.0336 0.012 0.0006 0.0174 general 0.0336 0.018 0.0009 0.0264
OG0003189 general 0.2956 0.008 0.0018 0.0062 general 0.2956 0.002 0.0006 0.0019 general 0.2956 0.029 0.0064 0.0216
OG0003190 general 0.1203 0.005 0.0006 0.0050 general 0.1203 0.010 0.0011 0.0095 general 0.1203 0.020 0.0024 0.0203
OG0003194 alternative 0.4118 0.125 0.0323 0.0785 alternative 0.0863 0.026 0.0028 0.0319 alternative 0.1208 0.039 0.0053 0.0437
OG0003195 alternative 0.0227 0.015 0.0005 0.0234 alternative 0.0001 0.009 0.0000 0.0157 alternative 0.2522 0.366 0.0768 0.3045
OG0003196 general 0.1518 0.005 0.0006 0.0042 general 0.1518 0.009 0.0012 0.0080 general 0.1518 0.014 0.0019 0.0128
OG0003197 general 0.0905 0.030 0.0039 0.0428 general 0.0905 0.000 0.0000 0.0000 general 0.0905 0.048 0.0061 0.0677
OG0003198 general 0.1284 0.002 0.0003 0.0024 general 0.1284 0.003 0.0003 0.0027 general 0.1284 0.019 0.0024 0.0186
OG0003200 general 0.4705 0.015 0.0039 0.0083 general 0.4705 0.015 0.0037 0.0079 general 0.4705 0.021 0.0055 0.0116
OG0003201 general 0.1492 0.003 0.0004 0.0025 general 0.1492 0.005 0.0006 0.0042 general 0.1492 0.012 0.0015 0.0099
OG0003205 alternative 0.1342 0.014 0.0024 0.0179 alternative 0.0794 0.018 0.0022 0.0280 alternative 0.0560 0.026 0.0026 0.0457
OG0003207 general 0.2233 0.012 0.0021 0.0095 general 0.2233 0.006 0.0010 0.0046 general 0.2233 0.011 0.0019 0.0086
OG0003208 general 0.0559 0.005 0.0003 0.0060 general 0.0559 0.004 0.0003 0.0049 general 0.0559 0.003 0.0002 0.0028
OG0003209 general 0.0804 0.020 0.0031 0.0391 general 0.0804 0.019 0.0031 0.0380 general 0.0804 0.036 0.0057 0.0714
OG0003210 general 0.0989 0.007 0.0006 0.0065 general 0.0989 0.003 0.0003 0.0030 general 0.0989 0.019 0.0018 0.0178
OG0003211 general 0.0349 0.008 0.0005 0.0136 general 0.0349 0.014 0.0008 0.0234 general 0.0349 0.025 0.0014 0.0409
OG0003213 alternative 0.7616 0.118 0.0367 0.0482 alternative 0.0001 0.002 0.0000 0.0035 alternative 0.1210 0.048 0.0059 0.0490
OG0003214 general 0.4148 0.053 0.0138 0.0332 general 0.4148 0.027 0.0070 0.0168 general 0.4148 0.152 0.0395 0.0952
OG0003215 general 0.1330 0.014 0.0018 0.0134 general 0.1330 0.016 0.0020 0.0152 general 0.1330 0.021 0.0026 0.0195
OG0003217 alternative 0.0610 0.008 0.0006 0.0100 alternative 0.1133 0.011 0.0015 0.0128 alternative 0.1164 0.063 0.0082 0.0703
OG0003218 general 0.4148 0.011 0.0026 0.0063 general 0.4148 0.006 0.0014 0.0035 general 0.4148 0.024 0.0055 0.0134
OG0003221 alternative 0.0001 0.010 0.0000 0.0149 alternative 0.1134 0.026 0.0032 0.0283 alternative 0.0613 0.020 0.0015 0.0245
OG0003223 general 0.1703 0.000 0.0000 0.0000 general 0.1703 0.039 0.0059 0.0349 general 0.1703 0.171 0.0262 0.1537
OG0003224 alternative 0.2772 0.009 0.0018 0.0063 alternative 0.2854 0.010 0.0020 0.0068 alternative 0.1395 0.036 0.0045 0.0322
OG0003225 general 0.2709 0.009 0.0018 0.0067 general 0.2709 0.013 0.0026 0.0097 general 0.2709 0.023 0.0046 0.0171
OG0003226 general 0.1687 0.003 0.0005 0.0030 general 0.1687 0.030 0.0046 0.0274 general 0.1687 0.034 0.0051 0.0303
OG0003227 general 0.1452 0.029 0.0046 0.0320 general 0.1452 0.035 0.0056 0.0387 general 0.1452 0.073 0.0116 0.0800
OG0003228 alternative 0.0849 0.021 0.0028 0.0324 alternative 0.1933 0.068 0.0140 0.0726 alternative 0.1427 0.040 0.0071 0.0497
OG0003230 general 0.0945 0.007 0.0006 0.0065 general 0.0945 0.025 0.0023 0.0246 general 0.0945 0.047 0.0044 0.0469
OG0003231 alternative 0.4764 0.009 0.0023 0.0047 alternative 0.8250 0.006 0.0020 0.0024 alternative 0.6889 0.017 0.0049 0.0072
OG0003232 general 0.1135 0.004 0.0008 0.0071 general 0.1135 0.003 0.0006 0.0056 general 0.1135 0.008 0.0016 0.0140
OG0003233 alternative 0.0655 0.009 0.0008 0.0123 alternative 0.1511 0.007 0.0011 0.0073 alternative 0.3595 0.006 0.0014 0.0040
OG0003234 general 0.0826 0.000 0.0000 0.0004 general 0.0826 0.010 0.0013 0.0158 general 0.0826 0.078 0.0103 0.1245
OG0003235 general 0.0656 0.005 0.0003 0.0049 general 0.0656 0.011 0.0007 0.0114 general 0.0656 0.010 0.0007 0.0102
OG0003236 general 0.0236 0.003 0.0001 0.0029 general 0.0236 0.004 0.0001 0.0048 general 0.0236 0.011 0.0003 0.0122
OG0003237 general 0.1703 0.006 0.0008 0.0049 general 0.1703 0.014 0.0020 0.0115 general 0.1703 0.009 0.0013 0.0075
OG0003238 general 0.0741 0.005 0.0006 0.0076 general 0.0741 0.005 0.0006 0.0077 general 0.0741 0.037 0.0045 0.0612
OG0003239 general 0.2628 0.021 0.0045 0.0172 general 0.2628 0.012 0.0026 0.0098 general 0.2628 0.006 0.0014 0.0053
OG0003240 general 0.3302 0.032 0.0068 0.0205 general 0.3302 0.010 0.0021 0.0063 general 0.3302 0.017 0.0037 0.0111
OG0003241 general 0.0816 0.013 0.0011 0.0139 general 0.0816 0.011 0.0009 0.0114 general 0.0816 0.018 0.0015 0.0185
OG0003242 general 0.2005 0.007 0.0011 0.0053 general 0.2005 0.005 0.0008 0.0041 general 0.2005 0.011 0.0017 0.0084
OG0003243 general 0.0941 0.004 0.0004 0.0040 general 0.0941 0.012 0.0012 0.0127 general 0.0941 0.036 0.0035 0.0370
OG0003244 general 0.0681 0.017 0.0013 0.0188 general 0.0681 0.013 0.0010 0.0144 general 0.0681 0.033 0.0026 0.0374
OG0003246 alternative 0.0001 0.008 0.0000 0.0136 alternative 0.0399 0.006 0.0003 0.0087 alternative 0.1228 0.032 0.0043 0.0350
OG0003247 general 0.0210 0.017 0.0004 0.0186 general 0.0210 0.008 0.0002 0.0082 general 0.0210 0.016 0.0004 0.0176
OG0003250 general 0.0720 0.023 0.0023 0.0319 general 0.0720 0.011 0.0011 0.0149 general 0.0720 0.007 0.0007 0.0099
OG0003251 general 0.1668 0.010 0.0020 0.0121 general 0.1668 0.018 0.0038 0.0229 general 0.1668 0.028 0.0058 0.0347
OG0003252 general 0.1283 0.027 0.0033 0.0261 general 0.1283 0.004 0.0005 0.0037 general 0.1283 0.020 0.0025 0.0193
OG0003254 general 0.2319 0.004 0.0007 0.0031 general 0.2319 0.013 0.0021 0.0092 general 0.2319 0.039 0.0066 0.0284
OG0003255 general 0.0979 0.009 0.0011 0.0107 general 0.0979 0.007 0.0008 0.0083 general 0.0979 0.004 0.0004 0.0045
OG0003256 general 0.1763 0.025 0.0037 0.0208 general 0.1763 0.029 0.0043 0.0242 general 0.1763 0.024 0.0036 0.0205
OG0003257 alternative 0.0147 0.011 0.0002 0.0126 alternative 0.0001 0.002 0.0000 0.0021 alternative 44.2936 0.016 0.0073 0.0002
OG0003258 general 0.2234 0.074 0.0144 0.0644 general 0.2234 0.006 0.0011 0.0050 general 0.2234 0.051 0.0099 0.0445
OG0003260 alternative 0.5299 0.207 0.0570 0.1076 alternative 0.2807 0.034 0.0071 0.0253 alternative 0.1433 0.022 0.0030 0.0209
OG0003261 general 0.1363 0.007 0.0009 0.0065 general 0.1363 0.003 0.0004 0.0032 general 0.1363 0.012 0.0014 0.0106
OG0003262 alternative 0.0001 0.014 0.0000 0.0239 alternative 0.0001 0.011 0.0000 0.0194 alternative 0.0060 0.068 0.0007 0.1156
OG0003263 general 0.0181 0.000 0.0000 0.0000 general 0.0181 0.006 0.0002 0.0128 general 0.0181 0.000 0.0000 0.0000
OG0003266 alternative 0.3874 0.016 0.0035 0.0089 alternative 0.2333 0.013 0.0021 0.0088 alternative 0.1911 0.052 0.0069 0.0364
OG0003267 general 0.0227 0.005 0.0003 0.0114 general 0.0227 0.023 0.0011 0.0482 general 0.0227 0.033 0.0016 0.0686
OG0003268 general 0.1023 0.004 0.0003 0.0034 general 0.1023 0.004 0.0003 0.0034 general 0.1023 0.004 0.0004 0.0042
OG0003269 general 0.5281 0.022 0.0060 0.0113 general 0.5281 0.025 0.0068 0.0128 general 0.5281 0.306 0.0824 0.1561
OG0003270 general 0.1509 0.016 0.0028 0.0183 general 0.1509 0.019 0.0032 0.0215 general 0.1509 0.058 0.0101 0.0668
OG0003271 general 0.0833 0.005 0.0005 0.0056 general 0.0833 0.006 0.0005 0.0061 general 0.0833 0.007 0.0007 0.0083
OG0003272 general 0.1075 0.006 0.0006 0.0055 general 0.1075 0.058 0.0060 0.0560 general 0.1075 0.021 0.0022 0.0208
OG0003273 general 0.0983 0.010 0.0011 0.0110 general 0.0983 0.009 0.0010 0.0102 general 0.0983 0.020 0.0022 0.0225
OG0003274 general 0.0089 0.005 0.0001 0.0065 general 0.0089 0.008 0.0001 0.0118 general 0.0089 0.000 0.0000 0.0000
OG0003275 general 0.0646 0.009 0.0008 0.0127 general 0.0646 0.009 0.0008 0.0118 general 0.0646 0.036 0.0032 0.0497
OG0003276 general 0.0531 0.000 0.0000 0.0000 general 0.0531 0.007 0.0004 0.0076 general 0.0531 0.025 0.0015 0.0280
OG0003277 general 0.0591 0.006 0.0005 0.0077 general 0.0591 0.007 0.0006 0.0102 general 0.0591 0.033 0.0027 0.0461
OG0003278 general 0.0965 0.002 0.0002 0.0019 general 0.0965 0.008 0.0009 0.0095 general 0.0965 0.010 0.0011 0.0115
OG0003279 general 0.0085 0.014 0.0002 0.0268 general 0.0085 0.009 0.0002 0.0179 general 0.0085 0.017 0.0003 0.0327
OG0003280 general 0.1063 0.011 0.0013 0.0125 general 0.1063 0.003 0.0003 0.0033 general 0.1063 0.051 0.0060 0.0563
OG0003281 alternative 0.0001 0.007 0.0000 0.0141 alternative 0.0001 0.011 0.0000 0.0208 alternative 0.0804 0.015 0.0017 0.0209
OG0003282 general 0.1729 0.010 0.0017 0.0096 general 0.1729 0.003 0.0005 0.0029 general 0.1729 0.019 0.0033 0.0191
OG0003283 alternative 0.1424 0.011 0.0015 0.0108 alternative 0.1479 0.011 0.0016 0.0108 alternative 0.2147 0.023 0.0043 0.0200
OG0003286 general 0.1477 0.022 0.0043 0.0288 general 0.1477 0.033 0.0064 0.0436 general 0.1477 0.000 0.0000 0.0000
OG0003287 general 0.0430 0.000 0.0000 0.0000 general 0.0430 0.004 0.0002 0.0050 general 0.0430 0.019 0.0010 0.0225
OG0003288 alternative 0.3281 0.081 0.0186 0.0566 alternative 0.1614 0.009 0.0014 0.0088 alternative 0.1279 0.018 0.0024 0.0189
OG0003290 general 0.2070 0.011 0.0019 0.0090 general 0.2070 0.025 0.0045 0.0219 general 0.2070 0.036 0.0064 0.0311
OG0003291 general 0.0162 0.010 0.0002 0.0137 general 0.0162 0.010 0.0002 0.0134 general 0.0162 0.017 0.0004 0.0236
OG0003292 general 0.0111 0.011 0.0001 0.0126 general 0.0111 0.012 0.0001 0.0127 general 0.0111 0.003 0.0000 0.0031
OG0003293 general 0.0156 0.005 0.0001 0.0078 general 0.0156 0.011 0.0003 0.0165 general 0.0156 0.001 0.0000 0.0015
OG0003295 general 0.0520 0.007 0.0006 0.0106 general 0.0520 0.014 0.0011 0.0202 general 0.0520 0.053 0.0040 0.0765
OG0003302 general 0.1142 0.004 0.0005 0.0040 general 0.1142 0.006 0.0007 0.0061 general 0.1142 0.105 0.0120 0.1055
OG0003303 general 0.1267 0.006 0.0008 0.0059 general 0.1267 0.006 0.0007 0.0055 general 0.1267 0.003 0.0003 0.0024
OG0003304 alternative 0.0360 0.007 0.0003 0.0095 alternative 0.0001 0.006 0.0000 0.0099 alternative 0.3512 0.045 0.0107 0.0303
OG0003305 alternative 0.4424 0.011 0.0028 0.0062 alternative 0.1759 0.017 0.0028 0.0157 alternative 0.2543 0.060 0.0122 0.0480
OG0003306 general 0.1244 0.008 0.0010 0.0079 general 0.1244 0.010 0.0012 0.0096 general 0.1244 0.022 0.0026 0.0208
OG0003307 general 0.0109 0.008 0.0001 0.0104 general 0.0109 0.007 0.0001 0.0102 general 0.0109 0.008 0.0001 0.0104
OG0003308 general 0.0402 0.011 0.0007 0.0183 general 0.0402 0.030 0.0021 0.0520 general 0.0402 0.064 0.0044 0.1093
OG0003309 general 0.0782 0.004 0.0004 0.0049 general 0.0782 0.014 0.0013 0.0161 general 0.0782 0.024 0.0022 0.0281
OG0003311 alternative 0.2645 0.031 0.0057 0.0215 alternative 2.4356 0.000 0.0000 0.0000 alternative 0.6292 0.307 0.0875 0.1391
OG0003312 general 0.2012 0.007 0.0011 0.0055 general 0.2012 0.008 0.0012 0.0061 general 0.2012 0.055 0.0085 0.0422
OG0003313 general 0.0436 0.010 0.0006 0.0136 general 0.0436 0.002 0.0001 0.0029 general 0.0436 0.007 0.0004 0.0101
OG0003316 alternative 0.0001 0.000 0.0000 0.0000 alternative 0.5895 0.365 0.1054 0.1788 alternative 0.0593 0.048 0.0035 0.0589
OG0003317 general 0.4363 0.008 0.0022 0.0050 general 0.4363 0.008 0.0021 0.0047 general 0.4363 0.019 0.0048 0.0109
OG0003319 general 0.3837 0.031 0.0075 0.0195 general 0.3837 0.026 0.0063 0.0165 general 0.3837 0.053 0.0129 0.0335
OG0003321 general 0.1062 0.013 0.0014 0.0130 general 0.1062 0.007 0.0007 0.0069 general 0.1062 0.026 0.0028 0.0264
OG0003322 general 0.2250 0.152 0.0303 0.1348 general 0.2250 0.132 0.0264 0.1172 general 0.2250 0.027 0.0054 0.0241
OG0003326 alternative 0.0001 0.021 0.0000 0.0268 alternative 999.0000 0.002 0.0010 0.0000 alternative 0.3276 0.202 0.0438 0.1338
OG0003327 general 0.0517 0.004 0.0002 0.0045 general 0.0517 0.002 0.0002 0.0029 general 0.0517 0.008 0.0005 0.0096
OG0003328 alternative 0.0866 0.014 0.0015 0.0172 alternative 0.0893 0.022 0.0024 0.0266 alternative 0.3604 0.129 0.0316 0.0876
OG0003329 general 0.2403 0.000 0.0000 0.0000 general 0.2403 0.039 0.0070 0.0292 general 0.2403 0.045 0.0081 0.0339
OG0003330 general 0.1375 0.000 0.0000 0.0000 general 0.1375 0.006 0.0009 0.0068 general 0.1375 0.013 0.0019 0.0138
OG0003332 general 0.1867 0.009 0.0017 0.0089 general 0.1867 0.008 0.0015 0.0081 general 0.1867 0.023 0.0044 0.0237
