OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0005243 55.93 80.93 56.25 80.57 56.38 80.41
OG0005244 51.92 90.38 56.51 88.36 54.97 86.09
OG0005245 45.70 73.44 48.72 83.83 47.63 78.95
OG0005248 46.04 59.08 47.41 60.00 46.04 60.07
OG0005249 42.71 84.14 43.36 86.01 43.60 81.82
OG0005251 61.62 80.68 61.66 85.52 65.34 79.14
OG0005252 45.61 79.02 52.14 80.86 46.22 78.78
OG0005253 45.64 65.09 46.00 68.00 45.65 64.98
OG0005255 47.30 71.89 48.90 76.80 41.90 30.28
OG0005256 50.27 60.99 51.25 65.35 49.78 57.70
OG0005258 43.34 79.79 44.49 82.02 42.24 77.88
OG0005259 67.48 94.27 66.81 91.95 68.48 95.22
OG0005260 52.44 92.54 53.92 93.59 53.57 92.30
OG0005261 40.60 68.42 40.30 62.69 41.73 67.67
OG0005263 45.48 40.34 45.63 40.86 45.37 39.82
OG0005264 48.87 61.67 49.72 63.13 49.00 61.48
OG0005265 55.33 77.05 55.74 80.74 55.31 76.42
OG0005266 38.60 61.40 38.26 62.93 38.60 61.40
OG0005267 45.18 36.36 42.16 35.29 42.50 34.17
OG0005268 62.80 83.79 61.15 91.77 60.79 91.43
OG0005270 46.78 48.86 48.00 45.54 47.00 48.72
OG0005271 44.66 58.45 45.17 66.74 44.28 63.76
OG0005272 45.60 64.44 45.42 65.49 48.01 76.55
OG0005273 45.86 60.43 46.58 62.23 45.88 60.57
OG0005274 54.80 86.00 55.65 91.21 57.63 89.41
OG0005275 48.52 79.88 48.53 84.41 44.30 89.94
OG0005276 43.06 39.18 43.21 38.68 43.06 38.78
OG0005277 43.48 43.48 44.10 42.86 43.79 43.48
OG0005279 49.90 70.02 47.91 63.50 47.35 61.90
OG0005281 46.18 49.57 46.13 47.94 46.09 48.84
OG0005282 43.21 77.35 43.55 78.75 42.00 83.11
OG0005283 37.64 72.00 39.22 74.56 37.50 71.84
OG0005284 40.06 60.51 41.03 61.15 40.32 61.94
OG0005285 56.05 84.64 60.91 86.58 62.98 82.55
OG0005286 52.27 69.23 54.11 73.94 54.99 77.13
OG0005289 50.28 78.69 47.87 87.94 50.14 80.74
OG0005290 50.63 69.18 51.75 64.91 51.39 62.96
OG0005292 57.35 95.88 58.91 87.26 63.55 82.58
OG0005293 57.14 85.71 57.58 89.26 57.32 85.36
OG0005294 51.91 85.00 52.64 86.84 51.63 81.70
OG0005295 50.17 88.47 53.18 86.77 50.99 83.44
OG0005299 58.26 75.05 58.89 77.66 58.32 75.05
OG0005300 49.46 52.72 49.83 54.29 49.68 53.02
OG0005301 46.02 50.73 46.57 52.47 44.63 48.35
OG0005302 42.98 74.85 45.07 59.21 43.81 83.96
OG0005303 41.41 66.41 41.74 68.60 39.27 55.45
OG0005304 59.51 94.56 60.67 95.30 59.71 94.95
OG0005305 49.31 71.79 51.29 75.11 49.71 71.57
OG0005306 59.98 94.10 60.44 94.52 61.53 95.15
OG0005307 49.43 39.26 50.85 40.58 49.43 39.21
OG0005308 61.14 79.01 58.77 68.60 61.64 79.93
OG0005309 48.64 53.33 48.28 53.32 48.77 54.32
OG0005310 54.04 80.12 54.33 80.71 54.04 79.53
OG0005311 44.39 43.73 44.71 43.99 44.39 43.86
OG0005312 50.03 61.02 50.98 64.34 50.25 61.48
OG0005313 48.79 67.15 49.04 71.57 52.14 75.21
OG0005314 49.13 82.61 49.80 85.94 49.09 83.52
OG0005315 52.49 95.62 54.24 96.44 54.39 93.59
OG0005317 52.29 62.75 51.95 63.87 53.42 72.88
OG0005318 54.08 90.85 53.88 89.86 50.00 78.61
OG0005321 43.16 55.10 43.57 60.96 43.08 54.77
OG0005322 41.88 58.73 42.91 62.63 55.56 73.15
OG0005323 44.09 59.40 44.43 63.70 44.25 60.37
OG0005324 50.42 83.44 50.83 85.33 50.75 84.17
OG0005325 44.82 73.32 44.52 75.89 44.82 73.32
OG0005326 58.39 94.89 59.01 95.38 59.68 96.42
OG0005327 44.26 59.56 44.02 60.54 44.02 58.92
OG0005328 55.22 84.33 51.91 87.88 54.06 90.68
OG0005329 45.10 41.49 45.23 43.81 45.10 41.49
OG0005330 53.81 79.22 54.56 81.32 54.04 79.97
OG0005331 49.93 85.80 50.22 87.43 49.93 86.35
OG0005332 52.48 88.18 52.50 87.50 52.06 86.67
OG0005333 49.71 82.09 49.63 82.23 47.51 78.78
OG0005334 54.82 93.40 56.15 97.54 54.83 94.10
OG0005335 50.35 57.64 49.65 59.72 50.00 56.85
OG0005338 50.70 68.53 51.06 68.31 47.72 61.40
OG0005339 44.30 42.28 43.62 41.61 43.29 40.27
OG0005340 43.30 67.86 46.72 74.86 45.90 73.22
OG0005341 46.62 90.06 44.81 86.21 44.53 87.28
OG0005343 46.07 59.92 45.87 60.33 46.07 59.92
OG0005344 50.45 74.83 51.46 78.20 50.11 74.61
OG0005345 39.85 41.12 40.10 44.16 37.31 41.54
OG0005346 51.01 92.28 51.97 89.14 51.16 88.06
OG0005348 46.81 61.78 46.81 61.78 47.17 63.56
OG0005349 46.88 71.88 46.12 70.20 42.95 54.70
OG0005350 53.49 100.00 53.47 97.70 54.40 99.08
OG0005351 53.05 86.31 54.21 91.19 53.26 88.51
OG0005352 47.50 83.46 47.12 86.54 47.31 83.08
OG0005353 39.68 50.32 40.00 51.61 40.00 49.68
OG0005354 46.07 44.31 46.38 43.53 45.95 44.86
OG0005356 46.92 60.77 47.31 67.77 45.01 60.32
OG0005357 55.40 69.63 56.15 68.65 56.42 71.70
OG0005361 47.10 54.23 47.46 56.25 46.90 55.43
OG0005362 42.94 82.21 45.43 80.95 44.32 72.89
OG0005363 50.52 59.82 50.77 60.87 50.13 59.79
OG0005364 55.21 92.49 55.33 92.49 49.49 89.45
OG0005365 48.50 83.78 47.70 84.19 47.00 85.27
OG0005366 52.45 91.11 52.81 91.47 52.72 91.29
OG0005367 46.71 87.88 46.03 90.65 48.72 84.90
OG0005368 50.87 89.86 49.27 90.04 51.64 90.40
OG0005369 46.01 76.35 46.01 78.35 46.51 87.60
OG0005370 43.29 35.92 41.74 36.21 43.26 35.34
OG0005371 45.30 67.60 45.30 69.34 45.47 67.60
OG0005372 53.64 21.76 53.53 23.58 54.35 20.78
OG0005374 47.91 73.96 48.95 77.62 48.25 76.92
OG0005376 54.96 77.05 56.75 79.23 56.15 77.08
OG0005377 43.45 64.13 43.98 65.33 43.43 63.50
OG0005378 64.96 92.52 66.26 91.87 65.75 92.13
OG0005379 48.48 62.90 48.73 64.84 48.21 63.39
OG0005381 46.92 72.50 48.10 81.60 44.96 67.69
OG0005382 45.68 46.99 45.68 46.62 45.99 46.02
OG0005383 44.19 31.69 44.43 32.75 43.55 31.90
OG0005384 45.91 49.86 46.63 56.06 45.48 53.69
OG0005385 50.82 81.91 51.61 83.52 51.18 83.30
OG0005387 43.80 57.26 43.90 57.89 43.73 56.75
OG0005389 44.91 78.70 46.15 76.92 45.37 77.78
OG0005390 44.71 71.90 45.07 74.09 44.51 75.38
OG0005391 50.53 82.31 53.49 82.86 50.00 77.96
OG0005392 47.01 67.16 50.70 80.37 49.53 81.78
OG0005393 41.61 80.00 43.58 55.08 41.94 80.13
OG0005394 44.32 45.41 43.89 46.72 44.10 44.98
OG0005395 52.70 84.17 51.97 77.70 52.70 83.40
OG0005396 55.92 86.94 56.49 88.42 54.39 87.82
OG0005397 51.61 78.71 49.05 83.81 50.57 77.44
OG0005398 53.74 89.54 54.27 89.72 53.69 89.20
OG0005399 45.03 41.56 45.16 44.37 44.93 41.93
OG0005400 42.15 84.29 42.66 90.99 45.98 78.76
OG0005402 51.11 75.64 52.23 81.51 50.46 78.34
OG0005403 54.08 91.43 56.10 91.80 54.42 90.96
OG0005404 54.10 73.36 54.71 78.28 53.47 73.17
OG0005406 55.39 90.45 55.27 90.87 56.03 89.61
OG0005407 60.89 80.71 59.87 78.98 59.95 78.65
OG0005408 50.93 80.19 50.31 82.36 50.53 80.24
OG0005409 44.87 68.87 45.59 69.85 44.87 67.88
OG0005412 56.41 73.35 54.12 78.30 55.73 74.24
OG0005413 61.60 87.77 59.80 92.86 61.95 87.42
OG0005414 49.26 83.44 50.86 89.63 50.58 90.20
OG0005415 54.13 56.49 51.91 61.59 50.48 65.30
OG0005416 48.19 75.32 49.29 75.84 48.66 75.94
OG0005417 39.26 68.71 45.67 79.33 39.26 69.33
OG0005418 40.49 35.21 35.85 30.19 40.49 33.10
OG0005419 49.61 95.31 46.59 93.23 49.61 92.97
OG0005420 58.65 94.10 58.65 97.13 58.70 94.91
OG0005421 54.93 96.81 55.73 95.31 54.97 97.31
OG0005423 49.90 78.74 49.89 84.50 49.68 79.74
OG0005425 41.30 40.04 41.97 41.78 41.39 41.20
OG0005426 52.13 60.37 51.30 60.42 51.49 60.20
OG0005427 50.28 78.98 50.28 81.48 50.00 81.53
OG0005428 50.39 48.06 50.96 47.69 50.58 47.67
OG0005429 55.34 92.62 54.96 91.35 55.73 90.00
OG0005431 48.78 69.52 47.50 72.30 48.18 62.52
OG0005432 49.57 68.18 48.86 68.75 49.50 75.91
OG0005433 54.81 93.32 53.53 93.53 55.33 94.13
OG0005434 50.71 40.94 50.65 41.34 50.73 41.21
OG0005435 65.73 95.16 64.49 93.48 66.67 93.08
OG0005436 54.62 80.74 55.27 85.09 57.12 84.29
OG0005437 47.64 43.97 49.30 46.91 47.75 44.21
OG0005438 49.54 54.44 53.40 69.75 49.77 53.76
OG0005440 49.35 63.50 49.45 61.62 49.25 62.15
OG0005441 41.68 75.12 41.85 76.44 49.15 62.02
OG0005442 43.95 79.84 43.87 79.26 43.83 78.61
OG0005443 53.68 89.14 55.89 90.97 53.98 86.32
OG0005444 38.08 32.56 38.21 33.59 37.81 30.17
OG0005446 45.80 79.77 46.32 77.92 46.57 73.08
OG0005448 49.68 80.45 52.24 90.38 49.66 80.89
OG0005449 48.15 76.96 49.28 85.85 49.52 81.53
OG0005451 54.32 80.11 54.15 80.60 51.68 75.50
OG0005452 58.14 77.27 58.27 80.83 58.05 77.24
OG0005453 55.36 93.83 57.19 96.96 55.27 94.00
OG0005454 45.21 37.03 45.02 36.84 45.11 37.03
OG0005455 49.76 64.11 48.50 71.17 47.90 69.07
OG0005456 48.27 77.44 48.09 79.83 48.37 78.25
OG0005458 41.10 48.63 41.10 50.68 44.07 55.08
OG0005459 44.80 64.00 44.67 65.60 44.28 62.76
OG0005460 48.65 78.08 48.89 80.42 52.03 91.92
OG0005461 45.13 35.07 45.37 35.78 44.88 35.48
OG0005462 50.54 51.89 52.13 53.19 52.00 52.24
OG0005463 53.80 75.85 56.79 77.13 54.42 76.67
OG0005464 52.10 80.91 53.71 81.29 52.09 77.49
OG0005465 51.75 86.02 56.08 95.73 51.23 82.86
OG0005466 50.20 93.75 50.60 94.15 50.00 94.35
OG0005467 54.08 68.60 53.74 71.39 52.38 70.78
OG0005469 55.26 85.89 51.46 83.90 54.49 85.39
OG0005470 46.78 56.29 47.08 57.34 47.19 54.32
OG0005471 46.77 65.61 48.00 74.70 48.50 78.40
OG0005472 49.56 74.29 49.57 73.28 49.35 73.61
OG0005473 54.02 93.17 55.22 92.37 54.42 94.38
OG0005476 48.93 83.42 44.21 69.30 48.67 80.42
OG0005478 46.02 47.22 46.21 49.24 46.75 54.81
OG0005479 41.46 30.25 41.36 30.86 41.15 31.28
OG0005481 48.39 58.41 48.74 59.88 48.73 59.07
OG0005482 55.83 51.84 55.73 52.89 58.14 60.78
OG0005483 46.61 86.85 47.02 87.35 46.80 87.20
OG0005484 53.73 82.86 54.03 85.95 56.26 86.48
OG0005485 48.23 93.87 48.64 83.64 46.15 87.45
OG0005486 45.43 71.68 47.24 70.08 45.50 70.84
OG0005488 52.20 54.66 52.21 55.11 52.68 55.26
OG0005489 41.58 53.47 41.51 51.89 38.37 47.69
OG0005490 41.79 48.39 41.64 48.68 42.03 51.37
OG0005491 44.54 57.63 44.68 60.15 44.46 59.02
OG0005492 47.17 67.88 47.68 70.60 48.30 78.98
OG0005496 49.32 78.91 47.74 75.90 49.61 78.40
OG0005498 47.12 50.72 46.72 54.67 46.51 38.43
OG0005499 54.30 76.05 60.13 89.07 55.46 77.39
OG0005500 44.58 52.50 44.58 51.67 44.58 52.50
OG0005501 57.16 88.25 62.65 92.95 57.48 88.67
OG0005502 49.60 75.00 46.65 61.59 53.60 65.23
OG0005503 46.43 54.25 46.43 55.44 47.44 54.69
OG0005504 51.52 89.39 51.74 89.15 53.23 92.31
OG0005505 47.78 93.13 48.87 96.17 47.68 94.15
OG0005506 42.96 56.35 43.98 36.13 42.89 56.19
OG0005507 46.21 69.78 46.86 71.75 46.64 69.51
OG0005508 54.69 82.29 53.65 82.99 54.51 81.60
OG0005510 62.70 93.65 61.19 89.87 60.12 99.52
OG0005511 51.46 91.34 52.07 91.05 50.93 90.92
OG0005512 43.80 32.96 43.58 33.96 43.77 32.45
OG0005514 52.70 54.36 48.53 72.87 52.35 53.85
OG0005515 49.30 59.60 49.36 60.18 48.23 57.36
OG0005516 54.27 73.00 62.52 79.01 54.22 73.90
OG0005517 56.41 93.49 56.26 91.58 56.69 92.14
OG0005518 50.39 78.22 49.03 78.02 51.94 80.22
OG0005519 39.58 37.19 39.92 36.97 39.92 36.13
OG0005520 44.38 66.86 43.11 65.87 44.32 62.70
OG0005523 56.18 82.09 56.77 84.59 56.55 83.58
OG0005524 55.36 71.31 42.31 51.54 39.91 50.91
OG0005525 60.54 86.89 59.38 90.62 58.61 89.04
OG0005527 49.63 73.51 50.25 75.87 46.80 72.97
OG0005528 49.60 88.93 49.40 89.36 50.10 85.96
OG0005529 51.49 59.27 51.32 60.60 51.49 59.27
OG0005530 40.58 59.42 40.58 60.14 40.58 60.14
OG0005531 60.02 84.84 60.18 85.68 59.38 85.63
OG0005532 51.87 31.85 61.62 49.49 51.53 32.06
OG0005534 51.26 74.10 51.56 72.44 51.56 75.78
OG0005535 43.92 65.15 44.21 66.16 43.77 65.15
OG0005536 41.61 45.99 41.24 45.26 41.61 44.53
OG0005537 47.67 68.22 47.79 68.73 47.67 68.35
OG0005538 44.62 63.10 55.71 68.81 45.75 58.69
OG0005539 47.65 81.21 47.66 79.33 47.49 81.33
OG0005540 48.01 56.23 46.90 57.07 47.88 57.82
OG0005541 46.15 68.70 44.43 63.80 44.43 63.40
OG0005543 43.69 60.38 43.90 61.29 44.33 61.68
OG0005544 46.51 65.81 47.95 70.15 45.42 64.96
OG0005545 62.82 99.58 63.41 97.14 62.58 98.37
OG0005546 55.83 91.74 57.63 93.22 56.72 92.44
OG0005547 45.60 67.36 45.48 74.10 44.01 69.64
OG0005548 40.16 33.16 44.86 35.33 45.06 33.42
OG0005550 51.86 59.35 52.86 63.17 52.41 61.30
OG0005551 52.24 81.61 53.63 84.08 54.82 82.85
OG0005552 44.93 55.07 45.15 54.19 45.15 54.63
OG0005553 47.83 70.43 48.70 72.17 50.28 80.66
OG0005554 43.18 65.89 42.57 64.62 42.54 63.55
OG0005557 50.65 71.24 50.98 72.55 50.98 71.90
OG0005558 52.05 82.21 44.99 82.01 48.80 82.65
OG0005559 50.68 68.10 51.19 71.21 50.80 68.58
OG0005560 42.61 71.30 42.61 73.04 42.24 70.09
OG0005561 38.07 29.25 38.28 29.46 38.49 30.08
OG0005562 53.81 89.16 54.02 90.56 53.92 91.08
OG0005563 44.73 74.23 44.73 75.85 44.58 73.99
OG0005564 41.73 46.69 41.91 46.32 41.82 46.32
OG0005567 46.69 38.05 46.78 38.59 46.81 38.30
OG0005568 47.67 73.10 48.02 77.12 48.25 77.96
OG0005569 57.75 86.45 56.48 82.41 55.72 77.54
OG0005570 52.30 81.98 54.33 89.06 55.61 83.18
OG0005571 63.33 84.17 54.44 81.48 56.73 82.06
OG0005572 45.14 45.93 45.09 46.49 44.94 45.69
OG0005573 46.63 61.73 46.77 62.20 46.50 61.46
OG0005574 52.94 66.47 49.55 71.49 54.17 71.11
OG0005575 50.78 90.67 51.30 93.78 51.05 92.15
OG0005576 51.38 70.90 45.09 65.53 51.23 71.36
OG0005577 55.35 93.58 55.96 89.91 55.90 89.52
OG0005578 53.49 95.16 55.34 98.06 53.74 95.72
OG0005580 47.81 74.86 47.37 78.57 45.80 72.37
OG0005581 40.88 82.94 40.00 84.12 40.29 82.35
OG0005582 54.72 72.78 54.84 71.41 54.16 63.74
OG0005583 47.25 91.06 49.31 88.21 47.36 91.74
OG0005584 39.25 68.33 38.45 73.54 39.44 70.50
OG0005585 50.11 67.76 51.21 68.35 50.66 67.69
OG0005586 50.41 82.82 50.57 84.78 50.49 82.16
OG0005587 43.74 40.76 43.25 41.21 43.02 41.87
OG0005588 51.67 72.84 53.94 77.01 52.81 75.40
OG0005589 49.07 68.40 50.00 67.53 48.89 67.65
OG0005590 46.59 86.63 46.39 87.76 46.82 86.27
OG0005591 42.04 43.67 41.67 45.51 41.99 44.87
OG0005592 49.44 88.15 50.00 92.86 49.26 88.15
OG0005593 48.60 39.49 48.42 40.19 48.56 39.49
OG0005594 47.89 80.37 48.28 83.73 48.20 80.87
OG0005595 56.38 88.48 56.04 88.85 55.72 88.17
OG0005596 52.76 84.70 53.34 83.43 59.49 74.77
OG0005597 53.88 93.80 54.51 95.49 59.50 88.50
OG0005598 42.70 71.91 42.60 73.03 42.62 71.83
OG0005599 55.03 60.58 52.73 64.35 52.88 61.34
OG0005600 49.75 77.39 50.82 70.49 50.00 75.88
OG0005601 52.60 78.51 53.80 75.44 51.97 78.84
OG0005602 47.86 49.21 47.86 49.52 47.78 50.00
OG0005603 48.42 66.40 48.81 66.80 43.30 58.37
OG0005605 46.19 89.09 46.58 91.99 46.28 92.58
OG0005606 43.51 80.30 43.72 84.63 43.10 78.51
OG0005609 43.06 34.26 44.49 42.65 39.55 35.45
OG0005610 55.73 87.66 55.86 90.12 55.56 88.23
OG0005611 48.03 76.85 48.94 77.81 46.64 74.90
OG0005612 42.17 48.36 44.54 51.52 44.16 51.63
OG0005613 51.95 81.06 51.67 82.45 51.95 82.73
OG0005615 61.07 96.56 60.88 96.95 60.65 96.21
OG0005616 50.00 82.53 50.32 84.35 49.36 82.54
OG0005617 48.75 60.35 49.38 65.34 48.00 62.34
OG0005619 50.00 51.75 49.56 54.39 50.00 54.39
OG0005620 55.63 74.72 56.16 76.65 55.81 75.46
OG0005622 41.24 57.77 40.84 56.97 41.43 57.77
OG0005623 48.54 62.50 48.76 62.13 49.70 62.27
OG0005624 54.21 96.07 54.49 97.75 54.21 95.51
OG0005625 45.79 70.69 48.44 77.82 45.94 71.88
OG0005626 44.50 65.49 44.94 66.07 44.58 65.19
OG0005628 44.12 60.43 44.15 62.96 43.58 60.96
OG0005629 50.76 84.00 47.75 89.27 50.66 84.23
OG0005630 39.95 51.63 39.81 53.53 39.57 51.35
OG0005632 47.50 72.00 53.54 87.37 47.61 76.86
OG0005633 57.13 78.51 57.67 80.83 59.32 78.37
OG0005634 52.00 87.31 52.23 88.83 53.11 87.88
OG0005635 48.88 89.93 48.67 90.11 45.76 93.79
OG0005636 46.08 40.44 46.34 40.40 46.26 40.44
OG0005638 56.03 97.16 54.93 93.01 54.93 95.80
OG0005639 47.84 57.06 46.62 57.43 49.18 67.03
OG0005640 45.17 76.60 45.94 76.49 45.16 78.20
OG0005641 53.06 78.15 52.47 75.57 51.70 74.41
OG0005642 50.93 74.30 52.48 76.16 50.93 74.92
OG0005643 37.71 31.69 37.97 31.35 37.76 33.28
OG0005645 59.72 37.46 59.72 38.87 59.72 38.16
OG0005647 44.17 67.17 44.71 69.55 44.10 68.31
OG0005648 64.42 66.87 50.99 78.35 52.93 88.28
OG0005649 51.63 80.94 51.05 86.46 51.45 81.13
OG0005651 47.48 66.67 47.17 71.07 47.48 66.67
OG0005652 48.54 75.61 48.78 77.07 48.54 74.63
OG0005653 47.32 78.54 47.57 80.68 45.73 78.63
OG0005654 46.97 69.85 45.92 72.10 45.48 71.61
OG0005655 48.77 68.22 51.31 74.75 48.63 68.22
OG0005656 44.97 59.55 46.03 63.21 44.86 59.19
OG0005657 49.33 78.79 56.18 89.08 49.06 80.37
OG0005659 45.86 34.04 47.91 36.93 44.13 33.11
OG0005660 59.32 94.84 57.45 94.52 59.45 92.76
OG0005661 59.54 83.21 60.05 86.08 59.83 82.88
OG0005662 44.31 85.29 45.97 80.09 42.98 85.53
OG0005665 46.71 75.85 47.05 85.90 46.80 83.42
OG0005666 43.49 77.40 43.49 77.40 43.49 76.03
OG0005667 34.29 50.00 31.79 50.00 37.54 51.01
OG0005669 48.65 64.05 51.26 65.92 48.77 63.31
OG0005670 62.18 98.40 60.65 88.71 63.66 98.76
OG0005671 52.64 81.55 53.94 82.86 52.99 81.89
OG0005672 44.55 83.64 43.20 86.41 47.63 82.94
OG0005674 45.49 71.75 45.20 69.11 41.35 71.43
OG0005677 44.83 44.68 45.02 45.32 45.01 44.72
OG0005678 41.48 41.40 41.68 43.44 42.90 40.46
OG0005679 49.91 54.50 49.64 53.65 49.73 54.81
OG0005680 39.01 38.85 36.39 39.19 39.01 38.22
OG0005681 51.51 84.59 52.92 89.43 51.98 86.42
OG0005682 51.89 60.16 51.07 74.73 51.65 62.27
OG0005683 49.43 76.47 48.31 74.86 51.59 79.08
OG0005684 53.88 75.07 55.02 80.43 53.94 75.78
OG0005685 41.89 47.97 41.55 45.95 41.61 47.33
OG0005686 61.86 92.37 61.81 91.56 62.10 92.93
OG0005687 47.17 82.08 46.27 73.99 40.68 75.42
OG0005688 46.40 79.55 47.16 80.00 46.59 80.11
OG0005689 56.09 83.53 58.00 85.44 55.91 84.75
OG0005690 50.86 52.55 50.53 52.76 50.96 53.18
OG0005691 49.57 78.26 60.95 83.21 58.33 90.20
OG0005692 48.36 73.94 49.08 76.73 47.65 73.75
OG0005693 44.33 55.11 44.33 56.89 45.03 59.01
OG0005694 54.87 69.34 55.03 71.83 54.30 70.28
OG0005696 45.91 96.26 45.34 95.42 44.88 94.33
OG0005697 46.83 81.35 52.02 91.70 42.52 81.63
OG0005698 52.67 56.74 53.05 55.56 50.21 51.88
OG0005699 41.75 72.25 50.92 61.47 42.02 73.04
OG0005700 55.94 78.12 56.61 80.97 58.29 87.00
OG0005701 58.04 86.90 58.36 82.04 58.48 86.67
OG0005702 51.24 72.44 56.17 79.18 51.69 73.19
OG0005703 42.40 54.41 41.22 54.15 42.93 58.05
OG0005706 46.37 63.44 48.26 66.98 47.13 64.14
OG0005707 44.16 85.60 46.55 82.24 43.39 87.55
OG0005708 47.83 60.87 49.22 69.02 49.62 67.43
OG0005710 58.19 95.17 63.70 85.03 63.73 83.31
OG0005711 51.65 75.24 51.77 80.68 51.23 76.37
OG0005712 46.71 41.45 46.71 42.11 46.71 42.76
OG0005713 57.02 61.99 56.96 61.49 63.67 65.62
OG0005714 44.87 40.92 44.77 41.87 45.12 41.65
OG0005715 47.50 73.61 48.00 76.36 47.39 73.39
OG0005716 45.67 84.25 45.29 86.72 45.47 85.43
OG0005717 53.02 86.62 53.13 87.87 53.02 86.14
OG0005718 45.83 47.22 45.32 67.00 45.57 66.50
OG0005720 44.93 71.89 45.39 74.65 44.48 75.97
OG0005721 55.98 85.87 59.93 88.69 56.39 86.50
OG0005722 51.20 69.70 51.92 72.96 51.39 70.09
OG0005723 54.08 90.25 54.24 93.88 54.08 89.80
OG0005724 51.84 83.20 54.72 84.66 52.71 84.24
OG0005725 50.83 82.08 45.81 82.76 46.06 81.77
OG0005726 48.74 78.32 48.84 81.26 48.73 78.48
OG0005727 47.16 60.39 47.70 66.06 47.11 61.03
OG0005728 51.11 84.20 51.67 85.56 50.71 84.17
OG0005729 51.80 82.99 53.78 76.49 48.09 80.38
OG0005730 41.89 47.03 41.67 46.80 42.01 46.58
OG0005731 46.77 82.97 46.69 87.22 46.69 85.02
OG0005732 47.08 82.50 46.99 85.06 44.07 70.79
OG0005733 47.47 67.42 47.93 73.24 46.74 69.63
OG0005734 43.33 77.78 43.33 76.67 43.33 75.56
OG0005735 51.15 91.95 51.57 92.39 51.18 92.13
OG0005736 47.91 68.13 48.41 69.32 51.38 70.88
OG0005737 51.00 65.92 55.73 81.25 51.22 66.44
OG0005738 50.06 87.92 52.21 86.68 51.40 90.74
OG0005739 43.59 94.23 42.66 85.32 46.45 92.90
OG0005740 56.43 93.06 57.71 98.18 57.63 98.01
OG0005741 44.95 73.09 46.02 76.37 45.81 74.74
OG0005743 58.22 89.24 58.15 87.19 58.16 90.08
OG0005744 49.37 90.93 50.50 91.44 49.12 91.69
OG0005745 58.48 92.06 60.22 95.17 58.12 92.78
OG0005746 44.56 75.23 44.56 78.25 45.74 70.88
OG0005747 65.64 98.60 76.49 76.38 66.81 98.32
OG0005750 49.61 83.80 48.32 84.23 49.58 86.46
OG0005751 48.67 73.04 49.65 73.42 48.15 70.32
OG0005752 56.12 85.01 52.95 84.89 64.44 94.41
OG0005755 49.47 66.97 51.05 69.42 49.55 70.36
OG0005756 49.50 92.43 47.41 92.26 46.64 93.31
OG0005757 44.18 75.86 43.97 85.71 43.97 78.02
OG0005758 51.64 98.09 50.85 98.03 51.91 98.91
OG0005759 51.06 71.38 52.12 72.08 51.06 71.73
OG0005760 53.47 83.67 50.89 74.78 47.07 68.99
OG0005761 52.22 84.18 54.64 83.29 54.49 84.16
OG0005762 48.75 38.74 42.63 38.35 41.85 37.85
OG0005763 46.34 43.46 46.60 48.17 46.35 45.08
OG0005764 40.98 72.01 41.41 75.31 40.90 72.63
OG0005766 61.07 89.26 59.80 88.51 63.49 87.37
OG0005767 47.92 67.57 48.22 64.39 46.76 64.35
OG0005768 51.72 88.62 51.08 95.24 51.08 95.67
OG0005769 51.32 72.65 52.29 81.46 51.02 72.22
OG0005770 49.04 75.44 49.84 78.33 49.20 75.60
OG0005771 47.76 84.76 48.24 85.09 47.25 83.23
OG0005772 46.10 60.38 47.84 63.65 46.33 63.94
OG0005773 53.23 95.69 53.22 94.33 55.50 96.66
OG0005774 49.34 67.11 51.82 68.20 49.18 67.43
OG0005775 48.86 76.14 48.18 76.40 48.98 76.79
OG0005776 62.35 88.24 62.35 91.76 63.17 91.22
OG0005777 39.96 29.51 39.80 29.27 39.75 29.92
OG0005778 53.00 85.00 53.80 77.72 53.21 76.47
OG0005779 39.06 45.62 42.39 42.39 42.93 40.22
OG0005783 44.41 49.66 44.98 48.26 44.59 47.68
OG0005784 47.62 77.74 45.61 79.73 47.33 77.46
OG0005785 52.88 86.33 52.42 85.30 53.92 90.38
OG0005786 51.36 61.41 51.47 59.27 51.29 60.66
OG0005787 52.66 84.74 54.33 96.39 51.51 82.78
OG0005788 44.23 48.51 42.82 47.44 44.42 51.07
OG0005789 45.50 58.35 38.77 57.97 45.63 58.61
OG0005791 58.50 94.73 58.82 95.73 58.74 94.91
OG0005792 40.90 29.16 40.85 29.65 40.95 28.97
OG0005793 53.64 61.56 52.28 65.01 53.02 60.36
OG0005794 51.55 91.26 51.56 90.83 51.70 92.83
OG0005795 50.82 72.90 51.52 73.13 50.70 71.73
OG0005796 54.03 83.07 58.91 83.47 55.69 86.04
OG0005797 53.12 82.81 56.07 93.60 55.96 93.82
OG0005798 42.98 42.46 44.35 50.00 43.91 52.59
OG0005799 53.00 91.89 53.29 92.54 53.00 93.39
OG0005800 53.19 89.88 51.93 85.69 52.66 86.58
OG0005801 49.82 73.40 52.29 81.81 49.89 74.04
OG0005802 61.00 92.22 61.96 92.25 61.26 92.94
OG0005803 49.11 57.14 49.11 57.59 45.36 59.57
OG0005804 53.17 68.99 54.98 76.40 52.63 70.35
OG0005805 46.75 60.95 45.73 60.10 46.09 58.44
OG0005806 50.26 49.57 51.13 53.70 49.56 49.51
