OG BRO-BGM BAT-BGM BAT-BRO PHY-BAT PHY-BRO PHY-BGM
OG0005193 1.83 0.63 1.59 21.15 20.68 21.28
OG0005194 5.07 3.00 3.25 25.18 25.67 27.29
OG0005195 29.75 1.35 30.50 19.83 40.13 20.29
OG0005196 2.54 3.47 6.98 24.87 29.44 26.40
OG0005197 2.93 1.22 2.73 20.69 21.45 20.69
OG0005198 13.45 9.25 7.41 38.31 40.26 44.08
OG0005200 2.66 1.32 3.03 28.00 28.52 28.00
OG0005202 2.22 1.30 1.99 15.37 15.14 15.72
OG0005203 2.94 2.94 4.32 23.55 23.91 23.55
OG0005204 1.58 1.10 1.86 21.63 22.44 22.03
OG0005205 11.18 7.60 9.11 41.91 41.91 68.97
OG0005206 5.17 2.18 5.31 52.32 110.63 52.32
OG0005207 3.07 0.69 2.79 17.68 18.99 18.85
OG0005210 2.40 1.13 2.61 58.22 57.72 58.22
OG0005211 8.13 4.62 6.03 33.37 32.75 36.36
OG0005212 2.95 1.41 3.44 22.48 22.86 22.22
OG0005213 0.84 0.76 0.99 19.24 19.73 19.53
OG0005214 2.22 1.53 2.04 17.56 17.61 17.65
OG0005215 4.82 2.11 5.19 32.22 32.46 31.25
OG0005216 3.96 3.84 4.73 26.35 30.15 30.50
OG0005217 2.30 1.43 2.70 38.28 38.90 38.59
OG0005218 3.45 1.88 4.00 24.96 26.35 24.96
OG0005219 2.88 1.32 2.74 21.45 22.00 21.45
OG0005221 4.52 2.07 4.16 33.14 36.01 32.83
OG0005224 1.30 1.18 2.50 32.50 33.07 32.31
OG0005225 4.39 2.77 3.09 51.65 27.92 28.24
OG0005227 4.17 1.26 4.29 35.46 33.54 35.46
OG0005229 1.77 0.88 2.37 20.20 20.20 20.40
OG0005230 4.78 1.50 5.24 30.41 28.24 26.95
OG0005231 3.37 1.33 3.57 21.79 20.54 20.85
OG0005233 1.97 3.95 2.26 58.28 70.99 73.46
OG0005234 6.32 2.05 6.32 36.79 36.02 38.55
OG0005235 2.80 1.71 2.50 13.24 13.72 13.54
OG0005236 1.64 0.61 1.64 18.95 18.33 20.70
OG0005237 7.63 3.24 8.60 87.11 84.72 84.22
OG0005238 3.02 2.46 2.74 32.50 32.06 32.50
OG0005239 3.09 1.05 3.87 24.78 23.14 24.20
OG0005242 2.57 1.86 2.65 26.35 26.46 26.68
OG0005243 4.58 1.44 4.37 25.97 27.46 25.97
OG0005244 2.11 1.29 1.62 31.87 36.51 37.36
OG0005245 3.43 4.92 7.17 22.41 18.48 18.28
OG0005248 2.81 1.90 2.93 29.02 34.17 28.85
OG0005249 0.94 0.94 0.94 12.21 12.49 14.98
OG0005251 14.35 10.66 10.35 41.98 36.48 47.97
OG0005252 4.80 2.40 4.36 39.12 38.84 39.12
OG0005253 2.10 1.35 2.35 21.42 21.59 22.10
OG0005255 117.22 114.98 6.58 40.86 42.43 99.72
OG0005256 2.59 1.02 3.67 27.75 27.48 26.96
OG0005258 5.77 3.27 2.04 20.41 20.28 23.34
OG0005259 9.29 4.60 9.84 80.20 76.72 80.88
OG0005260 4.58 4.62 5.56 20.96 14.97 19.05
OG0005261 4.42 2.05 4.42 27.08 27.23 27.80
OG0005263 1.32 0.99 1.02 21.76 21.80 22.04
OG0005264 2.86 1.44 2.99 34.63 34.33 34.84
OG0005265 2.51 0.83 2.79 42.28 43.05 42.53
OG0005266 1.49 0.89 0.89 13.90 13.90 13.90
OG0005267 13.31 3.41 12.61 70.64 75.02 65.61
OG0005268 7.16 3.58 7.66 35.86 36.99 36.97
OG0005270 4.50 1.54 4.25 24.08 36.86 25.04
OG0005271 2.91 1.67 3.06 25.57 26.24 24.90
OG0005272 5.89 5.35 1.31 20.85 20.85 23.72
OG0005273 1.58 0.85 1.46 17.48 18.12 17.96
OG0005274 8.35 4.98 8.64 44.59 45.91 46.44
OG0005275 2.17 1.29 3.03 22.25 22.52 22.51
OG0005276 2.81 0.96 3.38 29.58 27.83 30.20
OG0005277 1.47 1.47 1.47 32.95 32.95 32.61
OG0005279 3.29 0.81 2.39 17.36 17.11 17.24
OG0005281 2.33 1.51 2.09 22.88 23.05 22.71
OG0005282 1.50 0.30 1.77 19.30 19.30 17.90
OG0005283 1.35 0.98 1.35 19.32 19.79 19.95
OG0005284 1.53 0.65 1.75 33.67 32.24 32.95
OG0005285 4.27 2.31 4.03 42.87 40.50 42.84
OG0005286 4.49 2.50 4.72 57.05 53.45 46.30
OG0005288 8.22 19.84 70.83 46.52 63.34 51.40
OG0005289 2.29 1.24 3.27 23.29 22.64 22.77
OG0005290 7.88 5.49 4.79 29.54 30.49 33.05
OG0005292 53.33 53.19 8.76 18.33 55.15 108.44
OG0005293 4.95 1.70 5.24 24.33 22.39 24.77
OG0005294 6.66 6.54 4.46 33.05 33.05 32.12
OG0005295 3.41 1.12 2.77 11.76 11.23 13.87
OG0005299 7.50 1.46 7.61 31.37 35.40 31.22
OG0005300 2.49 1.57 3.20 31.36 30.98 30.73
OG0005301 3.17 1.70 3.59 32.03 32.69 31.81
OG0005302 41.07 1.31 21.10 25.27 36.12 26.09
OG0005303 7.25 6.41 3.60 18.89 20.69 24.70
OG0005304 4.30 1.84 4.66 25.86 26.05 24.38
OG0005305 3.48 2.59 3.84 46.74 29.13 35.38
OG0005306 5.62 3.20 4.59 25.11 24.51 26.16
OG0005307 1.63 0.62 1.49 25.12 25.33 25.33
OG0005308 11.78 5.26 10.15 26.27 25.17 25.78
OG0005309 3.20 2.52 3.12 33.38 33.78 34.05
OG0005310 2.27 1.46 2.27 33.86 34.49 32.61
OG0005311 1.50 1.54 1.81 32.77 33.27 32.68
OG0005312 2.44 1.52 2.87 28.36 27.92 28.43
OG0005313 4.62 3.01 3.64 20.78 21.27 22.14
OG0005314 2.86 1.47 3.33 22.76 23.09 23.26
OG0005315 4.00 1.19 4.08 16.58 19.82 17.01
OG0005317 5.72 4.79 1.33 14.57 15.38 19.60
OG0005318 16.56 14.05 4.37 33.79 33.79 51.42
OG0005321 4.08 0.89 3.73 76.14 76.89 76.14
OG0005322 37.99 37.64 5.52 26.05 27.68 58.24
OG0005323 4.13 1.92 4.16 25.30 25.40 25.78
OG0005324 3.08 1.41 3.08 19.43 18.85 18.27
OG0005325 4.04 1.13 3.76 32.54 33.07 33.09
OG0005326 6.13 9.85 13.18 16.50 19.26 18.01
OG0005327 1.48 1.11 1.48 18.15 19.08 18.85
OG0005328 8.76 4.65 13.31 32.06 23.83 25.07
OG0005329 1.48 0.43 1.57 19.57 20.70 19.80
OG0005330 3.26 2.23 3.52 27.15 27.52 27.24
OG0005331 2.21 1.50 2.52 93.34 94.42 92.28
OG0005332 1.23 0.52 1.35 18.60 19.10 18.22
OG0005333 5.83 4.85 2.25 32.08 32.08 59.70
OG0005334 4.59 1.20 4.66 23.06 23.21 22.80
OG0005335 1.65 0.47 2.13 11.57 11.03 11.03
OG0005338 8.83 6.41 4.99 31.51 32.88 36.10
OG0005339 2.29 1.82 3.69 33.87 33.51 32.46
OG0005340 2.61 1.67 2.99 18.94 20.27 19.56
OG0005341 6.16 3.03 2.14 17.20 15.27 21.24
OG0005343 1.40 1.11 1.68 20.44 20.44 19.69
OG0005344 3.38 1.36 3.06 21.16 22.26 21.36
OG0005345 1.30 0.78 2.77 43.38 43.73 50.15
OG0005346 3.51 2.05 4.39 17.84 17.89 17.48
OG0005348 1.36 0.54 1.24 16.00 16.32 16.16
OG0005349 3.21 2.12 4.31 33.01 35.28 46.23
OG0005350 3.83 1.89 3.51 24.53 26.52 25.02
OG0005351 3.28 1.42 3.95 21.46 23.02 22.15
OG0005352 2.75 2.09 3.42 12.89 12.58 12.13
OG0005353 1.53 1.97 1.31 30.33 30.99 31.33
OG0005354 2.75 2.29 2.81 37.75 36.14 36.88
OG0005356 4.87 2.53 4.78 45.06 47.55 45.55
OG0005357 9.14 5.12 7.73 58.25 56.35 56.81
OG0005361 1.19 0.52 1.19 32.03 32.55 32.03
OG0005362 3.90 5.77 5.55 22.09 20.18 20.95
OG0005363 4.20 2.99 4.24 35.29 36.13 35.85
OG0005364 5.65 4.02 1.97 25.82 26.39 28.15
OG0005365 2.90 1.43 3.31 20.53 21.40 20.68
OG0005366 2.78 0.91 2.72 18.26 19.05 18.26
OG0005367 2.22 0.97 2.22 23.41 20.50 23.52
OG0005368 3.32 3.85 4.30 28.38 26.72 27.87
OG0005369 3.46 2.92 3.71 19.46 20.46 19.52
OG0005370 1.40 0.76 1.12 25.44 26.35 25.24
OG0005371 2.13 1.06 2.25 19.30 19.30 19.15
OG0005372 5.80 1.23 3.60 31.07 31.61 30.74
OG0005374 4.09 1.42 4.09 126.48 123.68 127.92
OG0005376 6.10 3.49 7.00 54.06 45.54 45.24
OG0005377 2.23 0.98 1.98 27.95 27.21 27.95
OG0005378 12.31 4.58 12.24 31.19 33.94 32.18
OG0005379 4.43 4.12 3.81 42.86 42.51 43.19
OG0005380 3.99 1.65 5.58 20.56 22.31 20.37
OG0005381 1.85 19.20 6.35 15.03 15.55 -nan
OG0005382 1.91 1.21 2.65 21.45 20.99 21.68
OG0005383 2.56 1.33 2.15 28.35 30.23 28.37
OG0005384 2.84 1.56 2.53 26.94 26.74 24.57
OG0005385 4.02 2.16 4.37 29.12 30.03 28.46
OG0005386 3.20 1.14 2.29 13.01 12.14 11.45
OG0005387 1.32 0.88 1.21 23.37 24.38 23.28
OG0005389 2.30 1.57 3.31 19.26 20.15 18.85
OG0005390 2.32 1.02 2.48 22.85 21.58 22.85
OG0005391 5.16 9.12 5.51 88.80 88.92 83.78
OG0005392 6.60 3.33 6.00 23.33 25.98 23.78
OG0005393 45.19 1.99 42.45 22.54 62.74 21.88
OG0005394 1.93 1.63 1.18 18.85 19.45 19.45
OG0005395 4.53 2.36 3.71 17.53 18.35 18.52
OG0005396 5.39 1.52 4.65 30.41 32.56 31.12
OG0005397 5.11 9.26 4.60 27.72 18.12 29.06
OG0005398 4.39 2.70 4.51 18.26 17.97 17.97
OG0005399 3.24 1.33 3.17 34.24 34.79 34.24
OG0005400 26.21 20.67 5.26 110.44 109.72 114.92
OG0005402 7.38 2.62 8.15 22.52 29.04 22.66
OG0005403 4.44 1.35 4.19 24.51 26.32 24.56
OG0005404 4.52 1.24 4.38 31.09 29.86 30.35
OG0005406 0.68 0.68 0.82 23.02 23.15 23.43
OG0005407 5.58 2.55 5.29 35.46 36.41 35.22
OG0005408 1.98 1.52 2.48 17.20 17.79 17.20
OG0005409 1.45 0.78 1.12 18.07 17.90 18.49
OG0005412 8.59 4.42 10.30 38.88 28.28 38.15
OG0005413 2.24 0.85 1.79 17.39 13.27 17.14
OG0005414 1.85 1.17 2.05 20.01 20.01 20.54
OG0005415 2.37 0.97 3.55 19.89 19.63 20.03
OG0005416 1.81 1.28 1.47 21.29 22.08 22.12
OG0005417 2.94 1.04 2.30 16.25 18.03 16.25
OG0005418 1.67 0.95 1.67 29.96 30.32 30.32
OG0005419 10.40 4.88 9.80 48.50 50.03 49.00
OG0005420 1.71 0.68 2.01 20.66 19.91 20.01
OG0005421 3.15 0.27 3.32 16.01 17.37 16.41
OG0005423 2.54 1.44 2.54 13.29 12.87 13.04
OG0005425 2.76 1.43 2.90 29.84 30.41 29.28
OG0005426 3.03 2.28 3.77 14.88 15.66 15.23
OG0005427 5.74 3.00 6.46 66.51 67.77 66.93
OG0005428 1.71 1.04 1.44 18.49 18.13 18.13
OG0005429 4.74 1.46 4.38 25.05 25.46 24.36
OG0005431 4.80 9.77 3.26 22.61 22.93 26.86
OG0005432 3.27 1.45 3.00 27.28 28.31 29.12
OG0005433 2.80 1.99 3.62 17.33 11.71 16.96
OG0005434 1.22 0.71 1.26 20.26 20.91 20.26
OG0005435 5.03 2.48 4.75 41.17 39.13 43.62
OG0005436 4.68 1.57 4.17 28.70 29.35 28.24
OG0005437 2.77 0.79 3.07 24.35 26.22 24.02
OG0005438 8.78 3.43 9.24 44.92 49.40 46.05
OG0005440 2.96 3.28 4.30 47.73 47.57 46.59
OG0005441 16.00 15.27 1.78 18.70 19.14 18.42
OG0005442 2.93 1.36 3.40 30.31 29.77 30.04
OG0005443 8.75 4.41 5.83 12.14 11.44 44.08
OG0005444 2.39 1.40 1.47 15.46 15.46 17.53
OG0005446 6.92 5.59 2.78 98.44 99.83 96.92
OG0005448 9.74 3.39 6.84 23.07 25.95 22.84
OG0005449 6.53 2.86 6.00 32.48 34.11 32.23
OG0005451 3.14 1.36 3.09 24.05 23.63 24.22
OG0005452 3.61 2.32 3.37 28.30 26.59 27.86
OG0005453 4.17 1.79 3.97 24.20 25.92 23.96
OG0005454 1.07 0.95 1.07 35.55 35.65 35.75
OG0005455 2.14 4.58 6.54 21.91 20.41 21.61
OG0005456 3.89 0.96 4.19 20.66 23.79 20.93
OG0005458 2.61 2.61 0.93 20.21 20.21 20.52
OG0005459 0.79 0.79 0.90 12.68 11.70 12.09
OG0005460 3.01 1.03 2.83 18.25 18.60 18.70
OG0005461 1.69 1.36 0.96 21.84 21.84 21.37
OG0005462 0.55 0.54 0.45 13.59 10.83 10.97
OG0005463 9.85 4.85 9.50 63.22 63.69 63.59
OG0005464 7.01 4.12 8.35 39.13 41.21 40.28
OG0005465 6.79 2.37 4.59 22.38 24.93 101.24
OG0005466 1.43 0.54 1.57 13.30 13.22 13.30
OG0005467 1.64 1.41 1.72 17.63 17.73 18.09
OG0005469 1.15 2.29 2.32 24.14 22.21 23.40
OG0005470 2.48 1.40 2.27 29.88 29.80 31.38
OG0005471 3.04 1.69 3.23 22.17 22.38 22.28
OG0005472 1.90 1.47 2.14 56.56 57.03 56.88
OG0005473 6.16 2.74 5.15 39.89 41.26 41.26
OG0005476 1.81 1.63 1.45 25.53 22.80 25.94
OG0005478 5.75 4.06 2.40 26.78 26.86 23.55
OG0005479 1.32 1.11 1.60 22.17 22.62 22.62
OG0005481 2.69 2.65 3.02 32.78 33.55 33.29
OG0005482 1.82 0.87 1.55 19.88 19.81 19.59
OG0005483 3.85 2.45 4.39 21.67 20.60 21.59
OG0005484 5.24 1.68 4.09 51.99 35.50 37.14
OG0005485 17.87 1.27 18.26 13.05 30.52 13.72
OG0005486 3.36 1.86 3.39 39.19 39.42 38.61
OG0005488 4.68 2.18 4.47 44.36 46.03 46.45
OG0005489 3.91 5.95 6.69 33.39 37.21 35.97
OG0005490 3.02 3.60 2.09 27.20 27.62 29.03
OG0005491 2.90 1.83 2.42 27.36 27.83 27.59
OG0005492 4.71 2.39 4.54 22.23 23.03 19.88
OG0005496 7.85 2.72 7.74 25.86 30.14 25.40
OG0005498 82.40 2.38 5.28 21.45 44.08 20.74
OG0005499 3.81 0.77 3.84 18.11 22.71 18.60
OG0005500 1.99 1.13 1.41 16.20 15.85 16.20
OG0005501 3.63 1.02 3.49 29.25 23.92 28.82
OG0005502 12.80 17.39 17.01 55.10 35.21 42.17
OG0005503 2.37 0.47 1.67 13.92 14.58 14.17
OG0005504 2.20 0.65 2.51 23.92 24.05 19.69
OG0005505 4.98 1.50 5.31 20.13 17.73 20.27
OG0005506 1.60 1.19 0.71 26.46 29.93 27.00
OG0005507 2.13 1.36 2.29 19.24 19.43 19.04
OG0005508 3.81 2.48 2.96 25.64 26.30 25.64
OG0005509 8.22 2.21 9.63 65.33 66.08 65.33
OG0005510 8.92 2.06 8.22 14.86 16.27 14.60
OG0005511 6.13 2.68 6.37 32.31 35.19 32.45
OG0005512 2.44 0.89 2.05 31.67 31.35 31.67
OG0005514 12.37 1.30 12.98 42.58 33.04 40.27
OG0005515 4.12 2.83 4.59 49.19 50.42 66.38
OG0005516 11.54 1.67 11.68 31.78 155.10 34.39
OG0005517 5.51 2.24 5.57 18.72 18.60 18.85
OG0005518 11.22 4.27 13.39 23.62 31.99 25.60
OG0005519 0.57 0.57 1.14 11.58 10.93 10.93
OG0005520 3.49 1.59 2.70 26.35 24.74 25.91
OG0005523 0.76 0.76 1.52 27.08 27.26 27.08
OG0005524 3.51 4.46 15.69 36.62 34.52 33.47
OG0005525 9.29 2.21 9.22 32.34 96.99 31.99
OG0005527 4.67 2.97 2.88 26.65 27.54 66.12
OG0005528 2.88 1.56 2.32 21.04 20.60 21.04
OG0005529 1.45 0.67 1.23 32.13 32.54 31.72
OG0005530 0.73 0.24 0.98 21.56 20.59 21.23
OG0005531 6.88 4.07 6.57 42.18 40.57 41.92
OG0005532 2.76 1.48 11.70 25.58 60.82 25.68
OG0005534 6.24 3.83 7.86 38.88 39.35 39.52
OG0005535 1.44 1.03 1.65 14.09 14.33 14.09
OG0005536 1.24 0.49 1.24 20.04 20.38 20.38
OG0005537 1.70 0.46 1.92 17.56 17.72 17.61
OG0005538 1.44 4.57 5.18 19.22 17.84 16.24
OG0005539 1.36 0.90 1.82 12.82 12.69 12.29
OG0005540 1.52 1.16 1.98 17.04 17.82 17.51
OG0005541 2.38 2.92 6.24 27.72 27.00 24.75
OG0005543 3.60 3.11 1.85 23.83 23.42 109.98
OG0005544 4.52 1.37 3.86 33.44 33.94 32.71
OG0005545 3.97 1.27 4.32 8.99 11.61 13.94
OG0005546 10.05 7.42 9.72 34.55 35.84 37.28
OG0005547 2.46 1.84 2.26 21.24 22.33 22.05
OG0005548 1.64 0.87 0.70 71.35 20.52 20.52
OG0005550 6.44 3.39 5.55 47.85 46.26 48.82
OG0005551 5.31 1.78 4.96 30.41 30.59 31.33
OG0005552 1.19 0.30 0.89 39.12 39.62 39.12
OG0005553 3.02 1.12 3.42 22.39 22.39 22.51
OG0005554 1.53 1.03 1.62 17.68 18.04 17.50
OG0005557 2.00 1.78 2.45 17.73 16.90 18.01
OG0005558 2.71 0.57 2.61 18.24 19.22 18.00
OG0005559 3.39 1.43 3.63 24.08 26.55 24.49
OG0005560 2.38 1.18 2.68 13.76 14.11 13.06
OG0005561 2.18 1.33 1.97 92.09 90.17 91.44
OG0005562 3.04 1.69 3.12 21.29 22.23 21.48
OG0005563 2.03 1.31 2.25 16.93 15.56 16.93
OG0005564 1.86 1.49 2.05 32.84 32.84 32.74
OG0005567 1.09 0.81 1.17 17.27 17.48 17.27
OG0005568 2.84 1.54 2.98 22.83 22.83 22.40
OG0005569 12.98 19.72 4.90 28.25 27.94 36.10
OG0005570 12.03 116.29 9.97 32.11 28.96 26.95
OG0005571 5.68 10.85 110.35 34.18 19.81 24.88
OG0005572 2.25 1.23 2.15 30.04 30.53 31.03
OG0005573 1.92 0.91 1.92 16.17 16.73 16.17
OG0005574 2.01 6.17 8.10 32.30 26.01 24.89
OG0005575 5.27 2.14 5.46 30.58 31.62 30.24
OG0005576 14.40 1.50 14.40 27.06 10.14 27.48
OG0005577 1.42 0.92 1.73 29.60 32.13 31.99
OG0005578 5.07 1.46 5.07 29.14 25.89 28.95
OG0005579 36.59 35.50 1.85 15.23 14.84 88.92
OG0005580 2.23 1.29 2.80 19.32 17.82 16.44
OG0005581 1.19 1.59 2.00 18.22 18.47 18.22
OG0005582 4.44 2.33 4.89 39.16 40.88 40.19
OG0005583 3.82 1.31 4.25 19.53 19.29 19.38
OG0005584 1.82 1.06 2.13 14.80 15.48 15.14
OG0005585 6.95 2.60 7.26 45.70 46.60 44.82
OG0005586 2.16 1.05 1.88 17.29 17.36 17.22
OG0005587 3.29 1.79 2.89 37.92 38.44 38.16
OG0005588 3.40 1.79 3.46 31.74 32.86 32.41
OG0005589 3.03 1.89 3.57 23.81 24.73 23.70
OG0005590 3.22 1.80 2.69 20.08 20.23 19.16
OG0005591 1.96 1.52 2.63 19.26 19.82 19.26
OG0005592 2.66 1.50 2.66 26.65 26.67 25.77
OG0005593 2.01 1.03 1.98 17.88 18.62 18.03
OG0005594 2.68 0.96 2.66 15.59 15.43 15.62
OG0005595 2.32 0.88 2.45 25.07 25.74 24.41
OG0005596 17.53 21.80 3.95 22.67 25.62 33.66
OG0005597 5.27 2.11 5.40 28.10 27.08 25.87
OG0005598 1.71 1.01 1.45 17.67 18.20 18.31
OG0005599 1.70 0.92 1.92 10.73 10.73 10.04
OG0005600 2.92 1.88 2.39 21.27 21.04 22.17
OG0005601 110.35 1.06 24.61 27.04 55.03 25.02
OG0005602 2.20 1.23 2.42 21.62 21.91 22.06
OG0005603 12.54 10.45 2.97 35.23 34.27 48.50
OG0005605 1.06 3.98 4.56 18.85 15.35 15.43
OG0005606 4.64 4.07 4.09 19.47 20.84 20.17
OG0005609 100.42 10.13 94.42 22.31 76.14 23.88
OG0005610 5.53 1.94 5.98 25.42 28.60 25.24
OG0005611 1.28 1.70 2.86 25.88 23.67 23.67
OG0005612 1.75 7.02 5.65 25.02 22.70 22.13
OG0005613 3.04 1.89 4.02 26.62 26.89 26.49
OG0005615 1.42 1.16 2.07 19.59 20.26 19.59
OG0005616 2.06 1.15 2.92 18.33 18.57 18.44
OG0005617 4.20 2.37 4.82 30.75 31.44 31.44
OG0005619 1.49 1.49 2.40 25.93 25.93 25.09
OG0005620 3.15 1.68 3.53 33.53 32.90 33.34
OG0005622 2.85 1.35 2.30 34.59 33.70 34.59
OG0005623 3.67 3.86 4.02 35.32 37.40 33.72
OG0005624 3.67 2.10 3.47 33.66 33.66 33.95
OG0005625 2.92 1.40 3.33 22.01 24.45 22.17
OG0005626 1.80 0.89 1.62 28.27 28.71 28.45
OG0005628 5.58 2.55 5.58 30.48 33.51 30.75
OG0005629 4.16 1.96 4.53 37.72 74.17 37.62
OG0005630 1.93 1.10 1.75 14.30 13.99 14.30
OG0005632 10.26 1.07 17.21 49.17 53.06 40.02
OG0005633 3.11 1.66 3.21 33.33 34.90 35.04
OG0005634 4.82 4.84 5.22 25.66 30.92 28.15
OG0005635 3.09 1.72 2.98 18.37 18.69 13.45
OG0005636 0.98 1.05 1.29 17.09 16.30 16.17
OG0005638 6.72 2.42 5.94 30.77 33.70 29.35
OG0005639 7.49 1.48 4.78 24.19 27.05 18.49
OG0005640 4.08 1.73 2.77 22.07 21.04 22.07
OG0005641 4.29 1.91 4.66 29.15 29.99 27.71
OG0005642 4.48 1.57 4.70 28.29 32.07 27.80
OG0005643 2.91 2.36 1.67 24.22 23.55 26.87
OG0005645 1.79 0.83 1.43 19.62 20.41 20.21
OG0005647 3.17 2.49 2.49 19.29 19.85 19.41
OG0005648 3.29 14.68 17.92 35.93 22.19 21.41
OG0005649 2.14 1.10 2.38 124.74 132.63 124.74
OG0005650 3.40 2.60 3.89 29.44 28.68 28.18
OG0005651 3.90 1.06 3.68 36.16 36.16 35.82
OG0005652 2.49 2.49 2.66 30.59 30.10 29.86
OG0005653 4.13 1.16 3.00 20.12 20.33 23.03
OG0005654 5.38 6.18 2.07 21.52 23.35 25.29
OG0005655 2.34 0.46 2.23 20.59 22.72 21.08
OG0005656 2.14 1.06 2.28 27.36 29.19 27.08
OG0005657 5.40 1.82 4.83 28.36 29.71 29.00
OG0005659 2.65 4.27 3.09 21.97 23.11 19.95
OG0005660 9.71 3.18 6.92 30.62 26.02 32.55
OG0005661 7.67 3.87 7.51 34.16 34.34 34.88
OG0005662 4.62 0.96 6.46 14.88 16.64 14.68
OG0005665 2.26 1.38 2.00 20.32 21.03 20.46
OG0005666 1.86 1.39 2.33 25.49 24.53 25.17
OG0005667 7.03 3.94 7.30 35.49 34.54 34.07
OG0005669 6.24 1.45 6.10 29.91 30.84 29.62
OG0005670 16.80 4.74 14.68 49.73 55.11 53.64
OG0005671 6.34 2.17 5.98 24.58 25.27 24.35
OG0005672 12.48 2.90 7.65 29.17 25.43 30.90
OG0005673 3.09 2.72 3.26 19.81 21.23 19.81
OG0005674 1.48 0.46 1.99 28.16 28.36 23.23
OG0005677 2.47 1.19 2.74 46.25 46.64 46.35
OG0005678 1.08 0.49 1.65 17.55 18.22 15.49
OG0005679 1.55 1.24 2.08 28.85 28.67 28.66
OG0005680 2.33 0.75 1.86 27.43 29.81 27.43
OG0005681 4.35 1.34 5.08 27.72 31.01 28.18
OG0005682 2.42 1.75 3.16 21.22 20.40 21.22
OG0005683 3.68 3.56 4.86 31.41 31.41 31.41
OG0005684 3.28 1.27 3.54 18.45 18.23 18.45
OG0005685 1.37 0.91 1.84 20.35 20.96 20.96
OG0005686 4.02 2.40 4.51 31.36 32.19 30.96
OG0005687 8.12 7.17 1.27 25.46 24.79 23.42
OG0005688 2.44 0.95 2.57 17.77 17.77 17.28
OG0005689 7.91 3.68 8.57 38.46 38.46 37.48
OG0005690 1.71 1.45 1.71 19.44 19.97 19.89
OG0005691 5.65 11.77 24.67 48.46 40.58 34.52
OG0005692 3.33 0.89 3.22 16.14 18.02 15.89
OG0005693 3.41 1.90 2.95 27.90 29.09 26.00
OG0005694 2.75 1.00 3.16 34.80 34.80 34.80
OG0005695 2.36 84.27 99.92 101.24 -nan 41.82
OG0005696 1.17 0.79 1.59 6.91 5.89 9.93
OG0005697 10.00 1.60 13.43 27.14 22.30 14.62
OG0005698 1.86 1.00 2.19 34.25 33.86 35.54
OG0005699 6.78 1.06 7.80 15.72 20.05 14.96
OG0005700 1.40 1.19 1.86 28.53 27.98 31.06
OG0005701 6.37 2.89 5.47 28.32 28.62 28.93
OG0005702 3.32 1.63 3.97 19.69 12.03 20.67
OG0005703 4.20 3.53 4.57 26.74 24.75 26.59
OG0005706 3.26 3.03 5.21 30.41 30.01 30.21
OG0005707 2.79 2.92 4.29 25.25 30.23 24.52
OG0005708 2.40 3.41 1.99 24.99 25.18 25.93
OG0005710 13.19 29.66 33.98 27.92 110.35 136.69
OG0005711 4.52 1.42 4.99 24.54 25.57 23.73
OG0005712 0.44 0.67 0.22 8.65 8.40 8.90
OG0005713 2.13 1.06 3.52 23.48 22.12 20.73
OG0005714 2.24 0.34 2.43 23.19 23.26 23.31
OG0005715 2.54 1.57 2.80 32.16 32.48 32.54
OG0005716 3.51 1.46 3.64 19.61 20.30 19.44
OG0005717 3.02 1.34 2.88 14.43 14.48 14.72
OG0005718 1.50 3.18 1.57 16.29 15.73 16.76
OG0005720 13.32 12.80 3.31 22.30 22.93 38.06
OG0005721 9.21 3.63 9.83 51.53 56.32 53.26
OG0005722 3.00 0.90 3.24 27.82 27.98 28.65
OG0005723 2.88 1.30 3.21 23.74 23.74 24.17
OG0005724 6.70 1.62 7.39 42.19 53.31 43.46
OG0005725 1.67 0.33 1.67 17.11 15.81 15.34
OG0005726 2.07 1.71 1.92 18.22 17.42 17.72
OG0005727 4.23 1.81 4.49 32.51 36.69 33.25
OG0005728 4.14 2.47 4.66 29.41 27.78 28.47
OG0005729 6.04 2.85 8.01 61.31 57.84 59.13
OG0005730 2.25 0.69 2.17 43.48 44.39 44.08
OG0005731 2.90 1.35 2.90 22.03 22.95 21.90
OG0005732 3.11 0.96 2.12 23.41 22.66 22.66
OG0005733 2.05 0.83 2.02 18.37 17.29 15.78
OG0005734 1.13 0.75 0.75 22.65 22.65 22.15
OG0005735 2.16 1.16 2.17 30.61 30.62 30.61
OG0005736 18.02 15.00 3.89 20.82 22.17 82.40
OG0005737 3.57 1.50 4.31 21.92 24.08 21.21
OG0005738 9.51 2.04 9.52 21.38 29.08 21.52
OG0005739 6.41 0.65 1.74 16.80 18.75 19.69
OG0005740 1.80 0.95 1.97 18.21 18.56 18.00
OG0005741 3.33 0.72 1.96 15.01 16.36 15.20
OG0005743 3.51 1.18 3.51 21.77 21.07 20.73
OG0005744 4.42 1.53 4.69 21.79 22.75 21.16
OG0005745 5.82 2.46 6.90 35.32 33.47 35.71
OG0005746 1.72 1.20 2.36 19.04 19.17 19.62
OG0005747 53.64 1.84 56.86 23.10 63.91 23.81
OG0005750 6.94 4.78 4.43 17.87 17.69 11.91
OG0005751 5.07 4.21 3.54 18.09 19.39 18.31
OG0005752 17.94 80.60 9.41 95.12 99.36 197.44
OG0005754 17.00 3.95 15.96 22.69 24.13 23.69
OG0005755 4.89 1.16 3.98 27.08 29.03 28.34
