OG BAT_3_utr_gc BAT_5_utr_gc BRO_3_utr_gc BRO_5_utr_gc BGM_3_utr_gc BGM_5_utr_gc
OG0005266 33.81 25.00 31.69 26.96 34.78 27.52
OG0005267 NA NA 36.17 NA NA NA
OG0005268 45.58 39.92 NA 37.61 42.81 34.23
OG0005270 32.69 NA 37.88 NA 33.52 NA
OG0005271 32.57 37.14 34.15 32.29 34.15 31.02
OG0005272 31.58 33.85 30.10 41.01 28.40 30.45
OG0005273 36.95 42.13 37.90 40.26 38.11 41.83
OG0005274 36.71 NA 37.86 42.86 37.47 31.68
OG0005275 34.76 35.14 40.66 32.53 36.01 34.18
OG0005276 28.93 32.43 33.98 31.43 35.07 34.39
OG0005277 33.38 31.91 31.72 31.61 28.90 30.23
OG0005279 31.89 30.68 31.46 21.57 30.88 28.67
OG0005281 31.44 29.29 30.80 30.66 35.45 31.33
OG0005282 32.19 36.84 29.70 29.24 34.02 37.20
OG0005283 21.08 46.15 20.20 45.37 20.00 46.33
OG0005284 37.22 29.84 39.40 26.13 37.06 31.79
OG0005285 36.59 56.43 36.07 59.38 37.14 78.95
OG0005286 38.43 50.30 36.11 41.00 36.61 33.69
OG0005289 29.23 30.30 29.18 38.36 28.55 30.75
OG0005290 40.66 47.36 40.47 33.63 45.78 44.69
OG0005292 37.31 80.70 35.87 NA 50.18 68.25
OG0005293 27.86 61.54 33.66 64.71 33.15 38.81
OG0005294 33.11 42.65 27.92 40.80 33.61 33.33
OG0005295 34.41 67.03 37.37 66.15 33.52 32.04
OG0005299 37.71 51.58 50.57 42.29 36.46 41.05
OG0005300 35.62 29.62 35.52 29.01 36.19 31.37
OG0005301 26.82 52.50 44.08 56.13 36.52 NA
OG0005302 30.22 32.13 40.09 27.94 30.93 35.70
OG0005303 25.23 27.51 30.53 29.35 35.07 27.40
OG0005304 34.34 40.67 33.27 33.14 34.50 32.74
OG0005305 37.95 30.43 39.44 37.40 36.75 29.83
OG0005306 31.81 72.00 73.71 56.14 34.78 60.76
OG0005307 31.65 29.29 30.55 38.25 33.79 30.09
OG0005308 36.51 31.91 35.56 79.03 35.96 30.85
OG0005309 29.40 27.83 33.45 27.80 27.73 29.71
OG0005310 33.55 31.59 33.92 37.50 33.33 40.00
OG0005311 24.31 29.29 30.12 30.64 28.81 27.78
OG0005312 27.71 38.24 29.15 36.64 33.76 30.80
OG0005313 37.86 NA 40.02 NA 37.20 28.69
OG0005314 28.79 31.17 29.42 26.58 30.34 30.06
OG0005315 34.83 76.32 39.42 78.38 35.05 36.74
OG0005317 33.18 38.12 33.92 43.20 34.47 35.49
OG0005318 32.21 48.70 28.71 51.35 25.19 48.48
OG0005321 27.90 39.20 27.25 35.70 34.50 38.64
OG0005322 37.26 38.21 42.30 37.50 35.84 36.67
OG0005323 33.87 31.17 34.07 40.18 33.27 30.68
OG0005324 40.48 39.27 42.57 38.94 32.25 37.15
OG0005325 28.34 30.10 32.28 34.11 30.28 42.35
OG0005326 33.07 62.50 32.69 66.67 32.80 58.60
OG0005327 39.95 30.79 35.19 36.07 35.66 30.31
OG0005328 56.31 NA 37.76 50.57 47.26 60.38
OG0005329 32.46 31.78 22.64 36.10 27.10 30.06
OG0005330 31.23 35.62 27.41 36.38 26.77 35.35
OG0005331 38.83 58.12 35.78 58.44 36.05 59.94
OG0005332 29.11 65.67 28.84 69.84 28.44 69.51
OG0005333 37.99 43.88 40.00 49.12 42.95 43.20
OG0005334 36.80 26.04 40.85 40.39 36.98 23.56
OG0005335 28.80 36.00 31.01 39.34 28.47 38.78
OG0005338 37.40 NA 31.54 76.00 36.58 42.71
OG0005339 31.18 25.00 31.77 29.75 31.73 26.23
OG0005340 38.56 29.67 34.32 38.04 35.90 39.33
OG0005341 30.11 72.67 34.15 75.61 29.36 35.64
OG0005343 37.28 32.38 32.04 33.52 32.65 33.95
OG0005344 29.35 27.94 30.12 28.93 29.94 28.78
OG0005345 27.98 34.91 33.58 21.67 35.09 39.87
OG0005346 44.11 41.09 48.08 NA 40.59 27.91
OG0005348 33.81 31.98 33.83 31.25 36.01 25.38
OG0005349 31.19 33.43 34.32 35.65 29.18 39.26
OG0005350 71.05 39.43 65.62 33.85 53.33 43.82
OG0005351 33.33 39.41 36.52 35.12 35.94 29.55
OG0005352 34.77 32.35 29.72 31.75 31.24 32.86
OG0005353 27.75 36.11 29.76 34.38 31.15 28.70
OG0005354 38.86 NA 35.65 55.00 34.58 50.57
OG0005356 30.58 25.00 28.81 24.39 34.73 33.74
OG0005357 42.69 36.92 NA 38.88 50.31 41.04
OG0005361 32.15 31.09 29.38 36.46 33.09 29.95
OG0005362 37.90 41.58 36.80 28.29 38.13 21.62
OG0005363 28.96 41.75 26.36 38.55 27.36 36.86
OG0005364 30.82 42.39 31.92 42.21 30.54 54.10
OG0005365 34.76 36.61 46.32 34.87 46.96 44.67
OG0005366 29.50 56.59 30.92 56.41 29.86 57.54
OG0005367 30.78 45.87 36.49 67.74 30.69 41.47
OG0005368 57.64 68.18 37.75 73.46 38.04 71.54
OG0005369 32.03 30.65 31.57 34.23 32.45 37.12
OG0005370 31.51 35.19 31.38 34.03 32.79 36.00
OG0005371 37.26 30.12 33.92 35.85 34.07 28.57
OG0005372 32.02 NA 38.09 NA 32.38 NA
OG0005374 29.19 41.76 35.94 42.62 28.47 40.68
OG0005376 28.24 40.17 29.80 37.01 29.51 36.47
OG0005377 27.61 34.31 32.61 32.24 25.48 37.54
OG0005378 69.76 68.52 45.77 56.36 48.72 58.68
OG0005379 34.65 31.79 37.95 36.51 36.99 32.25
OG0005381 32.93 36.94 36.48 36.52 NA 37.41
OG0005382 26.33 NA 26.21 NA 28.65 33.45
OG0005383 30.38 21.85 30.42 26.79 30.98 23.14
OG0005384 32.51 39.22 32.65 27.15 34.12 31.50
OG0005385 35.27 33.33 35.45 30.85 33.13 32.11
OG0005387 30.24 31.37 31.43 27.94 31.01 34.86
OG0005389 24.05 34.95 25.21 33.78 38.75 35.57
OG0005390 38.45 33.04 36.51 35.08 38.04 32.47
OG0005391 39.24 28.12 33.27 27.78 46.08 32.52
OG0005392 44.56 30.81 42.12 29.70 30.31 28.91
OG0005393 37.84 28.03 34.64 42.58 35.96 42.86
OG0005394 32.78 31.03 29.38 33.50 34.13 31.24
OG0005395 32.13 31.29 32.11 30.65 31.43 33.94
OG0005396 34.20 60.08 35.50 25.40 33.89 23.76
OG0005397 39.81 NA 41.89 58.73 43.44 NA
OG0005398 30.83 45.90 32.75 46.73 32.94 46.79
OG0005399 26.15 32.44 33.25 34.50 33.75 37.10
OG0005400 36.78 24.42 36.45 53.45 38.28 50.00
OG0005402 34.31 33.17 36.14 33.79 36.00 39.26
OG0005403 30.64 29.32 51.42 29.94 31.21 31.53
OG0005404 32.43 32.16 28.09 34.33 29.62 40.65
OG0005406 36.41 53.24 35.30 70.00 35.98 59.18
OG0005407 40.08 64.95 39.23 65.83 37.65 45.32
OG0005408 32.35 28.46 32.11 26.61 32.27 27.27
OG0005409 31.54 43.25 31.98 27.96 31.79 31.93
OG0005412 32.19 35.76 41.32 34.87 33.25 30.95
OG0005413 NA NA NA NA NA 65.19
OG0005414 38.41 33.75 39.50 43.85 37.17 43.70
OG0005415 38.10 30.19 32.39 NA 30.67 31.60
OG0005416 38.10 33.41 36.53 30.91 35.36 33.06
OG0005417 33.43 29.55 NA 35.88 37.64 25.47
OG0005418 29.63 23.75 30.19 NA 32.93 24.69
OG0005419 33.22 63.27 38.46 57.72 33.90 66.10
OG0005420 30.93 53.04 31.15 63.99 30.67 52.62
OG0005421 32.22 57.29 33.46 55.13 32.66 41.93
OG0005423 33.21 NA 35.41 46.73 33.09 32.63
OG0005425 27.47 37.33 28.19 37.32 27.91 37.26
OG0005426 34.36 32.07 35.63 31.95 34.25 30.40
OG0005427 32.27 33.73 33.16 37.29 32.56 35.58
OG0005428 28.29 30.21 33.48 NA 29.61 30.46
OG0005429 35.15 41.35 34.72 33.33 33.27 49.14
OG0005431 38.98 42.43 33.64 NA 39.76 NA
OG0005432 29.06 32.51 34.70 32.30 33.39 31.69
OG0005433 35.09 66.67 NA 69.11 35.76 64.89
OG0005434 25.14 42.00 25.23 34.42 24.93 39.36
OG0005435 37.08 NA 37.34 NA 36.66 NA
OG0005436 35.23 26.04 37.39 28.28 35.78 45.16
OG0005437 27.87 28.68 23.88 30.98 28.15 27.55
OG0005438 43.77 27.36 35.68 34.18 37.85 33.33
OG0005440 29.41 63.35 31.27 60.32 28.48 61.40
OG0005441 30.63 24.86 30.81 27.89 35.72 26.83
OG0005442 30.41 51.55 30.84 52.45 28.99 39.52
OG0005443 32.89 32.60 42.58 32.20 50.35 25.85
OG0005444 29.14 28.81 27.33 33.99 35.39 30.40
OG0005446 33.74 40.64 29.39 39.44 38.45 32.56
OG0005448 36.24 37.44 35.99 31.79 36.51 34.98
OG0005449 28.23 NA 28.73 36.90 32.02 29.24
OG0005451 44.01 67.89 42.95 68.38 44.54 44.39
OG0005452 35.80 34.35 33.80 25.76 35.77 29.70
OG0005453 29.45 37.23 29.88 46.36 30.05 37.15
OG0005454 34.28 29.66 37.01 29.62 35.82 32.06
OG0005455 33.71 28.12 31.66 31.73 34.44 31.16
OG0005456 32.23 32.72 34.96 34.61 32.73 31.73
OG0005458 36.29 27.93 32.37 21.43 35.05 28.43
OG0005459 33.18 39.05 33.15 43.41 33.96 28.32
OG0005460 35.20 30.61 35.16 37.02 36.61 43.80
OG0005461 34.52 33.33 30.37 32.89 36.53 32.30
OG0005462 29.62 51.14 33.57 60.40 31.64 37.07
OG0005463 31.86 40.56 31.13 35.61 42.20 38.46
OG0005464 31.80 43.65 34.39 43.23 31.66 41.59
OG0005465 37.34 27.10 33.60 44.09 38.03 26.71
OG0005466 40.53 75.47 40.69 78.81 40.71 73.42
OG0005467 27.54 60.13 28.95 34.57 29.01 32.08
OG0005469 28.41 68.67 29.83 38.52 30.85 NA
OG0005470 30.46 31.44 29.00 31.75 41.90 29.39
OG0005471 38.47 NA 42.56 35.38 30.82 49.48
OG0005472 39.13 36.33 36.10 43.38 37.50 39.69
OG0005473 33.02 74.62 33.39 77.86 34.20 69.35
OG0005476 43.91 33.92 30.43 40.99 33.87 33.87
OG0005478 30.80 36.08 31.45 30.15 36.73 35.53
OG0005479 29.42 20.69 29.03 25.09 29.65 20.69
OG0005481 37.56 31.51 33.03 33.14 26.62 30.96
OG0005482 35.45 72.22 34.53 76.92 31.33 46.01
OG0005483 35.21 69.12 46.70 66.96 52.40 65.79
OG0005484 NA 47.92 32.59 27.27 33.04 55.65
OG0005485 34.83 39.94 38.91 34.47 37.90 39.05
OG0005486 26.97 39.83 29.00 28.14 35.19 44.58
OG0005488 28.92 52.38 29.55 56.37 28.60 52.46
OG0005489 43.16 26.79 41.46 26.45 42.96 25.19
OG0005490 35.11 32.29 37.32 32.73 33.63 34.84
OG0005491 29.14 33.56 22.59 34.00 32.27 34.92
OG0005492 31.38 50.97 30.87 64.38 36.78 41.34
OG0005496 33.41 35.71 25.14 34.23 33.00 41.34
OG0005498 31.53 31.05 33.06 33.26 31.81 35.48
OG0005499 34.64 31.97 35.16 35.80 38.97 32.09
OG0005500 35.75 36.71 38.95 26.84 37.17 31.19
OG0005501 34.97 55.76 30.28 54.27 36.97 51.36
OG0005502 27.60 35.29 33.13 26.13 39.01 36.67
OG0005503 31.57 31.32 32.08 30.62 35.25 30.97
OG0005504 32.25 69.84 31.72 70.45 NA 50.77
OG0005505 31.71 81.48 35.70 81.82 31.39 81.69
OG0005506 29.35 33.33 31.01 36.08 29.58 28.57
OG0005507 26.95 32.28 34.48 33.33 27.07 36.88
OG0005508 37.39 24.29 32.76 32.38 39.95 34.15
OG0005510 NA NA 32.78 58.76 NA 71.62
OG0005511 79.59 32.51 32.35 34.34 32.39 33.60
OG0005512 32.42 30.77 32.61 30.00 31.13 33.17
OG0005514 34.02 58.33 36.58 35.28 36.09 56.80
OG0005515 26.31 42.33 29.40 52.11 39.79 59.60
OG0005516 36.35 57.92 35.82 57.57 46.70 59.47
OG0005517 43.86 41.26 67.55 36.95 42.89 39.11
OG0005518 33.05 34.58 45.98 43.50 35.61 39.98
OG0005519 31.82 34.24 29.82 33.86 34.00 36.08
OG0005520 NA 10.00 31.24 32.39 32.06 32.34
OG0005523 36.83 64.10 39.12 51.28 40.17 55.29
OG0005524 38.53 34.04 38.02 NA 37.11 32.10
OG0005525 38.55 77.54 66.92 NA 35.97 68.69
OG0005527 28.46 32.22 30.49 31.48 41.25 30.46
OG0005528 39.84 32.00 36.52 32.99 33.10 29.46
OG0005529 29.77 32.60 26.23 33.10 35.07 31.41
OG0005530 28.97 31.74 37.11 28.83 29.49 30.18
OG0005531 28.85 NA 42.19 50.88 28.93 NA
OG0005532 30.71 32.21 32.77 32.30 32.69 33.29
OG0005534 36.47 NA 37.05 31.75 40.11 NA
OG0005535 23.80 31.92 32.05 32.77 27.44 30.57
OG0005536 33.15 33.79 32.25 35.93 31.95 32.25
OG0005537 33.29 29.56 35.57 30.80 36.91 28.98
OG0005538 36.68 43.23 35.90 NA 35.80 35.58
OG0005539 30.45 31.82 32.31 28.70 30.75 39.71
OG0005540 31.59 33.75 31.73 NA 31.90 24.69
OG0005541 36.22 40.28 34.20 31.58 36.55 31.68
OG0005543 38.04 36.61 30.79 35.95 40.30 30.86
OG0005544 38.23 31.85 39.52 31.44 39.23 31.74
OG0005545 NA 77.60 NA 76.38 40.14 74.11
OG0005546 50.00 60.00 60.00 59.65 58.00 55.56
OG0005547 35.65 34.62 32.66 24.34 34.60 25.08
OG0005548 34.53 36.79 35.27 32.83 32.54 27.80
OG0005550 34.11 69.49 22.27 41.86 34.21 69.23
OG0005551 41.67 35.67 39.51 27.27 38.63 48.89
OG0005552 34.40 32.56 35.63 31.66 33.86 35.20
OG0005553 38.47 34.68 32.69 33.16 37.65 33.86
OG0005554 31.33 37.34 30.29 35.10 30.71 34.73
OG0005557 33.65 36.36 51.83 31.29 37.38 37.93
OG0005558 31.92 NA 33.67 78.57 31.36 NA
OG0005559 28.31 32.41 31.56 32.70 31.70 32.41
OG0005560 34.48 32.93 32.85 31.28 34.97 34.10
OG0005561 29.74 33.33 18.18 34.80 29.20 34.86
OG0005562 35.57 40.74 34.54 35.33 34.91 36.06
OG0005563 34.15 37.90 29.72 20.24 31.45 25.37
OG0005564 22.40 29.07 30.39 29.72 26.44 30.97
OG0005567 31.39 NA 29.57 30.52 31.38 32.23
OG0005568 42.25 39.33 45.14 38.14 42.55 28.23
OG0005569 34.08 46.72 30.95 26.30 38.93 26.50
OG0005570 35.64 32.39 35.35 30.11 33.87 43.07
OG0005571 35.80 NA 29.07 38.00 28.96 52.36
OG0005572 30.17 24.11 30.47 25.50 28.52 25.80
OG0005573 32.20 35.00 30.93 31.32 32.71 32.43
OG0005574 32.91 30.67 33.45 39.89 33.45 31.11
OG0005575 25.21 38.48 34.19 40.60 30.54 41.39
OG0005576 32.81 31.09 38.36 30.14 33.01 30.64
OG0005577 41.62 33.24 33.25 63.79 32.55 40.89
OG0005578 35.25 57.82 39.53 35.63 35.18 67.94
OG0005580 36.55 45.00 36.19 39.55 35.35 33.67
OG0005581 37.42 42.76 51.48 36.79 34.52 34.50
OG0005582 28.16 75.68 27.26 68.14 28.77 69.10
OG0005583 32.01 40.66 31.56 30.66 30.38 43.53
OG0005584 32.55 38.38 33.00 34.62 33.62 28.91
OG0005585 28.58 77.71 42.11 75.81 29.61 77.93
OG0005586 42.56 45.16 39.94 46.58 40.39 36.15
OG0005587 20.96 30.96 32.89 30.05 32.34 39.78
OG0005588 35.34 NA 35.61 30.40 34.27 30.17
OG0005589 34.47 32.56 39.72 34.27 40.73 31.65
OG0005590 37.20 29.22 33.03 29.28 39.34 34.00
OG0005591 30.13 25.64 30.37 30.45 31.77 30.00
OG0005592 36.07 35.10 36.60 47.46 35.93 36.41
OG0005593 31.15 34.63 31.02 36.49 30.32 38.37
OG0005594 31.43 35.29 31.48 34.97 31.98 50.29
OG0005595 31.36 51.56 31.46 63.77 31.66 45.12
OG0005596 27.98 63.25 29.23 54.05 29.04 NA
OG0005597 35.40 61.02 39.09 69.03 37.96 29.91
OG0005598 26.89 68.24 27.55 66.17 26.32 34.09
OG0005599 31.04 44.44 31.18 56.44 31.05 59.24
OG0005600 78.00 46.13 33.20 NA 35.36 41.29
OG0005601 29.65 41.44 31.11 40.42 39.53 36.44
OG0005602 30.76 33.91 31.47 36.92 29.86 35.34
OG0005603 38.14 37.65 30.33 40.00 29.27 31.21
OG0005605 44.46 71.73 46.88 71.36 34.70 46.20
OG0005606 31.02 32.17 33.47 32.54 31.35 44.04
OG0005609 NA NA 31.48 32.56 NA 38.97
OG0005610 32.57 43.41 48.48 79.21 32.65 44.81
OG0005611 37.55 66.23 33.64 68.71 33.84 66.91
OG0005612 34.76 35.71 30.45 33.54 32.77 36.70
OG0005613 28.61 58.41 32.22 66.43 29.33 50.74
OG0005615 33.20 64.00 35.12 64.20 35.02 66.67
OG0005616 35.18 NA 35.22 41.00 35.08 38.27
OG0005617 42.94 36.31 41.02 36.87 36.72 38.33
OG0005619 29.50 36.63 29.71 36.21 31.70 43.96
OG0005620 28.83 61.54 27.01 62.34 27.63 65.05
OG0005622 27.83 41.25 28.25 37.71 29.94 33.39
OG0005623 40.71 31.65 36.71 34.00 33.45 35.39
OG0005624 42.89 50.62 39.86 47.75 45.18 55.06
OG0005625 28.06 34.67 29.32 35.71 29.32 42.71
OG0005626 30.40 42.04 29.92 40.22 30.28 38.79
OG0005628 31.26 39.19 33.28 41.64 30.53 33.33
OG0005629 30.82 35.00 35.05 33.56 31.67 47.78
OG0005630 26.68 29.35 28.88 29.78 27.60 29.25
OG0005632 40.43 30.62 44.62 39.09 37.84 44.88
OG0005633 31.05 19.57 39.28 34.72 31.06 51.91
OG0005634 42.88 35.45 39.62 50.03 40.68 34.38
OG0005635 36.63 34.38 39.91 29.34 34.24 36.96
OG0005636 31.88 31.49 31.79 32.74 31.73 33.86
OG0005638 35.53 36.89 39.64 37.44 38.36 33.02
OG0005639 33.28 30.48 36.42 31.19 33.10 31.07
OG0005640 31.67 57.83 30.65 44.48 35.07 NA
OG0005641 32.47 NA 33.90 23.91 30.60 30.05
OG0005642 35.61 28.71 33.45 25.64 29.32 32.57
OG0005643 29.42 32.54 28.16 33.33 31.68 31.15
OG0005645 26.82 25.23 30.18 27.35 25.16 28.29
OG0005647 30.26 34.16 30.83 35.98 30.12 31.89
OG0005648 40.64 31.27 41.18 34.02 37.32 40.09
OG0005649 39.96 47.06 35.77 44.24 42.51 37.90
OG0005651 33.78 36.03 34.53 33.33 32.00 32.91
OG0005652 27.29 40.76 29.69 38.41 27.15 33.57
OG0005653 33.66 30.59 38.00 29.85 37.12 42.73
OG0005654 30.79 59.05 31.91 53.18 37.43 50.36
OG0005655 33.21 31.33 32.91 39.02 33.19 33.08
OG0005656 28.99 38.30 30.53 42.53 36.37 32.45
OG0005657 NA 29.66 32.38 36.25 35.12 31.15
OG0005659 28.57 66.67 33.22 36.09 30.96 48.43
OG0005660 26.00 37.89 30.00 41.14 NA 47.13
OG0005661 32.74 39.18 33.94 37.47 33.61 33.65
OG0005662 40.87 29.36 34.21 28.16 31.94 32.29
OG0005665 33.08 46.59 33.01 36.16 34.00 39.83
OG0005666 34.20 38.82 33.57 40.03 40.76 38.63
OG0005667 32.22 44.17 34.01 50.79 32.34 37.56
OG0005669 36.59 30.49 31.54 39.66 31.01 35.76
OG0005670 31.75 NA 28.90 NA 29.30 NA
OG0005671 30.11 32.50 47.06 35.78 30.48 34.73
OG0005672 29.47 38.74 36.21 44.23 35.67 59.78
OG0005674 24.36 36.21 34.46 NA 25.00 43.98
OG0005677 23.70 31.90 29.39 34.59 23.61 37.73
OG0005678 28.36 28.57 29.35 28.95 28.66 33.81
OG0005679 26.83 31.09 27.27 31.81 27.20 31.03
OG0005680 27.80 36.32 29.99 32.35 28.04 30.45
OG0005681 33.45 38.81 35.56 39.29 32.20 40.61
OG0005682 33.91 NA 34.61 NA 33.91 35.71
OG0005683 NA 72.73 NA 69.77 NA NA
OG0005684 31.76 36.95 32.89 37.88 31.64 38.12
OG0005685 30.39 27.40 29.23 26.38 25.31 28.72
OG0005686 31.86 NA 31.97 NA 36.90 65.14
OG0005687 33.73 39.08 34.77 28.92 30.25 40.66
OG0005688 37.46 38.02 50.46 41.41 40.52 38.83
OG0005689 33.40 32.96 33.27 32.95 37.25 30.96
OG0005690 29.88 62.23 29.96 58.71 28.93 61.81
OG0005691 45.96 18.26 40.84 NA 52.05 68.18
OG0005692 30.42 38.46 33.09 37.62 30.84 47.39
OG0005693 32.24 35.56 31.58 35.14 30.65 35.23
OG0005694 32.16 39.48 30.86 33.41 30.62 41.42
OG0005696 37.83 NA 82.58 70.31 35.15 63.09
OG0005697 37.68 29.88 NA 34.08 NA 30.08
OG0005698 30.14 31.58 31.06 35.63 34.18 35.48
OG0005699 33.26 55.42 35.87 54.69 36.98 56.97
OG0005700 25.61 40.85 26.08 41.56 25.70 41.21
OG0005701 39.32 37.65 40.45 32.89 40.25 34.98
OG0005702 30.12 78.05 48.76 75.68 31.20 78.05
OG0005703 35.03 33.33 44.38 33.66 37.31 33.10
OG0005706 39.46 35.94 40.56 39.76 41.46 40.48
OG0005707 45.34 56.85 38.79 NA 44.94 56.45
OG0005708 30.54 24.68 30.22 33.33 26.85 31.87
OG0005710 37.20 41.20 55.97 28.18 54.39 31.79
OG0005711 34.09 36.80 49.06 28.87 34.61 33.95
OG0005712 34.92 30.06 31.15 32.43 34.64 34.49
OG0005713 31.90 27.32 30.19 26.96 33.20 45.64
OG0005714 30.02 34.12 29.90 40.94 28.04 34.20
OG0005715 31.07 30.02 30.03 30.66 30.21 42.27
OG0005716 30.14 34.39 47.09 35.97 31.28 34.98
OG0005717 30.51 38.83 33.13 40.60 30.94 37.27
OG0005718 38.85 37.66 42.24 39.15 34.05 36.57
OG0005720 35.69 15.38 34.76 28.21 33.18 32.09
OG0005721 35.62 34.50 41.41 30.72 36.86 38.64
OG0005722 30.04 33.02 33.19 32.72 32.53 34.33
OG0005723 37.04 39.15 52.12 37.25 37.74 38.19
OG0005724 35.63 26.74 41.58 NA 32.55 26.98
OG0005725 30.35 NA 31.12 73.12 29.56 47.39
OG0005726 32.73 33.77 29.25 35.05 29.82 43.07
OG0005727 31.52 35.48 32.63 36.73 32.33 34.69
OG0005728 30.78 36.90 30.08 37.38 30.07 34.10
OG0005729 41.62 70.31 44.98 NA 47.10 40.73
OG0005730 35.45 40.26 31.73 39.89 36.71 36.92
OG0005731 39.00 39.68 34.12 54.84 38.36 32.65
OG0005732 37.20 41.75 34.82 34.93 40.51 39.46
OG0005733 32.11 29.80 32.45 NA 32.86 47.40
OG0005734 31.37 34.21 29.96 28.74 33.38 33.09
OG0005735 43.80 57.84 40.64 59.94 42.22 42.46
OG0005736 38.71 32.05 48.40 36.49 38.73 36.16
OG0005737 32.87 31.05 35.31 37.51 32.26 32.78
OG0005738 34.13 25.00 54.93 55.86 33.28 44.24
OG0005739 36.35 35.65 34.82 30.53 37.35 34.62
OG0005740 37.07 35.44 33.38 66.88 33.56 69.50
OG0005741 NA 39.65 37.09 35.55 31.37 32.47
OG0005743 38.09 49.33 37.14 25.32 42.26 48.98
OG0005744 36.74 30.67 49.87 31.56 38.12 31.63
OG0005745 30.14 30.44 32.85 37.45 28.84 29.79
OG0005746 28.10 40.32 28.27 45.32 36.80 27.25
OG0005747 41.94 NA NA NA 42.12 NA
OG0005750 29.08 31.58 31.74 70.57 28.98 30.11
OG0005751 NA 31.50 30.71 34.52 40.74 32.79
OG0005752 NA NA 77.53 74.50 75.96 51.47
OG0005755 31.22 34.40 34.98 33.63 30.64 29.99
OG0005756 36.11 47.87 36.92 51.72 NA 46.67
OG0005757 32.67 27.47 32.87 29.19 32.18 24.62
OG0005758 38.14 75.95 56.06 NA 36.21 73.27
OG0005759 27.61 30.43 30.25 32.49 30.66 33.33
OG0005760 33.26 35.37 34.71 28.75 36.49 37.10
OG0005761 32.74 37.72 35.54 42.11 32.85 38.53
OG0005762 27.61 63.08 28.05 46.28 27.67 46.66
OG0005763 34.21 32.15 33.26 33.80 34.89 32.27
OG0005764 32.74 30.46 33.09 32.17 32.12 29.33
OG0005766 42.62 NA 36.80 NA 36.78 NA
OG0005767 28.47 42.13 47.03 31.51 38.22 32.71
OG0005768 26.05 62.86 28.64 63.33 26.02 54.23
OG0005769 33.19 32.33 34.25 34.15 32.57 32.13
OG0005770 29.75 31.88 28.25 33.50 31.17 32.30
OG0005771 28.59 39.92 49.80 44.67 30.49 41.45
OG0005772 NA 31.86 NA 29.47 NA 46.21
OG0005773 NA NA NA NA 37.77 76.47
OG0005774 33.81 35.94 33.71 38.14 34.73 35.48
OG0005775 28.45 NA 35.05 NA 30.77 36.04
OG0005776 30.22 64.29 41.67 66.67 40.56 NA
OG0005777 29.59 33.87 29.72 33.87 29.80 36.31
OG0005778 30.19 43.64 32.41 35.15 31.01 35.09
OG0005779 34.09 34.47 33.94 37.50 32.57 38.27
OG0005783 31.07 42.00 30.82 42.53 30.56 31.85
OG0005784 34.42 35.33 33.11 35.57 36.33 34.59
OG0005785 34.69 NA 55.59 NA 42.76 27.92
OG0005786 34.09 69.23 35.33 69.14 34.36 72.63
OG0005787 34.02 NA 34.78 29.22 33.16 32.76
OG0005788 29.12 28.12 39.31 29.43 29.78 31.40
OG0005789 28.80 41.67 27.26 40.40 25.91 39.45
OG0005791 35.20 80.46 33.82 77.27 35.74 80.23
OG0005792 31.63 34.26 30.52 29.40 33.25 29.88
OG0005793 29.72 55.30 29.91 36.71 29.55 34.35
OG0005794 34.80 68.29 33.86 71.07 35.11 75.64
OG0005795 25.12 26.09 26.07 26.29 38.48 38.39
OG0005796 32.20 32.67 51.38 40.40 33.27 38.36
OG0005797 35.08 NA 33.59 62.39 33.37 70.86
OG0005798 31.50 34.13 35.52 33.57 31.18 33.85
OG0005799 33.84 37.50 34.43 33.70 33.21 31.25
OG0005800 NA 47.99 NA 53.23 33.43 46.81
OG0005801 31.39 37.00 34.02 48.56 30.15 41.27
OG0005802 33.21 NA 30.95 74.07 31.82 NA
OG0005803 33.78 38.85 33.83 33.20 34.83 41.58
OG0005804 34.59 29.58 33.69 54.59 32.52 33.71
OG0005805 32.48 37.41 34.26 34.35 34.30 35.11
OG0005806 29.41 40.43 NA 38.03 28.86 43.30
OG0005807 33.33 36.71 41.06 33.93 32.36 37.59
OG0005808 30.51 30.92 30.58 30.25 32.32 33.45
OG0005809 30.95 34.72 31.91 30.77 34.39 39.85
OG0005810 28.99 29.96 28.43 27.75 31.56 28.33
OG0005811 24.18 30.26 47.26 35.53 35.61 30.37
OG0005812 35.92 27.15 31.91 27.98 35.60 27.10
OG0005814 32.12 32.61 30.34 39.51 32.10 37.07
OG0005815 37.29 68.52 36.48 75.27 38.39 75.00
OG0005816 34.95 NA 38.91 NA 36.34 29.69
OG0005817 36.55 48.78 37.15 62.21 42.03 51.14
OG0005818 32.37 24.84 31.60 34.24 38.83 30.14
OG0005820 28.34 22.81 29.62 29.30 28.76 30.86
OG0005821 37.40 45.94 42.09 28.64 38.37 22.88
OG0005822 30.86 40.91 32.42 50.84 29.81 38.69
OG0005823 27.66 36.14 37.44 39.53 29.21 35.79
OG0005824 34.51 26.61 31.78 32.54 33.79 31.28
OG0005825 29.03 30.30 37.81 31.78 36.45 39.79
OG0005827 30.36 30.49 27.51 36.36 30.13 27.03
OG0005828 32.40 36.24 34.16 37.70 38.00 30.42
OG0005829 31.54 36.33 30.23 43.71 34.22 42.35
OG0005830 29.10 42.50 26.67 36.62 43.54 NA
OG0005831 31.64 31.15 30.39 31.29 30.43 33.73
