sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval OG branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript OTUs dNdS t dN dS contig_BGM 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC% OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BRO BGC_BGM ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
BGM_M TRINITY_DN1073_c1_g1 219.988309756918 3.22411496953834e-18 BAT TRINITY_DN10078_c0_g1 329.448596334046 5.63543336041397e-11 BRO TRINITY_DN91_c9_g1 484.240897991108 4.20140568481315e-29 BGM TRINITY_DN1073_c1_g1 325.330024928933 9.07227568958851e-17 OG0002835 BAT OG0002835.ref.mafft.n 999.0000 0.006 0.0026 0.0000 BRO OG0002835.ref.mafft.n 0.4052 0.004 0.0010 0.0024 BGM OG0002835.ref.mafft.n 0.3719 0.004 0.0010 0.0026 BGM_BAT OG0002835.ref.mafft.n 2 0.1255 0.010 0.0011 0.0088 TRINITY_DN10078_c0_g1_i2.p1 45.73 63.07 51.62 TRINITY_DN91_c9_g1_i1.p1 46.29 62.00 51.52 TRINITY_DN1073_c1_g1_i2.p1 45.86 62.86 51.52 OG0002835 1.088729 2.748093 3.139933 7.027475 0.06544498 3.967001 NA NA NA 49.62694 51.37887 51.39144 0.1435138 0.1373869 0.1435138 0.4141736 0.415886 0.4141736 0.5612245 0.5612245 0.5510204
BGM_M TRINITY_DN189_c1_g1 413.131202396703 0.0713914281261321 BAT TRINITY_DN1260_c0_g1 641.979085738701 0.843020920171865 BRO TRINITY_DN6201_c0_g1 243.214912717284 0.0197321903453802 BGM TRINITY_DN189_c1_g1 275.901769276936 0.925940877017453 OG0002837 BAT OG0002837.ref.mafft.n 0.0614 0.032 0.0029 0.0470 BRO OG0002837.ref.mafft.n 0.2659 0.014 0.0032 0.0120 BGM OG0002837.ref.mafft.n 8.1936 0.005 0.0019 0.0002 BGM_BAT OG0002837.ref.mafft.n 2 0.3079 0.079 0.0189 0.0613 TRINITY_DN1260_c0_g1_i4.p1 46.23 80.04 57.50 TRINITY_DN6201_c0_g1_i4.p1 48.47 84.35 60.43 TRINITY_DN189_c1_g1_i2.p1 47.09 86.49 60.41 OG0002837 11.68958 13.89175 32.36391 26.73205 1.973125 3.068904 NA NA NA 45.41748 40.60928 41.64935 0.3823128 0.3558207 0.3823128 0.4609524 0.4606752 0.4609524 0.8076923 0.8589744 0.8589744
BGM_M TRINITY_DN31685_c0_g1 83.5463598078834 2.4365047490402e-05 BAT TRINITY_DN14756_c0_g2 20.8287410980023 0.320347451182789 BRO TRINITY_DN2652_c0_g1 124.937996644982 0.593426728331857 BGM TRINITY_DN31685_c0_g1 60.6411483878504 0.0457597378936557 OG0002838 BAT OG0002838.ref.mafft.n 0.5838 0.086 0.0252 0.0432 BRO OG0002838.ref.mafft.n 0.0554 0.030 0.0023 0.0418 BGM OG0002838.ref.mafft.n 0.1893 0.008 0.0014 0.0073 BGM_BAT OG0002838.ref.mafft.n 2 0.0867 0.011 0.0012 0.0142 TRINITY_DN14756_c0_g2_i7.p2 54.17 87.04 65.12 TRINITY_DN2652_c0_g1_i10.p1 53.19 86.81 64.40 TRINITY_DN31685_c0_g1_i2.p1 53.12 90.75 65.67 OG0002838 19.93829 22.83071 12.88693 4.589858 3.843052 7.321849 NA NA NA 38.25379 35.60413 33.28708 0.4884304 0.3737252 0.4884304 0.5563635 0.483916 0.5563635 0.9294118 0.9764706 0.9294118
BGM_M TRINITY_DN5978_c1_g1 23.3371302503157 9.71272735292103e-19 BAT TRINITY_DN1515_c0_g1 82.1812422143537 5.03480646621761e-08 BRO TRINITY_DN65468_c1_g2 60.3884746956867 0.000119156136271288 BGM TRINITY_DN5978_c1_g1 41.2307653084354 0.000879366505568776 OG0002840 BAT OG0002840.ref.mafft.n 0.1649 0.023 0.0037 0.0222 BRO OG0002840.ref.mafft.n 0.1649 0.005 0.0009 0.0052 BGM OG0002840.ref.mafft.n 0.1649 0.005 0.0007 0.0044 BGM_BAT OG0002840.ref.mafft.n 2 0.1649 0.058 0.0092 0.0557 TRINITY_DN1515_c0_g1_i2.p1 58.99 84.31 67.43 TRINITY_DN65468_c1_g2_i1.p1 59.73 85.32 68.26 TRINITY_DN5978_c1_g1_i1.p1 59.30 86.01 68.38 OG0002840 4.65585 8.878356 9.344699 9.77864 2.15694 1.607238 NA NA NA 38.46638 37.98713 36.75532 0.3951944 0.3741751 0.3951944 0.4513695 0.4316076 0.4513695 0.8165138 0.8073394 0.8256881
BGM_M TRINITY_DN80540_c0_g4 206.761075377684 2.73444873980424e-16 BAT TRINITY_DN15270_c0_g1 142.824642510755 0.428706088331953 BRO TRINITY_DN7462_c1_g1 195.006112502708 0.53474038045372 BGM TRINITY_DN80540_c0_g4 85.2290092917661 0.139458031564239 OG0002841 BAT OG0002841.ref.mafft.n 0.0597 0.010 0.0010 0.0165 BRO OG0002841.ref.mafft.n 0.0597 0.000 0.0000 0.0005 BGM OG0002841.ref.mafft.n 0.0597 0.009 0.0008 0.0142 BGM_BAT OG0002841.ref.mafft.n 2 0.0597 0.015 0.0014 0.0233 TRINITY_DN15270_c0_g1_i1.p1 47.64 76.09 57.13 TRINITY_DN7462_c1_g1_i2.p1 47.64 76.09 57.13 TRINITY_DN80540_c0_g4_i1.p1 47.98 78.11 58.02 OG0002841 1.280031 5.052308 1.119183 4.872782 4.284121 0.06370355 NA NA NA 47.79689 43.65505 43.0156 0.2735933 0.2536302 0.2735933 0.4439994 0.4167514 0.4439994 0.7473684 0.7894737 0.8105263
BGM_M TRINITY_DN13073_c0_g1 168.601405321227 0.00233727679816454 BAT TRINITY_DN16085_c0_g1 199.401038630586 0.841514521110791 BRO TRINITY_DN5537_c0_g1 88.5552724696622 0.243043377674239 BGM TRINITY_DN13073_c0_g1 169.289596081202 0.559277215883688 OG0002842 BAT OG0002842.ref.mafft.n 0.0409 0.013 0.0014 0.0331 BRO OG0002842.ref.mafft.n 0.1844 0.085 0.0197 0.1071 BGM OG0002842.ref.mafft.n 0.0001 0.003 0.0000 0.0105 BGM_BAT OG0002842.ref.mafft.n 2 2.2915 0.000 0.0000 0.0000 TRINITY_DN16085_c0_g1_i1.p1 48.20 94.08 63.49 TRINITY_DN5537_c0_g1_i2.p1 52.15 94.39 66.23 TRINITY_DN13073_c0_g1_i4.p1 48.38 94.52 63.76 OG0002842 2.826107 5.56419 73.60473 51.16604 1.844887 3.479259 NA NA NA 31.80462 30.95163 31.16553 0.5231812 0.5210722 0.5231812 0.4742427 0.4728878 0.4742427 1 0.8571429 1
BGM_M TRINITY_DN4269_c1_g1 137.517458715527 3.44913033113289e-16 BAT TRINITY_DN2722_c0_g1 86.442727428006 0.898134933951173 BRO TRINITY_DN2486_c0_g2 86.52119970665 0.00260129361627862 BGM TRINITY_DN4269_c1_g1 73.7720593822185 0.969052725187007 OG0002844 BAT OG0002844.ref.mafft.n 0.3857 0.012 0.0028 0.0073 BRO OG0002844.ref.mafft.n 0.3857 0.036 0.0089 0.0230 BGM OG0002844.ref.mafft.n 0.3857 0.455 0.1109 0.2875 BGM_BAT OG0002844.ref.mafft.n 2 0.3857 0.000 0.0000 0.0000 TRINITY_DN2722_c0_g1_i10.p1 41.69 45.45 42.95 TRINITY_DN2486_c0_g2_i4.p1 42.99 47.08 44.35 TRINITY_DN4269_c1_g1_i9.p1 42.89 45.81 43.87 OG0002844 6.129235 6.698531 30.98437 16.55308 178.5693 160.6866 NA NA NA 56.86295 55.36537 58.05155 0.04411173 0.06163624 0.04411173 0.4663902 0.4588787 0.4663902 0.4 0.4 0.25
BGM_M TRINITY_DN25256_c2_g4 9.92407329704191 1.10316336387426e-08 BAT TRINITY_DN3067_c1_g1 3.40575603769154 0.0705639571051829 BRO TRINITY_DN3089_c1_g1 6.22620908169197 0.0015285113130442 BGM TRINITY_DN25256_c2_g4 4.61477325099803 0.760176136698642 OG0002846 BAT OG0002846.ref.mafft.n 0.2261 0.016 0.0039 0.0171 BRO OG0002846.ref.mafft.n 0.2261 0.006 0.0014 0.0061 BGM OG0002846.ref.mafft.n 0.2261 0.000 0.0000 0.0000 BGM_BAT OG0002846.ref.mafft.n 2 0.2261 0.000 0.0000 0.0000 TRINITY_DN3067_c1_g1_i1.p1 51.03 90.77 64.27 TRINITY_DN3089_c1_g1_i1.p1 55.83 92.92 68.19 TRINITY_DN25256_c2_g4_i1.p1 56.38 92.18 68.31 OG0002846 0.08428154 1.320157 2.004358 0.03124097 3.138453e-15 1.720156e-13 NA NA NA 32.15212 32.29525 32.7173 0.5287964 0.5472971 0.5287964 0.4026934 0.3962148 0.4026934 0.9130435 0.9130435 0.9130435
BGM_M TRINITY_DN3185_c0_g1 189.547746758527 2.27075657083368e-10 BAT TRINITY_DN3312_c0_g1 319.573192387763 0.000166263173804183 BRO TRINITY_DN7856_c0_g1 430.802650923244 1.05348242083929e-15 BGM TRINITY_DN3185_c0_g1 195.689803830946 4.01449574702661e-07 OG0002847 BAT OG0002847.ref.mafft.n 0.1590 0.000 0.0000 0.0000 BRO OG0002847.ref.mafft.n 0.1590 0.006 0.0008 0.0052 BGM OG0002847.ref.mafft.n 0.1590 0.003 0.0004 0.0026 BGM_BAT OG0002847.ref.mafft.n 2 0.1590 0.000 0.0000 0.0000 TRINITY_DN3312_c0_g1_i1.p1 51.21 44.80 49.33 TRINITY_DN7856_c0_g1_i6.p1 51.22 45.53 49.32 TRINITY_DN3185_c0_g1_i1.p1 51.21 45.60 49.60 OG0002847 1.153983e-18 1.217324e-16 4.629336e-08 1.000011 0.9999895 7.777595e-09 NA NA NA 56.08042 54.67725 54.9978 0.2280068 0.2368547 0.2280068 0.2457491 0.2594443 0.2457491 0.4444444 0.4444444 0.4666667
BGM_M TRINITY_DN933_c0_g1 1689.71516869115 7.1953100595929e-09 BAT TRINITY_DN3690_c1_g1 691.625026665792 3.73179349681223e-05 BRO TRINITY_DN132_c0_g1 1748.56003836782 0.0261282592155173 BGM TRINITY_DN933_c0_g1 1029.48176533353 0.00743650354847504 OG0002849 BAT OG0002849.ref.mafft.n 0.1547 0.009 0.0016 0.0101 BRO OG0002849.ref.mafft.n 0.0781 0.025 0.0028 0.0361 BGM OG0002849.ref.mafft.n 0.2019 0.172 0.0348 0.1726 BGM_BAT OG0002849.ref.mafft.n 2 0.0001 0.001 0.0000 0.0022 TRINITY_DN3690_c1_g1_i11.p2 46.71 81.58 58.33 TRINITY_DN132_c0_g1_i11.p1 48.41 84.11 60.31 TRINITY_DN933_c0_g1_i8.p1 46.15 77.58 56.76 OG0002849 3.170574 4.217179 15.22647 6.053208 22.72482 53.44344 NA NA NA 42.97474 37.57032 40.89956 0.2841513 0.3355213 0.2841513 0.46831 0.4834908 0.46831 0.8431373 0.9215686 0.7843137
BGM_M TRINITY_DN455_c1_g2 34.0515003526972 3.75987571777477e-28 BAT TRINITY_DN4278_c0_g1 68.5690232068651 1.70747883690797e-31 BRO TRINITY_DN178_c8_g1 41.5040346026208 9.27365429090374e-26 BGM TRINITY_DN455_c1_g2 30.3274806803091 3.62847675648151e-24 OG0002851 BAT OG0002851.ref.mafft.n 0.1415 0.024 0.0032 0.0224 BRO OG0002851.ref.mafft.n 0.1415 0.036 0.0048 0.0338 BGM OG0002851.ref.mafft.n 0.1415 0.008 0.0011 0.0078 BGM_BAT OG0002851.ref.mafft.n 2 0.1415 0.000 0.0000 0.0000 TRINITY_DN4278_c0_g1_i6.p1 52.71 79.15 61.71 TRINITY_DN178_c8_g1_i1.p1 52.72 78.99 61.48 TRINITY_DN455_c1_g2_i1.p1 52.92 81.32 62.39 OG0002851 5.707349 10.75655 7.286938 15.55112 2.761778 3.71113 NA NA NA 41.43046 43.4581 39.47863 0.3768228 0.3158391 0.3768228 0.4105154 0.3972881 0.4105154 0.796748 0.7804878 0.8292683
BGM_M TRINITY_DN2743_c0_g1 164.649014012168 6.50484310751238e-50 BAT TRINITY_DN45460_c0_g2 38.910051753699 0.0392884487273834 BRO TRINITY_DN7737_c0_g2 12.0151827635087 0.027054178275217 BGM TRINITY_DN2743_c0_g1 23.1382720277365 0.567483698846003 OG0002853 BAT OG0002853.ref.mafft.n 0.2579 0.013 0.0024 0.0094 BRO OG0002853.ref.mafft.n 0.2579 0.009 0.0016 0.0064 BGM OG0002853.ref.mafft.n 0.2579 0.008 0.0016 0.0063 BGM_BAT OG0002853.ref.mafft.n 2 0.2579 0.023 0.0044 0.0172 TRINITY_DN45460_c0_g2_i2.p1 46.93 58.96 50.94 TRINITY_DN7737_c0_g2_i2.p1 47.18 57.94 50.94 TRINITY_DN2743_c0_g1_i2.p1 47.17 58.96 51.10 OG0002853 0.09521962 4.228997 6.094833 9.971322 0.06663782 3.943127 NA NA NA 55.0527 54.03495 53.65923 0.1695193 0.1667504 0.1695193 0.3316168 0.3476671 0.3316168 0.6888889 0.6666667 0.7111111
BGM_M TRINITY_DN4849_c1_g2 618.485683760967 0.10630258257032 BAT TRINITY_DN5022_c0_g1 750.166653136829 3.53631769058729e-14 BRO TRINITY_DN22832_c0_g1 601.043222518986 1.58674028037363e-19 BGM TRINITY_DN4849_c1_g2 395.069172735952 0.171085019636952 OG0002855 BAT OG0002855.ref.mafft.n 0.0638 0.010 0.0008 0.0117 BRO OG0002855.ref.mafft.n 0.3485 0.012 0.0027 0.0079 BGM OG0002855.ref.mafft.n 0.0885 0.009 0.0008 0.0095 BGM_BAT OG0002855.ref.mafft.n 2 0.1397 0.030 0.0041 0.0297 TRINITY_DN5022_c0_g1_i1.p1 45.84 70.32 54.00 TRINITY_DN22832_c0_g1_i5.p1 46.58 71.08 54.81 TRINITY_DN4849_c1_g2_i2.p1 45.77 70.32 53.95 OG0002855 4.441542 8.851982 33.33149 18.37223 2.304147 8.917228 NA NA NA 52.94403 50.39645 52.38849 0.1364882 0.1443367 0.1364882 0.4560857 0.4606325 0.4560857 0.6818182 0.6969697 0.6818182
BGM_M TRINITY_DN3836_c0_g2 163.142068185314 0.000524110082507403 BAT TRINITY_DN5302_c0_g1 131.310983903495 0.360940689939354 BRO TRINITY_DN5492_c1_g1 140.719430559513 0.0030471693826051 BGM TRINITY_DN3836_c0_g2 86.8756828168616 0.916087457401943 OG0002856 BAT OG0002856.ref.mafft.n 0.0828 0.012 0.0017 0.0206 BRO OG0002856.ref.mafft.n 0.0828 0.028 0.0042 0.0504 BGM OG0002856.ref.mafft.n 0.0828 0.007 0.0010 0.0118 BGM_BAT OG0002856.ref.mafft.n 2 0.0828 0.000 0.0000 0.0000 TRINITY_DN5302_c0_g1_i8.p1 50.48 92.41 64.46 TRINITY_DN5492_c1_g1_i2.p1 50.64 93.12 64.80 TRINITY_DN3836_c0_g2_i2.p1 51.92 94.19 66.07 OG0002856 7.262437 8.170394 30.82673 20.10332 5.672079 7.551041 NA NA NA 33.10994 32.76204 31.4055 0.5465313 0.4786391 0.5465313 0.5141459 0.4940194 0.5141459 0.959596 0.969697 0.959596
BGM_M TRINITY_DN9614_c0_g1 181.214056598203 5.77482085217113e-06 BAT TRINITY_DN57083_c0_g1 277.919703348843 0.810678979858598 BRO TRINITY_DN32131_c0_g2 188.075437021403 5.24151261124989e-10 BGM TRINITY_DN9614_c0_g1 138.63047936595 1.37163576807418e-07 OG0002857 BAT OG0002857.ref.mafft.n 0.1488 0.008 0.0011 0.0071 BRO OG0002857.ref.mafft.n 0.1488 0.013 0.0018 0.0118 BGM OG0002857.ref.mafft.n 0.1488 0.012 0.0017 0.0113 BGM_BAT OG0002857.ref.mafft.n 2 0.1488 0.006 0.0009 0.0059 TRINITY_DN57083_c0_g1_i1.p1 44.87 57.07 48.93 TRINITY_DN32131_c0_g2_i4.p1 45.12 57.07 49.10 TRINITY_DN9614_c0_g1_i4.p1 44.95 55.56 48.48 OG0002857 2.963529 6.555051 12.14178 12.83568 2.137001 13.82456 NA NA NA 56.83582 57.42598 56.73905 0.06474774 0.05972643 0.06474774 0.4434695 0.4412702 0.4434695 0.8684211 0.8684211 0.8684211
BGM_M TRINITY_DN2930_c2_g2 149.08178686642 0.198882984372011 BAT TRINITY_DN6038_c0_g1 122.863536875832 0.281657691060756 BRO TRINITY_DN1173_c0_g2 214.555841796973 0.000643809599751379 BGM TRINITY_DN2930_c2_g2 83.6510461701262 0.506893326260004 OG0002859 BAT OG0002859.ref.mafft.n 0.0303 0.008 0.0005 0.0149 BRO OG0002859.ref.mafft.n 0.0303 0.003 0.0001 0.0047 BGM OG0002859.ref.mafft.n 0.0303 0.010 0.0006 0.0193 BGM_BAT OG0002859.ref.mafft.n 2 0.0303 0.030 0.0017 0.0568 TRINITY_DN6038_c0_g1_i1.p1 52.64 86.49 63.92 TRINITY_DN1173_c0_g2_i4.p1 51.52 87.50 63.51 TRINITY_DN2930_c2_g2_i2.p1 51.51 86.48 63.17 OG0002859 2.529554 4.879994 13.12419 10.47356 3.944562 7.951322 NA NA NA 38.40286 37.07083 38.50831 0.370552 0.3887234 0.370552 0.4407583 0.4575375 0.4407583 0.8076923 0.8365385 0.7884615
BGM_M TRINITY_DN1412_c0_g1 214.49091460851 6.89725255145759e-41 BAT TRINITY_DN64_c1_g1 456.206211346712 3.53106963683379e-06 BRO TRINITY_DN1441_c3_g2 383.191811271561 4.08768881383025e-13 BGM TRINITY_DN1412_c0_g1 184.188743165461 0.0848824922433596 OG0002861 BAT OG0002861.ref.mafft.n 0.0486 0.008 0.0005 0.0107 BRO OG0002861.ref.mafft.n 0.0486 0.021 0.0014 0.0292 BGM OG0002861.ref.mafft.n 0.0486 0.003 0.0002 0.0036 BGM_BAT OG0002861.ref.mafft.n 2 0.0486 0.001 0.0001 0.0020 TRINITY_DN64_c1_g1_i1.p1 51.28 80.05 60.87 TRINITY_DN1441_c3_g2_i1.p1 51.48 81.26 61.40 TRINITY_DN1412_c0_g1_i2.p1 46.70 74.08 55.83 OG0002861 2.012478 4.281446 22.79695 12.7922 0.9487369 3.954775 NA NA NA 44.24454 43.1615 49.17623 0.1575614 0.2316637 0.1575614 0.45092 0.4696554 0.45092 0.7462687 0.7462687 0.7313433
BGM_M TRINITY_DN31083_c0_g1 34.6242878939277 2.90874248882032e-07 BAT TRINITY_DN6946_c0_g1 16.6916494635118 0.00388925541312788 BRO TRINITY_DN14533_c0_g1 43.7120253763376 0.539843679244267 BGM TRINITY_DN31083_c0_g1 22.3559076718061 0.0506404490455621 OG0002862 BAT OG0002862.ref.mafft.n 0.3649 0.484 0.1271 0.3482 BRO OG0002862.ref.mafft.n 0.0795 0.016 0.0019 0.0242 BGM OG0002862.ref.mafft.n 0.0430 0.004 0.0003 0.0065 BGM_BAT OG0002862.ref.mafft.n 2 0.0153 0.013 0.0004 0.0262 TRINITY_DN6946_c0_g1_i6.p1 54.33 76.82 61.82 TRINITY_DN14533_c0_g1_i1.p1 47.61 88.72 61.32 TRINITY_DN31083_c0_g1_i7.p1 49.26 92.02 63.52 OG0002862 67.78243 72.31857 5.573691 25.66596 3.326719 1.017193 NA NA NA 42.36753 34.64982 32.56837 0.4602197 0.4079423 0.4602197 0.5512766 0.4830551 0.5512766 0.8478261 0.9130435 0.9130435
BGM_M TRINITY_DN1150_c0_g1 54.8339279252172 1.78377631736237e-31 BAT TRINITY_DN7466_c0_g1 31.6908610805059 3.6627135316253e-29 BRO TRINITY_DN1110_c0_g1 22.4253084476541 3.27034524096158e-14 BGM TRINITY_DN1150_c0_g1 46.0383637746017 8.15675728017381e-28 OG0002863 BAT OG0002863.ref.mafft.n 0.1747 0.009 0.0019 0.0107 BRO OG0002863.ref.mafft.n 0.1747 0.001 0.0002 0.0011 BGM OG0002863.ref.mafft.n 0.1747 0.008 0.0016 0.0092 BGM_BAT OG0002863.ref.mafft.n 2 0.1747 0.049 0.0105 0.0599 TRINITY_DN7466_c0_g1_i1.p2 57.29 89.62 68.25 TRINITY_DN1110_c0_g1_i1.p2 57.69 90.56 68.65 TRINITY_DN1150_c0_g1_i2.p2 57.59 94.94 70.04 OG0002863 2.866701 8.476778 10.81303 14.07087 2.35933 0.2840023 NA NA NA 35.28791 32.62298 28.16869 0.6161666 0.4980197 0.6161666 0.4479466 0.4366225 0.4479466 0.9529412 0.9764706 0.9647059
BGM_M TRINITY_DN857_c1_g1 643.145637058846 9.46500561000973e-12 BAT TRINITY_DN792_c0_g1 519.983980526191 2.05669677723835e-06 BRO TRINITY_DN356_c0_g1 581.20788990831 3.28555626972255e-07 BGM TRINITY_DN857_c1_g1 567.447648528492 4.96628001741012e-12 OG0002864 BAT OG0002864.ref.mafft.n 0.0830 0.002 0.0004 0.0050 BRO OG0002864.ref.mafft.n 0.0830 0.080 0.0135 0.1624 BGM OG0002864.ref.mafft.n 0.0830 0.005 0.0008 0.0101 BGM_BAT OG0002864.ref.mafft.n 2 0.0830 0.022 0.0037 0.0442 TRINITY_DN792_c0_g1_i1.p2 53.50 95.76 67.58 TRINITY_DN356_c0_g1_i1.p1 53.25 96.10 67.53 TRINITY_DN857_c1_g1_i4.p1 53.48 95.58 67.63 OG0002864 0.5125532 2.999675 24.76469 32.09273 1.054299 2.540863 NA NA NA 28.45493 27.66685 28.08478 0.6102546 0.6307253 0.6102546 0.4532865 0.4710426 0.4532865 0.9653465 0.9752475 0.970297
BGM_M TRINITY_DN1125_c4_g1 143.870932310669 0.00128365065678246 BAT TRINITY_DN8193_c0_g1 41.401223909928 0.924253758967002 BRO TRINITY_DN11539_c1_g2 100.569951060514 0.766109456382858 BGM TRINITY_DN1125_c4_g1 69.0897678791982 0.625974257937545 OG0002865 BAT OG0002865.ref.mafft.n 0.2056 0.065 0.0128 0.0623 BRO OG0002865.ref.mafft.n 2.3374 0.000 0.0000 0.0000 BGM OG0002865.ref.mafft.n 0.0632 0.005 0.0005 0.0079 BGM_BAT OG0002865.ref.mafft.n 2 0.0527 0.031 0.0025 0.0469 TRINITY_DN8193_c0_g1_i4.p1 48.62 75.21 57.60 TRINITY_DN11539_c1_g2_i6.p1 47.87 82.95 59.56 TRINITY_DN1125_c4_g1_i1.p1 47.58 82.72 59.29 OG0002865 38.01918 54.78981 25.26814 17.47741 7.894894 7.104162 NA NA NA 46.92195 41.38625 41.138 0.300515 0.3053206 0.300515 0.4649803 0.4639362 0.4649803 0.6666667 1 1
BGM_M TRINITY_DN920_c0_g1 224.533265886514 6.14642450175075e-10 BAT TRINITY_DN9456_c0_g1 131.996501088792 0.98041693519371 BRO TRINITY_DN99454_c0_g1 170.95005129403 0.308062645456518 BGM TRINITY_DN920_c0_g1 111.296867741426 0.969052725187007 OG0002869 BAT OG0002869.ref.mafft.n 0.0416 0.004 0.0002 0.0045 BRO OG0002869.ref.mafft.n 0.0416 0.013 0.0006 0.0136 BGM OG0002869.ref.mafft.n 0.0416 0.005 0.0002 0.0055 BGM_BAT OG0002869.ref.mafft.n 2 0.0416 0.004 0.0002 0.0044 TRINITY_DN9456_c0_g1_i6.p1 45.45 60.30 50.40 TRINITY_DN99454_c0_g1_i15.p1 45.92 63.08 51.64 TRINITY_DN920_c0_g1_i3.p1 45.36 61.22 50.65 OG0002869 1.388234e-15 5.585855e-14 17.11246 3.020721 2.06831 3.976566 NA 1.780895 NA 58.74824 58.21047 58.34608 0.04606443 0.04761332 0.04606443 0.4314879 0.4362812 0.4314879 0.5822785 0.6455696 0.5949367
BGM_M TRINITY_DN79462_c0_g1 4.51932058001521 0.000239409056950609 BAT TRINITY_DN94686_c0_g1 1.07721582074158 0.148071947870138 BRO TRINITY_DN39272_c0_g1 6.53462035137154 0.00245194377450594 BGM TRINITY_DN79462_c0_g1 10.8411053088544 9.81541918173115e-05 OG0002870 BAT OG0002870.ref.mafft.n 0.2273 0.005 0.0008 0.0036 BRO OG0002870.ref.mafft.n 0.2273 0.005 0.0008 0.0035 BGM OG0002870.ref.mafft.n 0.2273 0.006 0.0011 0.0047 BGM_BAT OG0002870.ref.mafft.n 2 0.2273 0.012 0.0020 0.0089 TRINITY_DN94686_c0_g1_i1.p1 41.64 50.91 44.73 TRINITY_DN39272_c0_g1_i1.p1 44.20 55.13 47.85 TRINITY_DN79462_c0_g1_i4.p1 44.37 55.28 48.00 OG0002870 2.757786e-14 1.430396e-13 11.62669 8.527261 4.08625 3.758515 NA NA NA 58.05574 56.7851 55.80445 0.06278526 0.05988493 0.06278526 0.442111 0.4348954 0.442111 0.5 0.5151515 0.5
BGM_M TRINITY_DN7022_c0_g1 6.41383242712459 7.44967152994341e-08 BAT TRINITY_DN11861_c0_g1 2.98357567641321 0.000278792487637112 BRO TRINITY_DN99564_c0_g1 8.09328963842357 6.78952430520803e-09 BGM TRINITY_DN7022_c0_g1 2.70969736372944 0.000338098622323166 OG0002876 BAT OG0002876.ref.mafft.n 0.1178 0.027 0.0045 0.0384 BRO OG0002876.ref.mafft.n 0.1178 0.046 0.0077 0.0656 BGM OG0002876.ref.mafft.n 0.1178 0.004 0.0007 0.0061 BGM_BAT OG0002876.ref.mafft.n 2 0.1178 0.005 0.0009 0.0073 TRINITY_DN11861_c0_g1_i1.p3 60.22 95.62 72.02 TRINITY_DN99564_c0_g1_i3.p3 59.71 92.94 70.78 TRINITY_DN7022_c0_g1_i3.p2 61.19 96.27 72.89 OG0002876 1.505485 5.865496 3.386227 8.453842 0.2956226 2.383895 NA NA NA 26.49868 30.03934 25.61894 0.6646173 0.5993779 0.6646173 0.4061673 0.4373265 0.4061673 0.96 0.96 0.96
BGM_M TRINITY_DN7571_c0_g2 42.6688210843468 0.471245138798346 BAT TRINITY_DN12237_c0_g1 32.12205376192 0.324500000098902 BRO TRINITY_DN9658_c0_g1 25.9972654888272 0.569005454555258 BGM TRINITY_DN7571_c0_g2 38.8280812359224 0.6159985568017 OG0002877 BAT OG0002877.ref.mafft.n 0.1762 0.006 0.0011 0.0061 BRO OG0002877.ref.mafft.n 0.1762 0.000 0.0000 0.0000 BGM OG0002877.ref.mafft.n 0.1762 0.007 0.0014 0.0077 BGM_BAT OG0002877.ref.mafft.n 2 0.1762 0.006 0.0012 0.0067 TRINITY_DN12237_c0_g1_i13.p1 49.60 81.85 60.35 TRINITY_DN9658_c0_g1_i1.p1 49.44 83.98 61.22 TRINITY_DN7571_c0_g2_i13.p1 49.80 83.06 60.89 OG0002877 0.1825005 4.637639 0.6219458 3.55894 1.66623 2.121672 NA NA NA 40.29257 37.6599 39.94479 0.3692422 0.4902803 0.3692422 0.4164714 0.4279197 0.4164714 0.6521739 0.6521739 0.6521739
BGM_M TRINITY_DN1788_c2_g1 108.308069855932 0.954280186668313 BAT TRINITY_DN12670_c0_g1 94.9155463757722 0.184339733340063 BRO TRINITY_DN190_c2_g1 140.381778721149 0.0129048101659946 BGM TRINITY_DN1788_c2_g1 72.3530067145346 0.26118486479483 OG0002880 BAT OG0002880.ref.mafft.n 0.0715 0.003 0.0002 0.0025 BRO OG0002880.ref.mafft.n 0.0715 0.004 0.0002 0.0030 BGM OG0002880.ref.mafft.n 0.0715 0.004 0.0002 0.0031 BGM_BAT OG0002880.ref.mafft.n 2 0.0715 0.006 0.0003 0.0049 TRINITY_DN12670_c0_g1_i1.p1 56.04 62.08 58.05 TRINITY_DN190_c2_g1_i6.p1 56.03 62.66 58.32 TRINITY_DN1788_c2_g1_i4.p1 56.03 61.81 58.04 OG0002880 0.1024195 4.570782 5.648426 5.106348 0.5540802 4.036258 NA NA NA 58.59887 58.62782 58.61419 0.1097168 0.1017938 0.1097168 0.4179563 0.4185197 0.4179563 0.557377 0.5737705 0.557377
